省份编码,省份,年份,入院人数(万人),医疗卫生机构出院人数(万人),医疗卫生机构住院病人手术人次(万人次),医疗卫生机构危重病人抢救人次(万人次),医疗卫生机构危重病人抢救成功率(%),医疗卫生机构每百门急诊入院人数(人)
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,819.28,814.88,205.52,,,5.88
610000,陕西省,2018,798.0866,795.0401,180.652,,,6.3
610000,陕西省,2017,751.3709,745.4384,163.8808,,,6.24
610000,陕西省,2016,680.6543,675.5281,143.0247,,,6.0912264601
610000,陕西省,2015,625.5,622.5,125.9,,,6.0
610000,陕西省,2014,595.6741,591.8059,121.2868,,,5.8868276805
610000,陕西省,2013,547.3718,543.38,115.9925,,,5.7495302085103
610000,陕西省,2012,497.9226,496.6517,106.0647,,,5.70565384135178
610000,陕西省,2011,407.4924,403.9504,87.9398,15.9546,92.2768355207902,5.02720924429606
610000,陕西省,2010,369.845,366.0602,78.1057,16.8812,92.605975878492,4.74589370383791
610000,陕西省,2009,,,,,,
610000,陕西省,2008,,,,,,
610000,陕西省,2007,,,,,,
610000,陕西省,2006,,,,,,
610000,陕西省,2005,,,,,,
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,520.12,517.77,82.54,,,6.46
620000,甘肃省,2018,487.2197,484.8139,66.677,,,6.2
620000,甘肃省,2017,437.4563,432.7332,65.4963,,,5.77
620000,甘肃省,2016,400.1955,396.8855,60.9333,,,5.6543739073
620000,甘肃省,2015,351.8,349.2,55.5,,,5.3
620000,甘肃省,2014,338.609,336.4264,51.6003,,,5.2428967489
620000,甘肃省,2013,318.82,320.5597,52.4839,,,5.12066817122633
620000,甘肃省,2012,292.898,290.9178,46.2392,,,4.87405162017087
620000,甘肃省,2011,238.5185,236.9611,40.9397,9.8059,94.3799141333279,4.57202109445504
620000,甘肃省,2010,215.4212,214.468,36.4486,8.8091,93.7950528430827,4.54564608681283
620000,甘肃省,2009,,,,,,
620000,甘肃省,2008,,,,,,
620000,甘肃省,2007,,,,,,
620000,甘肃省,2006,,,,,,
620000,甘肃省,2005,,,,,,
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,105.98,104.75,18.77,,,5.69
630000,青海省,2018,98.5333,98.4615,16.5316,,,5.7
630000,青海省,2017,97.343,97.5272,17.1412,,,5.64
630000,青海省,2016,91.1845,90.7275,15.5391,,,5.5927326278
630000,青海省,2015,84.1,83.2,14.1,,,5.5
630000,青海省,2014,86.4753,87.891,14.1477,,,5.7832356501
630000,青海省,2013,82.3265,80.8145,13.1642,,,5.80555315988051
630000,青海省,2012,75.9556,74.4164,11.6554,,,5.52918827451145
630000,青海省,2011,63.9717,66.7235,10.4402,7.7419,95.9028145545667,4.7465314216927
630000,青海省,2010,54.8176,54.4046,9.5879,7.0321,96.4832695780777,4.51337592822809
630000,青海省,2009,,,,,,
630000,青海省,2008,,,,,,
630000,青海省,2007,,,,,,
630000,青海省,2006,,,,,,
630000,青海省,2005,,,,,,
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,123.32,123.03,29.18,,,3.68
640000,宁夏回族自治区,2018,120.8144,120.2902,25.7488,,,3.9
640000,宁夏回族自治区,2017,117.6304,115.7289,24.8093,,,3.91
640000,宁夏回族自治区,2016,106.7163,105.5863,24.5153,,,3.8151427738
640000,宁夏回族自治区,2015,98.0,97.0,21.7,,,3.8
640000,宁夏回族自治区,2014,96.4376,97.0942,24.4223,,,3.8414184444
640000,宁夏回族自治区,2013,90.7094,90.1857,20.4886,,,3.97570800482172
640000,宁夏回族自治区,2012,81.998,81.8688,17.8303,,,3.90487567048827
640000,宁夏回族自治区,2011,70.4839,70.5245,15.782,4.7007,93.9498372582807,3.74389320508765
640000,宁夏回族自治区,2010,66.23,65.7991,14.4799,4.5609,93.5144379398803,3.91021189947798
640000,宁夏回族自治区,2009,,,,,,
640000,宁夏回族自治区,2008,,,,,,
640000,宁夏回族自治区,2007,,,,,,
640000,宁夏回族自治区,2006,,,,,,
640000,宁夏回族自治区,2005,,,,,,
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,589.69,587.51,126.9,,,6.15
650000,新疆维吾尔自治区,2018,543.2256,542.9008,109.1508,,,6.3
650000,新疆维吾尔自治区,2017,548.1549,548.3369,102.7753,,,6.26
650000,新疆维吾尔自治区,2016,535.1115,532.5376,90.9149,,,6.3851252474
650000,新疆维吾尔自治区,2015,512.2,510.0,84.6,,,6.5
650000,新疆维吾尔自治区,2014,490.825,488.7018,79.6199,,,6.506929162
650000,新疆维吾尔自治区,2013,464.049,461.9993,74.5666,,,6.66679596586501
650000,新疆维吾尔自治区,2012,447.7762,446.4571,71.8166,,,7.27929252202346
650000,新疆维吾尔自治区,2011,398.5262,398.1428,63.2548,20.8231,91.2227286042904,7.06120165707091
650000,新疆维吾尔自治区,2010,352.9634,348.6447,55.6653,17.5254,89.7839706939642,6.64701832801228
650000,新疆维吾尔自治区,2009,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
