省份编码,省份,年份,录音制品出版种数(种),录音制品出版数量(万盒),新版录音制品出版种数(种),新版录音制品出版数量(万盒),录音制品发行数量(万盒),录音带出版出版种数(种),录音带出版数量(万盒),新版录音带出版种数(种),新版录音带出版数量(万盒),激光唱盘出版出版种数(种),激光唱盘出版数量(万盒),新版激光唱盘出版种数(种),新版激光唱盘出版数量(万盒),高密度激光唱盘及其他出版种数(种),高密度激光唱盘及其他出版数量(万盒),新版高密度激光唱盘及其他出版种数(种),新版高密度激光唱盘及其他出版数量(万盒)
430000,湖南省,2016,162,464.31,,,,,,,,,,,,,,,
430000,湖南省,2015,174,547.014,,,,,,,,,,,,,,,
430000,湖南省,2014,230,578.9,,,1573.83,,,,,,,,,,,,
430000,湖南省,2013,,,,,,,,,,,,,,,,,
430000,湖南省,2012,,,,,,,,,,,,,,,,,
430000,湖南省,2011,160,905.54,57,73.06,547.86,19,26.93,10,4.71,104,410.21,34,27.4,37,468.4,13,40.95
430000,湖南省,2010,309,580.25,183,169.71,845.08,98,194.99,37,60.3,167,154.29,120,88.54,44,230.97,26,20.87
430000,湖南省,2009,245,450.75,186,205.99,560.67,96,138.39,74,72.24,119,102.45,96,85.8,30,209.91,16,47.95
430000,湖南省,2008,170,296.86,127,97.68,517.92,60,197.99,53,45.0,92,75.74,63,45.22,18,23.13,11,7.46
430000,湖南省,2007,,,,,,306,613.35,,,124,50.52,,,23,21.74,,
430000,湖南省,2006,,,,,,568,178.04,,,142,18.84,,,,,,
430000,湖南省,2005,,,,,,343,426.67,,,80,141.16,,,,,,
430000,湖南省,2004,,,,,,270,207.85,,,61,23.03,,,,,,
430000,湖南省,2003,,,,,,286,193.02,,,219,76.69,,,,,,
430000,湖南省,2002,,,,,,293,429.4,,,218,115.2,,,,,,
430000,湖南省,2001,,,,,,241,212.09,,,53,16.45,,,,,,
430000,湖南省,2000,,,,,,400,189.91,,,29,10.3,,,,,,
440000,广东省,2019,817,1120.4511,,,,,,,,,,,,,,,
440000,广东省,2018,688,1201.3302,,,,,,,,,,,,,,,
440000,广东省,2017,824,1651.9337,,,,,,,,,,,,,,,
440000,广东省,2016,709,1342.22,,,,,,,,,,,,,,,
440000,广东省,2015,508,1564.7399,,,,,,,,,,,,,,,
440000,广东省,2014,656,440.88,,,1049.93,,,,,,,,,,,,
440000,广东省,2013,,,,,,,,,,,,,,,,,
440000,广东省,2012,,,,,,,,,,,,,,,,,
440000,广东省,2011,1151,509.72,1120,473.66,682.64,263,145.21,254,144.48,853,340.85,831,305.52,35,23.66,35,23.66
440000,广东省,2010,1258,750.19,1158,638.09,599.84,314,247.81,268,172.43,890,453.24,849,430.02,54,49.14,41,35.64
440000,广东省,2009,1525,839.51,1445,756.57,2050.25,387,208.17,349,198.58,1100,606.74,1058,533.39,38,24.6,38,24.6
440000,广东省,2008,1158,887.98,1037,789.81,833.24,311,278.18,269,261.98,820,589.94,741,507.98,27,19.86,27,19.85
440000,广东省,2007,,,,,,544,294.0,,,1125,972.22,,,51,26.01,,
440000,广东省,2006,,,,,,728,696.59,,,1060,1281.76,,,7,7.3,,
440000,广东省,2005,,,,,,816,1311.59,,,1099,1695.75,,,11,9.91,,
440000,广东省,2004,,,,,,827,1307.94,,,876,886.94,,,17,8.4,,
440000,广东省,2003,,,,,,727,1103.29,,,993,1275.39,,,13,7.0,,
440000,广东省,2002,,,,,,835,1493.1,,,852,1190.0,,,,,,
440000,广东省,2001,,,,,,572,659.42,,,416,251.01,,,,,,
440000,广东省,2000,,,,,,674,967.91,,,517,195.38,,,,,,
450000,广西壮族自治区,2019,77,37.3635,,,,,,,,,,,,,,,
450000,广西壮族自治区,2018,107,53.803,,,,,,,,,,,,,,,
450000,广西壮族自治区,2017,107,52.652,,,,,,,,,,,,,,,
450000,广西壮族自治区,2016,132,56.03,,,,,,,,,,,,,,,
450000,广西壮族自治区,2015,87,32.0955,,,,,,,,,,,,,,,
450000,广西壮族自治区,2014,117,46.69,,,36.12,,,,,,,,,,,,
450000,广西壮族自治区,2013,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2012,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2011,104,34.65,79,17.92,34.81,79,11.13,69,9.43,24,15.52,10,8.49,1,8.0,,
450000,广西壮族自治区,2010,106,42.58,88,39.83,40.59,89,11.46,71,8.71,17,27.1,17,27.1,,4.02,,4.02
450000,广西壮族自治区,2009,103,37.07,87,35.54,51.74,51,6.17,35,4.64,52,30.9,52,30.9,,,,
450000,广西壮族自治区,2008,120,34.31,111,32.79,41.71,83,11.53,74,10.01,37,22.78,37,22.78,,,,
450000,广西壮族自治区,2007,,,,,,115,31.35,,,41,16.25,,,2,0.4,,
450000,广西壮族自治区,2006,,,,,,44,8.25,,,60,18.27,,,1,0.1,,
450000,广西壮族自治区,2005,,,,,,61,49.1,,,79,31.69,,,1,0.2,,
450000,广西壮族自治区,2004,,,,,,40,11.02,,,241,102.41,,,,,,
450000,广西壮族自治区,2003,,,,,,67,60.52,,,168,127.04,,,,,,
450000,广西壮族自治区,2002,,,,,,72,55.6,,,57,18.4,,,,,,
450000,广西壮族自治区,2001,,,,,,117,39.66,,,53,14.8,,,,,,
450000,广西壮族自治区,2000,,,,,,68,41.39,,,64,28.78,,,,,,
460000,海南省,2019,16,1.1416,,,,,,,,,,,,,,,
460000,海南省,2018,18,2.977,,,,,,,,,,,,,,,
460000,海南省,2017,27,5.886,,,,,,,,,,,,,,,
460000,海南省,2016,27,4.29,,,,,,,,,,,,,,,
460000,海南省,2015,23,3.75,,,,,,,,,,,,,,,
460000,海南省,2014,14,10.1,,,2.6,,,,,,,,,,,,
460000,海南省,2013,,,,,,,,,,,,,,,,,
460000,海南省,2012,,,,,,,,,,,,,,,,,
460000,海南省,2011,7,1.0,7,1.0,14.16,,,,,7,1.0,7,1.0,,,,
460000,海南省,2010,2,0.15,2,0.15,4.75,,,,,2,0.15,2,0.15,,,,
460000,海南省,2009,24,11.59,24,11.59,10.7,19,10.39,19,10.39,5,1.2,5,1.2,,,,
460000,海南省,2008,16,40.4,16,40.4,10.2,14,36.2,14,36.2,2,4.2,2,4.2,,,,
460000,海南省,2007,,,,,,60,109.5,,,22,18.3,,,,,,
460000,海南省,2006,,,,,,62,133.2,,,3,7.8,,,,,,
460000,海南省,2005,,,,,,37,30.1,,,2,4.0,,,,,,
460000,海南省,2004,,,,,,16,5.9,,,2,0.7,,,,,,
460000,海南省,2003,,,,,,33,22.6,,,70,37.3,,,,,,
460000,海南省,2002,,,,,,1,1.0,,,14,28.6,,,,,,
460000,海南省,2001,,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,2,1.2,,,,,,
500000,重庆市,2019,18,7.26,,,,,,,,,,,,,,,
500000,重庆市,2018,37,11.976,,,,,,,,,,,,,,,
500000,重庆市,2017,45,16.4832,,,,,,,,,,,,,,,
500000,重庆市,2016,56,19.78,,,,,,,,,,,,,,,
500000,重庆市,2015,62,27.994,,,,,,,,,,,,,,,
500000,重庆市,2014,78,32.0,,,61.48,,,,,,,,,,,,
500000,重庆市,2013,,,,,,,,,,,,,,,,,
500000,重庆市,2012,,,,,,,,,,,,,,,,,
500000,重庆市,2011,108,99.44,49,43.08,194.4,49,70.82,27,32.44,44,21.54,19,9.03,15,7.08,3,1.61
500000,重庆市,2010,112,126.32,77,102.44,150.86,47,85.78,32,69.59,53,35.82,38,29.68,12,4.72,7,3.17
500000,重庆市,2009,93,104.54,42,32.42,226.5,27,57.79,11,6.58,51,39.16,18,18.45,15,7.59,13,7.39
500000,重庆市,2008,96,135.45,87,129.67,301.7,30,101.3,23,96.02,60,31.35,59,31.15,6,2.8,5,2.5
500000,重庆市,2007,,,,,,56,23.46,,,34,15.13,,,,,,
500000,重庆市,2006,,,,,,44,18.82,,,51,12.13,,,,,,
500000,重庆市,2005,,,,,,69,28.39,,,42,17.92,,,,,,
500000,重庆市,2004,,,,,,82,62.22,,,56,21.44,,,,,,
500000,重庆市,2003,,,,,,59,20.92,,,74,38.25,,,,,,
500000,重庆市,2002,,,,,,86,56.0,,,46,24.3,,,,,,
500000,重庆市,2001,,,,,,126,59.35,,,18,5.24,,,,,,
500000,重庆市,2000,,,,,,96,35.15,,,4,3.2,,,,,,
510000,四川省,2019,9,0.58,,,,,,,,,,,,,,,
510000,四川省,2018,11,3.2,,,,,,,,,,,,,,,
510000,四川省,2017,17,3.8,,,,,,,,,,,,,,,
510000,四川省,2016,14,1.77,,,,,,,,,,,,,,,
510000,四川省,2015,15,8.65,,,,,,,,,,,,,,,
510000,四川省,2014,38,17.34,,,19.54,,,,,,,,,,,,
510000,四川省,2013,,,,,,,,,,,,,,,,,
510000,四川省,2012,,,,,,,,,,,,,,,,,
510000,四川省,2011,32,25.77,31,25.47,38.75,4,4.0,4,4.0,27,21.47,26,21.17,1,0.3,1,0.3
510000,四川省,2010,47,28.38,43,27.32,68.88,15,14.29,15,14.29,30,12.59,27,11.83,2,1.5,1,1.2
510000,四川省,2009,75,40.58,66,34.48,23.3,10,14.4,6,10.0,63,25.28,59,24.08,2,0.9,1,0.4
510000,四川省,2008,72,26.4,65,22.37,13.24,13,8.65,9,5.32,58,16.9,55,16.2,1,0.85,1,0.85
510000,四川省,2007,,,,,,49,13.77,,,121,44.34,,,2,2.0,,
510000,四川省,2006,,,,,,44,15.6,,,95,55.03,,,,,,
510000,四川省,2005,,,,,,59,33.7,,,86,52.8,,,,,,
510000,四川省,2004,,,,,,42,61.96,,,41,36.52,,,1,0.4,,
510000,四川省,2003,,,,,,81,24.56,,,87,16.4,,,,,,
510000,四川省,2002,,,,,,117,53.4,,,14,5.8,,,,,,
510000,四川省,2001,,,,,,61,42.27,,,53,51.26,,,,,,
510000,四川省,2000,,,,,,40,37.73,,,52,26.3,,,,,,
520000,贵州省,2019,2,0.2,,,,,,,,,,,,,,,
520000,贵州省,2018,,,,,,,,,,,,,,,,,
520000,贵州省,2017,,,,,,,,,,,,,,,,,
520000,贵州省,2016,,,,,,,,,,,,,,,,,
520000,贵州省,2015,,,,,,,,,,,,,,,,,
520000,贵州省,2014,1,0.4,,,0.2,,,,,,,,,,,,
520000,贵州省,2013,,,,,,,,,,,,,,,,,
520000,贵州省,2012,,,,,,,,,,,,,,,,,
520000,贵州省,2011,,,,,,,,,,,,,,,,,
520000,贵州省,2010,8,123.2,8,123.2,3.41,,,,,8,123.2,8,123.2,,,,
520000,贵州省,2009,47,595.7,47,595.7,29.11,,,,,47,595.7,47,595.7,,,,
520000,贵州省,2008,45,158.85,45,158.85,44.8,3,0.9,3,0.9,42,157.95,42,157.95,,,,
520000,贵州省,2007,,,,,,1,0.2,,,45,12.97,,,1,0.35,,
520000,贵州省,2006,,,,,,1,0.1,,,60,17.3,,,,,,
520000,贵州省,2005,,,,,,14,4.05,,,26,8.8,,,,,,
520000,贵州省,2004,,,,,,12,2.55,,,22,6.4,,,,,,
520000,贵州省,2003,,,,,,,,,,23,5.45,,,,,,
520000,贵州省,2002,,,,,,21,20.3,,,138,71.0,,,,,,
520000,贵州省,2001,,,,,,15,2.0,,,87,42.25,,,,,,
520000,贵州省,2000,,,,,,1,0.32,,,17,8.3,,,1,0.5,,
530000,云南省,2019,29,12.966,,,,,,,,,,,,,,,
530000,云南省,2018,27,5.6526,,,,,,,,,,,,,,,
530000,云南省,2017,44,11.625,,,,,,,,,,,,,,,
530000,云南省,2016,77,37.49,,,,,,,,,,,,,,,
530000,云南省,2015,65,6.1961,,,,,,,,,,,,,,,
530000,云南省,2014,69,17.0,,,70.348,,,,,,,,,,,,
530000,云南省,2013,,,,,,,,,,,,,,,,,
530000,云南省,2012,,,,,,,,,,,,,,,,,
530000,云南省,2011,122,23.09,94,20.72,27.54,50,3.22,30,1.98,70,19.58,62,18.45,2,0.29,2,0.29
530000,云南省,2010,140,38.25,115,37.81,38.02,28,0.73,3,0.29,112,37.52,112,37.52,,,,
530000,云南省,2009,520,122.87,520,122.87,38.31,46,1.27,46,1.27,474,121.6,474,121.6,,,,
530000,云南省,2008,118,33.39,118,33.39,23.33,41,4.16,41,4.16,77,29.23,77,29.23,,,,
530000,云南省,2007,,,,,,18,4.62,,,63,30.02,,,1,0.3,,
530000,云南省,2006,,,,,,53,14.94,,,24,13.16,,,,,,
530000,云南省,2005,,,,,,18,7.1,,,60,31.2,,,1,0.5,,
530000,云南省,2004,,,,,,70,35.34,,,49,16.5,,,1,1.0,,
530000,云南省,2003,,,,,,66,24.0,,,40,20.0,,,,,,
530000,云南省,2002,,,,,,83,31.6,,,14,5.2,,,,,,
530000,云南省,2001,,,,,,26,7.8,,,11,3.3,,,,,,
530000,云南省,2000,,,,,,16,6.4,,,15,11.5,,,,,,
540000,西藏自治区,2019,1,0.3,,,,,,,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,,,,,,,,,
540000,西藏自治区,2017,28,8.9,,,,,,,,,,,,,,,
540000,西藏自治区,2016,41,11.7,,,,,,,,,,,,,,,
540000,西藏自治区,2015,33,26.05,,,,,,,,,,,,,,,
540000,西藏自治区,2014,52,14.3,,,0.3,,,,,,,,,,,,
540000,西藏自治区,2013,,,,,,,,,,,,,,,,,
540000,西藏自治区,2012,,,,,,,,,,,,,,,,,
540000,西藏自治区,2011,4,2.1,4,2.1,2.2,,,,,4,2.1,4,2.1,,,,
540000,西藏自治区,2010,4,1.1,4,1.1,2.5,,,,,4,1.1,4,1.1,,,,
540000,西藏自治区,2009,3,0.8,3,0.8,0.6,,,,,3,0.8,3,0.8,,,,
540000,西藏自治区,2008,18,5.6,18,5.6,5.3,17,5.1,17,5.1,1,0.5,1,0.5,,,,
540000,西藏自治区,2007,,,,,,,,,,3,3.5,,,,,,
540000,西藏自治区,2006,,,,,,,,,,5,1.5,,,1,,,
540000,西藏自治区,2005,,,,,,,,,,8,7.1,,,,,,
540000,西藏自治区,2004,,,,,,,,,,14,45.0,,,,,,
540000,西藏自治区,2003,,,,,,,,,,1,2.4,,,,,,
540000,西藏自治区,2002,,,,,,2,0.8,,,5,3.6,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,2,6.0,,,,,,
610000,陕西省,2019,41,28.471,,,,,,,,,,,,,,,
610000,陕西省,2018,72,42.505,,,,,,,,,,,,,,,
610000,陕西省,2017,75,38.064,,,,,,,,,,,,,,,
610000,陕西省,2016,90,39.49,,,,,,,,,,,,,,,
610000,陕西省,2015,82,62.235,,,,,,,,,,,,,,,
610000,陕西省,2014,91,157.23,,,68.89,,,,,,,,,,,,
610000,陕西省,2013,,,,,,,,,,,,,,,,,
610000,陕西省,2012,,,,,,,,,,,,,,,,,
610000,陕西省,2011,134,152.5,64,47.23,158.38,67,104.36,16,15.8,30,26.23,24,13.73,37,21.91,24,17.7
610000,陕西省,2010,146,120.39,99,89.47,125.81,43,62.42,15,39.5,20,18.1,18,17.1,83,39.87,66,32.87
610000,陕西省,2009,145,145.04,95,58.3,169.89,52,85.57,9,2.24,36,19.34,35,19.33,57,40.13,51,36.73
610000,陕西省,2008,192,185.13,121,54.55,197.85,72,125.06,20,5.87,44,15.4,36,13.2,76,44.67,65,35.48
610000,陕西省,2007,,,,,,101,297.51,,,49,45.87,,,26,15.85,,
610000,陕西省,2006,,,,,,94,219.52,,,69,36.9,,,,,,
610000,陕西省,2005,,,,,,154,227.32,,,30,10.93,,,1,0.01,,
610000,陕西省,2004,,,,,,133,191.15,,,18,12.8,,,,,,
610000,陕西省,2003,,,,,,123,134.92,,,14,4.46,,,,,,
610000,陕西省,2002,,,,,,139,206.7,,,4,1.1,,,,,,
610000,陕西省,2001,,,,,,108,109.14,,,4,1.57,,,,,,
610000,陕西省,2000,,,,,,149,96.97,,,5,1.2,,,,,,
620000,甘肃省,2019,1,0.3,,,,,,,,,,,,,,,
620000,甘肃省,2018,6,0.9,,,,,,,,,,,,,,,
620000,甘肃省,2017,3,0.3,,,,,,,,,,,,,,,
620000,甘肃省,2016,1,0.5,,,,,,,,,,,,,,,
620000,甘肃省,2015,8,3.5,,,,,,,,,,,,,,,
620000,甘肃省,2014,7,0.4,,,0.1,,,,,,,,,,,,
620000,甘肃省,2013,,,,,,,,,,,,,,,,,
620000,甘肃省,2012,,,,,,,,,,,,,,,,,
620000,甘肃省,2011,1,0.5,1,0.5,3.2,,,,,,,,,1,0.5,1,0.5
620000,甘肃省,2010,12,2.0,12,2.0,2.0,,,,,10,1.4,10,1.4,2,0.6,2,0.6
620000,甘肃省,2009,7,1.8,7,1.8,1.0,2,1.0,2,1.0,5,0.8,5,0.8,,,,
620000,甘肃省,2008,15,16.9,15,16.9,17.4,4,15.0,4,15.0,11,1.9,11,1.9,,,,
620000,甘肃省,2007,,,,,,2,0.4,,,11,2.2,,,,,,
620000,甘肃省,2006,,,,,,1,0.1,,,5,1.6,,,,,,
620000,甘肃省,2005,,,,,,16,8.6,,,3,1.5,,,,,,
620000,甘肃省,2004,,,,,,1,0.1,,,17,10.3,,,,,,
620000,甘肃省,2003,,,,,,12,4.12,,,,,,,,,,
620000,甘肃省,2002,,,,,,8,4.1,,,,,,,,,,
620000,甘肃省,2001,,,,,,19,10.2,,,5,1.0,,,,,,
620000,甘肃省,2000,,,,,,13,6.24,,,1,,,,,,,
630000,青海省,2019,,,,,,,,,,,,,,,,,
630000,青海省,2018,,,,,,,,,,,,,,,,,
630000,青海省,2017,1,0.5,,,,,,,,,,,,,,,
630000,青海省,2016,1,0.5,,,,,,,,,,,,,,,
630000,青海省,2015,,,,,,,,,,,,,,,,,
630000,青海省,2014,3,0.4,,,1.5,,,,,,,,,,,,
630000,青海省,2013,,,,,,,,,,,,,,,,,
630000,青海省,2012,,,,,,,,,,,,,,,,,
630000,青海省,2011,,,,,1.6,,,,,,,,,,,,
630000,青海省,2010,,,,,,,,,,,,,,,,,
630000,青海省,2009,2,0.6,2,0.6,1.5,,,,,2,0.6,2,0.6,,,,
630000,青海省,2008,,,,,3.0,,,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,4,1.97,,,3,1.7,,,,,,
640000,宁夏回族自治区,2019,6,0.5,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2018,1,0.05,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2017,1,0.1,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2016,12,2.71,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2015,3,1.0,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2012,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2011,,,,,2.25,,,,,,,,,,,,
640000,宁夏回族自治区,2010,7,6.7,7,6.7,77.74,,,,,7,6.7,7,6.7,,,,
640000,宁夏回族自治区,2009,3,0.35,3,0.35,,,,,,3,0.35,3,0.35,,,,
640000,宁夏回族自治区,2008,17,3.3,17,3.3,2.0,,,,,17,3.3,17,3.3,,,,
640000,宁夏回族自治区,2007,,,,,,1,0.1,,,14,3.4,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,9,3.9,,,,,,
640000,宁夏回族自治区,2005,,,,,,13,3.6,,,41,48.61,,,,,,
640000,宁夏回族自治区,2004,,,,,,16,3.9,,,15,2.7,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,14,7.3,,,,,,
640000,宁夏回族自治区,2002,,,,,,10,3.6,,,15,1.5,,,,,,
640000,宁夏回族自治区,2001,,,,,,3,0.3,,,13,2.56,,,,,,
640000,宁夏回族自治区,2000,,,,,,5,0.32,,,13,2.17,,,,,,
650000,新疆维吾尔自治区,2019,22,18.1942,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2018,4,4.7101,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2017,2,4.2,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2016,33,19.11,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2015,24,9.678,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2014,6,1.3,,,2.69,,,,,,,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2012,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2011,10,1.3,10,1.3,,,,,,10,1.3,10,1.3,,,,
650000,新疆维吾尔自治区,2010,13,5.1,13,5.1,2.8,,,,,13,5.1,13,5.1,,,,
650000,新疆维吾尔自治区,2009,28,128.32,28,128.32,0.79,25,109.57,25,109.57,3,18.75,3,18.75,,,,
650000,新疆维吾尔自治区,2008,6,11.1,6,11.1,25.89,2,0.3,2,0.3,4,10.8,4,10.8,,,,
650000,新疆维吾尔自治区,2007,,,,,,17,7.6,,,4,32.4,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,12,2.1,,,13,11.5,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,5,6.5,,,2,1.3,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,13,3.1,,,4,1.05,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,24,4.55,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,26,8.0,,,,,,,,,,
