省份编码,省份,年份,电子出版物品出版种数(种),电子出版物出版数量(万张),新版电子出版物品出版种数(种),新版电子出版物出版数量(万张),只读光盘品出版种数(种),只读光盘出版数量(万张),新版只读光盘品出版种数(种),新版只读光盘出版数量(万张),高密度只读光盘品出版种数(种),高密度只读光盘出版数量(万张),新版高密度只读光盘品出版种数(种),新版高密度只读光盘出版数量(万张),交互式光盘及其他品出版种数(种),交互式光盘及其他出版数量(万张),新版交互式光盘及其他品出版种数(种),新版交互式光盘及其他出版数量(万张)
510000,四川省,2007,,,,,,,,,,,,,,,,
510000,四川省,2006,,,,,,,,,,,,,,,,
510000,四川省,2005,,,,,,,,,,,,,,,,
510000,四川省,2004,,,,,,,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,
520000,贵州省,2019,4,0.7,,,,,,,,,,,,,,
520000,贵州省,2018,5,0.3,,,,,,,,,,,,,,
520000,贵州省,2017,,,,,,,,,,,,,,,,
520000,贵州省,2016,,,,,,,,,,,,,,,,
520000,贵州省,2015,,,,,,,,,,,,,,,,
520000,贵州省,2014,,,,,,,,,,,,,,,,
520000,贵州省,2013,,,,,,,,,,,,,,,,
520000,贵州省,2012,,,,,,,,,,,,,,,,
520000,贵州省,2011,,,,,,,,,,,,,,,,
520000,贵州省,2010,,,,,,,,,,,,,,,,
520000,贵州省,2009,,,,,,,,,,,,,,,,
520000,贵州省,2008,,,,,,,,,,,,,,,,
520000,贵州省,2007,,,,,,,,,,,,,,,,
520000,贵州省,2006,,,,,,,,,,,,,,,,
520000,贵州省,2005,,,,,,,,,,,,,,,,
520000,贵州省,2004,,,,,,,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,
530000,云南省,2019,56,103.737,,,,,,,,,,,,,,
530000,云南省,2018,44,102.1551,,,,,,,,,,,,,,
530000,云南省,2017,28,65.416,,,,,,,,,,,,,,
530000,云南省,2016,45,115.16,,,,,,,,,,,,,,
530000,云南省,2015,29,52.361,,,,,,,,,,,,,,
530000,云南省,2014,28,4.54,,,,,,,,,,,,,,
530000,云南省,2013,,,,,,,,,,,,,,,,
530000,云南省,2012,47,15.42,,,,,,,,,,,,,,
530000,云南省,2011,35,9.48,34,9.38,33,7.17,32,7.09,2,2.3,2,2.3,,,,
530000,云南省,2010,,,,,,,,,,,,,,,,
530000,云南省,2009,,,,,,,,,,,,,,,,
530000,云南省,2008,,,,,,,,,,,,,,,,
530000,云南省,2007,,,,,,,,,,,,,,,,
530000,云南省,2006,,,,,,,,,,,,,,,,
530000,云南省,2005,,,,,,,,,,,,,,,,
530000,云南省,2004,,,,,,,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,30,3.5,,,,,,,,,,,,,,
540000,西藏自治区,2018,13,3.7,,,,,,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,,,,,,,,
540000,西藏自治区,2016,13,5.3,,,,,,,,,,,,,,
540000,西藏自治区,2015,,,,,,,,,,,,,,,,
540000,西藏自治区,2014,,,,,,,,,,,,,,,,
540000,西藏自治区,2013,,,,,,,,,,,,,,,,
540000,西藏自治区,2012,,,,,,,,,,,,,,,,
540000,西藏自治区,2011,,,,,,,,,,,,,,,,
540000,西藏自治区,2010,,,,,,,,,,,,,,,,
540000,西藏自治区,2009,,,,,,,,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,
610000,陕西省,2019,118,49.6449999999999,,,,,,,,,,,,,,
610000,陕西省,2018,62,45.384,,,,,,,,,,,,,,
610000,陕西省,2017,66,32.2955,,,,,,,,,,,,,,
610000,陕西省,2016,92,43.96,,,,,,,,,,,,,,
610000,陕西省,2015,33,44.345,,,,,,,,,,,,,,
610000,陕西省,2014,44,14.71,,,,,,,,,,,,,,
610000,陕西省,2013,,,,,,,,,,,,,,,,
610000,陕西省,2012,96,177.9,,,,,,,,,,,,,,
610000,陕西省,2011,70,31.81,65,25.31,55,28.11,50,21.6,12,2.8,12,2.8,3,0.91,3,0.91
610000,陕西省,2010,,,,,,,,,,,,,,,,
610000,陕西省,2009,,,,,,,,,,,,,,,,
610000,陕西省,2008,,,,,,,,,,,,,,,,
610000,陕西省,2007,,,,,,,,,,,,,,,,
610000,陕西省,2006,,,,,,,,,,,,,,,,
610000,陕西省,2005,,,,,,,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,,,,,,,,
620000,甘肃省,2016,1,0.1,,,,,,,,,,,,,,
620000,甘肃省,2015,11,17.7,,,,,,,,,,,,,,
620000,甘肃省,2014,3,0.1,,,,,,,,,,,,,,
620000,甘肃省,2013,,,,,,,,,,,,,,,,
620000,甘肃省,2012,4,1.3,,,,,,,,,,,,,,
620000,甘肃省,2011,2,0.3,2,0.3,2,0.3,2,0.3,,,,,,,,
620000,甘肃省,2010,,,,,,,,,,,,,,,,
620000,甘肃省,2009,,,,,,,,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,
630000,青海省,2019,,,,,,,,,,,,,,,,
630000,青海省,2018,,,,,,,,,,,,,,,,
630000,青海省,2017,5,1.3,,,,,,,,,,,,,,
630000,青海省,2016,,,,,,,,,,,,,,,,
630000,青海省,2015,1,0.6,,,,,,,,,,,,,,
630000,青海省,2014,4,1.0,,,,,,,,,,,,,,
630000,青海省,2013,,,,,,,,,,,,,,,,
630000,青海省,2012,4,0.4,,,,,,,,,,,,,,
630000,青海省,2011,3,0.5,3,0.5,,,,,3,0.5,3,0.5,,,,
630000,青海省,2010,,,,,,,,,,,,,,,,
630000,青海省,2009,,,,,,,,,,,,,,,,
630000,青海省,2008,,,,,,,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2018,2,0.23,,,,,,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2014,4,0.35,,,,,,,,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2012,3,90.67,,,,,,,,,,,,,,
640000,宁夏回族自治区,2011,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2010,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2009,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,22,629.7892,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2017,1,0.2,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2015,41,109.1061,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2012,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2011,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2010,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2009,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,
