省份编码,省份,年份,出版印刷企业数(个),出版印刷企业工业销售产值(万元),出版印刷企业黑白印刷产量(万令),出版印刷企业彩色印刷产量(万对开色令),出版印刷企业装订产量(万令),出版印刷企业用纸量(万令),出版印刷企业用纸量(万吨)
520000,贵州省,2010,195,63245.121,370.9438375,1575.666771,140.2837205,255.0487705,12.8518944
520000,贵州省,2009,,,,,,,
520000,贵州省,2008,,,,,,,
520000,贵州省,2007,,,,,,,
520000,贵州省,2006,,,,,,,
520000,贵州省,2005,,,,,,,
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,184,,282.2,1863,326.0,468.2,
530000,云南省,2018,185,,310.96,1159.05,315.84,721.27,
530000,云南省,2017,171,,325.52,1203.54,330.03,724.49,
530000,云南省,2016,168,,335.66,1277.7,331.18,750.3,
530000,云南省,2015,152,,367.13,1379.68,371.27,775.74,
530000,云南省,2014,164,235753.306001,325.7760107,1708.4323276,337.732696,743.5339283,
530000,云南省,2013,144,231551.0273,316.1730063,1546.8538936,281.387627,713.5085319,
530000,云南省,2012,145,202689.145750277,273.510239534884,1282.72637802326,237.83944827907,622.838003255814,
530000,云南省,2011,145,152930.0,316.107852464789,2273.96523866197,228.500224859155,243.165044112676,16.1629674225352
530000,云南省,2010,146,177599.611619048,273.726086141714,1787.82281116067,252.070435628571,198.141122961905,56.23446757
530000,云南省,2009,,,,,,,
530000,云南省,2008,,,,,,,
530000,云南省,2007,,,,,,,
530000,云南省,2006,,,,,,,
530000,云南省,2005,,,,,,,
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,28,,41.7,131.2,40.6,65.2,
540000,西藏自治区,2018,28,,41.08,136.55,42.26,79.91,
540000,西藏自治区,2017,28,,41.13,86.28,36.05,90.13,
540000,西藏自治区,2016,27,,42.48,84.74,36.48,88.23,
540000,西藏自治区,2015,27,,35.28,78.37,29.05,76.7,
540000,西藏自治区,2014,29,17439.92,33.5606,66.6044,27.2871,67.63825,
540000,西藏自治区,2013,30,17579.135826,37.2118,83.5529,30.5422,79.45575,
540000,西藏自治区,2012,12,12814.5,28.7068,59.5219,16.9182,34.7071,
540000,西藏自治区,2011,9,9686.4,24.5585,50.7279,23.3614,21.7274,0.3807
540000,西藏自治区,2010,5,7738.0,19.7327,37.5314,14.0837,8.6878,0.4331
540000,西藏自治区,2009,,,,,,,
540000,西藏自治区,2008,,,,,,,
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,,,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,247,,477.3,2157.2,598.4,751.9,
610000,陕西省,2018,260,,513.39,2065.54,591.75,939.01,
610000,陕西省,2017,257,,662.8,2434.25,662.0,1220.24,
610000,陕西省,2016,271,,638.6,2832.03,702.75,1318.85,
610000,陕西省,2015,232,,661.29,3078.83,775.33,1357.79,
610000,陕西省,2014,214,436080.878046,622.39052,2910.274124,720.970748,1259.337447,
610000,陕西省,2013,217,418454.7514,558.93619852,2332.5691989,725.22127532,1249.57555432,
610000,陕西省,2012,215,462400.4267,554.8534782,2035.623791,622.424774,1095.446245,
610000,陕西省,2011,243,360972.4013,668.5406646,1661.9232869,496.180465,528.9742576,16.2894562
610000,陕西省,2010,197,328513.0141,559.359944,1218.477968,450.456063,434.557665,12.8838496
610000,陕西省,2009,,,,,,,
610000,陕西省,2008,,,,,,,
610000,陕西省,2007,,,,,,,
610000,陕西省,2006,,,,,,,
610000,陕西省,2005,,,,,,,
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,96,,178.1,422.2,192.9,233.1,
620000,甘肃省,2018,100,,191.6,423.7,205.22,314.98,
620000,甘肃省,2017,99,,199.12,427.17,206.0,325.85,
620000,甘肃省,2016,104,,212.53,460.74,224.29,348.91,
620000,甘肃省,2015,104,,208.64,438.9,215.25,338.86,
620000,甘肃省,2014,105,70731.08,208.101461,420.734854,197.134654,328.2579984,
620000,甘肃省,2013,96,75984.49,231.851456,449.114717,232.74151,351.2672802,
620000,甘肃省,2012,102,79022.43,257.67175,463.19869,244.69714,368.62547,
620000,甘肃省,2011,105,76044.47,251.1708978,442.3318594,238.0997,160.3835246,6.9067855
620000,甘肃省,2010,101,70581.01,240.293368,435.495512,232.16957,155.311298,6.5683664
620000,甘肃省,2009,,,,,,,
620000,甘肃省,2008,,,,,,,
620000,甘肃省,2007,,,,,,,
620000,甘肃省,2006,,,,,,,
620000,甘肃省,2005,,,,,,,
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,42,,34.7,316.3,63.9,80.6,
630000,青海省,2018,54,,44.75,137.99,40.35,99.74,
630000,青海省,2017,47,,44.02,175.59,41.61,100.63,
630000,青海省,2016,54,,42.77,223.32,34.53,91.79,
630000,青海省,2015,63,,29.73,161.07,29.84,86.64,
630000,青海省,2014,52,22257.151,29.72485,175.028668,30.7913,91.1996,
630000,青海省,2013,52,23306.651,30.555,177.49155,32.11546,97.52005,
630000,青海省,2012,50,26050.391,31.67159,165.0244,33.41864,107.10456,
630000,青海省,2011,49,22624.8632,55.0806,125.98514,33.3142,39.06255,2.328654
630000,青海省,2010,49,21496.78,70.2063,67.285695,39.0575,38.1802,2.2183
630000,青海省,2009,,,,,,,
630000,青海省,2008,,,,,,,
630000,青海省,2007,,,,,,,
630000,青海省,2006,,,,,,,
630000,青海省,2005,,,,,,,
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,104,,44.6,116.6,43.2,67.6,
640000,宁夏回族自治区,2018,100,,45.08,108.95,38.3,68.77,
640000,宁夏回族自治区,2017,71,,46.42,126.68,47.42,89.92,
640000,宁夏回族自治区,2016,87,,61.05,154.63,61.69,112.59,
640000,宁夏回族自治区,2015,70,,55.01,138.19,55.24,120.89,
640000,宁夏回族自治区,2014,87,34031.0739,49.4815313,129.1075537,50.939656,115.1117448,
640000,宁夏回族自治区,2013,82,29375.04,41.881607,109.921746,44.439335,95.184289,
640000,宁夏回族自治区,2012,92,25563.89,36.836101,100.173503,43.8502,80.752401,
640000,宁夏回族自治区,2011,80,23725.32,30.899191,100.96402,37.074484,54.54839,0.7974
640000,宁夏回族自治区,2010,85,22849.5,54.95,114.79,58.05,52.92,0.76
640000,宁夏回族自治区,2009,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,135,,180.7,847.7,304.7,348.4,
650000,新疆维吾尔自治区,2018,116,,223.54,859.01,364.51,431.44,
650000,新疆维吾尔自治区,2017,134,,107.34,749.82,287.27,397.11,
650000,新疆维吾尔自治区,2016,134,,111.88,789.4,292.22,405.54,
650000,新疆维吾尔自治区,2015,197,,118.79,844.67,258.68,399.21,
650000,新疆维吾尔自治区,2014,133,97241.297768,102.60787699,832.1762576,233.1451776,348.060154,
650000,新疆维吾尔自治区,2013,122,76760.113,95.25545,783.794384,203.943682,306.597018,
650000,新疆维吾尔自治区,2012,125,61245.05,85.555333,750.130105,188.420513,292.856856,
650000,新疆维吾尔自治区,2011,118,32546.6401,76.056413512,578.112219,146.772547,110.117127112,8.0012108
650000,新疆维吾尔自治区,2010,118,28587.3401,70.048563512,573.175088,143.357447,107.412527112,6.7888298
650000,新疆维吾尔自治区,2009,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
