省份编码,省份,年份,有线广播电视传输干线网络总长(万公里),有线广播电视用户数(万户),数字电视用户数(万户),付费电视用户数(万户),农村有线广播电视用户数(万户),有线广播电视用户数占家庭总户数的比重(%)(%),农村有线广播电视用户数占家庭总户数的比重(%)(%)
500000,重庆市,2019,0.7,624.1,552.1,255.7,74.7,49.2445277312932,10.9495115684851
500000,重庆市,2018,5.8,736.8,557.0,130.7,83.8,58.43,11.9
500000,重庆市,2017,5.28,351.47,316.39,183.82,100.48,27.88,14.27
500000,重庆市,2016,17.56,415.33,357.25,185.38,85.73,33.11,12.02
500000,重庆市,2015,15.161695,478.0164,386.4822,193.182,130.9497,38.2835770691,18.3272032582
500000,重庆市,2014,14.771153,504.0666,390.1135,153.1347,145.2505,40.756367341,20.4580502961
500000,重庆市,2013,15.273086,519.5251,360.1979,112.4259,157.0285,42.5616971424826,21.6848500951198
500000,重庆市,2012,14.33714,509.2712,297.1028,39.3737,194.9169,44.0992353852948,27.0289058027929
500000,重庆市,2011,14.309361,508.7612,249.9118,10.9454,191.1729,44.0550730410537,26.2875434383481
500000,重庆市,2010,14.380689,492.1171,198.0969,12.1851,186.0761,44.3069325650491,25.5035018708625
500000,重庆市,2009,,,,,,,
500000,重庆市,2008,,,,,,,
500000,重庆市,2007,,,,,,,
500000,重庆市,2006,,,,,,,
500000,重庆市,2005,,,,,,,
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,2.8,1023.4,949.0,593.4,345.9,31.7841178313393,17.6707549050764
510000,四川省,2018,2.7,1181.6,1123.8,528.0,337.3,36.5,16.85
510000,四川省,2017,2.82,1088.43,1006.4,637.5,363.23,30.31,17.88
510000,四川省,2016,58.57,1132.53,1004.52,642.1,394.61,35.48,19.64
510000,四川省,2015,38.83308,1367.3687,1085.3856,605.4725,497.0408,43.0234349049,24.0697409258
510000,四川省,2014,46.613184,1471.0903,1132.4635,408.2427,541.096,46.8944891264,26.143481376
510000,四川省,2013,36.320262,1450.9029,948.3118,330.0538,651.1077,46.5223931335406,31.7508935593506
510000,四川省,2012,30.641043,1392.6785,660.0409,230.8636,658.5867,46.1147438764406,32.3535676743112
510000,四川省,2011,30.586725,1340.3416,319.4543,91.9028,613.7143,45.6475447999054,30.0843528539322
510000,四川省,2010,33.161686,1299.7022,197.8842,30.502,588.7873,45.1935708611876,29.7145649576268
510000,四川省,2009,,,,,,,
510000,四川省,2008,,,,,,,
510000,四川省,2007,,,,,,,
510000,四川省,2006,,,,,,,
510000,四川省,2005,,,,,,,
510000,四川省,2004,,,,,,,
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,0.9,813.0,813.0,395.1,419.4,59.8861192485547,54.2423184651066
520000,贵州省,2018,0.9,702.9,702.9,412.2,368.6,53.19,44.05
520000,贵州省,2017,12.53,576.43,576.43,167.37,247.9,43.26,28.69
520000,贵州省,2016,21.27,457.0,452.75,136.01,135.85,35.01,14.65
520000,贵州省,2015,16.871649,421.9176,421.9176,111.2134,120.1062,33.1041352708,11.7278269097
520000,贵州省,2014,16.426349,386.1751,386.1751,83.3991,97.5077,30.7906180312,9.6442731141
520000,贵州省,2013,5.565352,394.2813,394.2813,105.8009,44.6953,32.0648089556713,4.50426872209226
520000,贵州省,2012,5.230136,396.6106,357.6919,99.5598,218.204,32.9310855326797,22.1779349245049
520000,贵州省,2011,4.886952,396.5746,349.6794,83.5932,210.5386,34.2499628416784,21.9706490463408
520000,贵州省,2010,3.292155,335.2322,234.5142,40.5232,91.7639,29.9671046074199,9.96848805450889
520000,贵州省,2009,,,,,,,
520000,贵州省,2008,,,,,,,
520000,贵州省,2007,,,,,,,
520000,贵州省,2006,,,,,,,
520000,贵州省,2005,,,,,,,
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,3.1,376.3,361.7,252.0,113.0,26.3771274734724,12.7311953771794
530000,云南省,2018,2.9,460.3,434.6,303.3,134.7,32.95,15.23
530000,云南省,2017,2.66,407.97,360.68,250.67,140.21,27.92,14.86
530000,云南省,2016,12.51,405.36,393.18,264.81,121.38,27.23,13.32
530000,云南省,2015,10.368244,442.4046,427.2181,229.2548,146.4927,30.9503729502,15.7167720154
530000,云南省,2014,10.74519,489.765,473.0899,235.3065,171.4924,34.3985495108,18.4188949505
530000,云南省,2013,10.763934,520.3509,478.5069,225.466,165.6874,37.4997838009862,17.905860103207
530000,云南省,2012,9.083314,551.9015,404.4172,256.119,143.7975,43.1134952060095,15.6917035168032
530000,云南省,2011,8.394755,533.7419,315.8626,210.1025,146.6828,42.5936651904363,15.9707888654761
530000,云南省,2010,7.518034,495.9912,261.4982,236.1761,191.3867,40.1821254744775,21.4126626549631
530000,云南省,2009,,,,,,,
530000,云南省,2008,,,,,,,
530000,云南省,2007,,,,,,,
530000,云南省,2006,,,,,,,
530000,云南省,2005,,,,,,,
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,0.5,24.6,21.9,1.2,,30.5605176451907,0.025183142230914
540000,西藏自治区,2018,0.5,24.1,21.5,1.4,,30.6,
540000,西藏自治区,2017,0.46,23.62,19.81,2.51,0.06,30.54,0.1
540000,西藏自治区,2016,0.45,24.71,18.39,1.61,2.67,32.64,4.68
540000,西藏自治区,2015,0.43384,23.5052,16.8643,1.505,2.8327,31.7532708765,5.1236461506
540000,西藏自治区,2014,0.394405,22.1781,14.8572,1.005,2.6937,30.5039357299,4.989562244
540000,西藏自治区,2013,0.37343,21.5187,13.0639,1.8371,2.703,30.3721947776994,5.16233766233766
540000,西藏自治区,2012,0.36553,18.5925,6.8377,0.6885,2.7825,26.6360181140682,5.32919383135041
540000,西藏自治区,2011,0.356514,17.8765,4.2562,0.5,2.7755,25.925968897249,5.38465717068325
540000,西藏自治区,2010,0.317409,17.5378,1.9,0.2,2.5551,25.8452714462347,4.84902197820967
540000,西藏自治区,2009,,,,,,,
540000,西藏自治区,2008,,,,,,,
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,,,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,4.0,745.8,745.8,180.8,483.6,72.6110475368526,127.20709572585
610000,陕西省,2018,3.7,730.7,730.7,176.1,234.9,56.2,48.2
610000,陕西省,2017,4.54,693.56,690.1,180.57,167.66,54.12,33.33
610000,陕西省,2016,3.88,720.36,598.29,177.47,210.4,56.81,32.84
610000,陕西省,2015,3.844325,694.8645,543.2798,194.7255,188.5576,54.9016074059,28.7359101799
610000,陕西省,2014,3.838195,654.723,501.3054,197.6869,176.9619,51.8180311549,24.9533645294
610000,陕西省,2013,4.422215,639.4712,526.2635,205.2184,170.1795,51.3854279952063,23.9553464723544
610000,陕西省,2012,7.064017,596.2828,471.1877,150.5899,163.9855,48.6800413420829,22.9609631911616
610000,陕西省,2011,6.733142,551.1142,381.61,98.7697,140.9596,45.9888085934354,19.7984390706786
610000,陕西省,2010,6.324939,507.4342,294.2215,57.9583,129.2112,43.2321606512639,18.2732097377583
610000,陕西省,2009,,,,,,,
610000,陕西省,2008,,,,,,,
610000,陕西省,2007,,,,,,,
610000,陕西省,2006,,,,,,,
610000,陕西省,2005,,,,,,,
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,1.7,174.8,122.1,86.2,28.3,20.628387279208,5.5889135719086
620000,甘肃省,2018,1.7,191.6,144.5,83.0,29.6,22.69,5.9
620000,甘肃省,2017,1.66,200.99,159.0,93.66,27.7,23.83,5.59
620000,甘肃省,2016,8.12,206.14,171.37,103.39,37.47,24.7,7.59
620000,甘肃省,2015,5.649638,233.5791,191.78,111.8929,28.503,28.1886598315,5.826522811
620000,甘肃省,2014,4.815799,206.4058,197.028,66.1346,24.5313,25.1922994773,5.0345400813
620000,甘肃省,2013,4.733407,207.3356,196.0928,32.6381,23.9842,25.74765274628,4.9375604734946
620000,甘肃省,2012,4.715905,201.1749,161.7618,27.6966,15.9762,26.0677041490657,3.31848866917309
620000,甘肃省,2011,4.716115,220.4622,147.7853,10.2763,54.3844,28.5669007696893,11.2964293874499
620000,甘肃省,2010,4.353417,206.8928,122.8491,5.2659,51.4063,27.3671344859059,10.8438383327005
620000,甘肃省,2009,,,,,,,
620000,甘肃省,2008,,,,,,,
620000,甘肃省,2007,,,,,,,
620000,甘肃省,2006,,,,,,,
620000,甘肃省,2005,,,,,,,
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,0.7,97.2,95.9,19.0,1.6,54.2579866218569,1.68194037016436
630000,青海省,2018,0.7,95.8,94.7,36.7,1.9,53.9,2.04
630000,青海省,2017,0.71,44.91,44.35,24.86,2.8,25.09,2.95
630000,青海省,2016,0.66,54.73,54.1,29.35,1.45,30.67,1.48
630000,青海省,2015,0.58729,69.1625,68.9419,41.0126,2.5131,39.3148123831,2.6420727829
630000,青海省,2014,0.58761,70.0019,64.4769,26.8549,2.8245,40.69243862,3.0106355537
630000,青海省,2013,0.58669,61.8957,57.5461,18.4075,4.4396,37.8131485268037,4.78924351182424
630000,青海省,2012,0.50977,60.921,59.4124,9.3947,2.4742,38.6243564033782,2.84073752168557
630000,青海省,2011,0.612413,40.154,36.4506,6.9486,0.8496,26.9442192792686,1.00748140321668
630000,青海省,2010,0.346032,39.7572,34.1477,1.4919,0.9803,27.1609172237347,1.18668032141932
630000,青海省,2009,,,,,,,
630000,青海省,2008,,,,,,,
630000,青海省,2007,,,,,,,
630000,青海省,2006,,,,,,,
630000,青海省,2005,,,,,,,
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,0.5,108.0,106.9,55.0,3.5,48.3195027523207,4.09423746670959
640000,宁夏回族自治区,2018,0.5,105.7,104.6,52.2,3.5,48.42,4.07
640000,宁夏回族自治区,2017,0.36,68.0,62.0,47.0,1.12,32.11,1.37
640000,宁夏回族自治区,2016,1.31,104.71,104.71,31.06,,49.75,
640000,宁夏回族自治区,2015,1.305,102.3608,72.0125,31.4693,,48.7667854859,
640000,宁夏回族自治区,2014,1.305,96.3721,96.3721,,,46.6597173268,
640000,宁夏回族自治区,2013,1.305,89.8,89.8,,1.6025,45.6507958133442,1.77970525193519
640000,宁夏回族自治区,2012,1.305,83.2135,83.2135,,1.6025,39.268803260292,1.48052406394386
640000,宁夏回族自治区,2011,1.305,79.563,79.563,,1.6025,41.0430187456765,1.47425594923224
640000,宁夏回族自治区,2010,1.29077,70.5692,70.5692,,1.5528,37.233415588616,1.47229910199995
640000,宁夏回族自治区,2009,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,4.7,315.3,305.7,64.6,14.9,42.1081720994894,4.26152913054337
650000,新疆维吾尔自治区,2018,4.8,325.1,312.9,77.6,24.5,43.15,7.15
650000,新疆维吾尔自治区,2017,4.21,207.36,166.91,83.3,29.82,26.92,8.71
650000,新疆维吾尔自治区,2016,5.8,244.9,193.17,69.18,54.47,29.99,15.51
650000,新疆维吾尔自治区,2015,5.36,270.78,207.9548,72.5773,42.2407,34.4678184809,12.6171939873
650000,新疆维吾尔自治区,2014,5.66,291.21,210.213,56.6591,48.1795,34.9738453692,14.7053751481
650000,新疆维吾尔自治区,2013,5.4782,261.3935,186.3632,4.1122,53.2082,32.5406918698467,16.7462041230228
650000,新疆维吾尔自治区,2012,3.554569,216.8088,200.2839,2.0789,63.4362,35.7837553956098,20.3116800116806
650000,新疆维吾尔自治区,2011,2.964832,208.0147,188.4498,0.5638,47.9023,34.1554976777545,15.7166583329724
650000,新疆维吾尔自治区,2010,2.852375,192.4498,131.3491,0.6204,16.7178,32.762671523276,5.65697759210464
650000,新疆维吾尔自治区,2009,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
