省份编码,省份,年份,6岁及6岁以上人口数(人口抽样调查)(人),6岁及6岁以上男性人口数(人口抽样调查)(人),6岁及6岁以上女性人口数(人口抽样调查)(人),6岁及6岁以上未上过学人口数(人口抽样调查)(人),6岁及6岁以上未上过学男性人口数(人口抽样调查)(人),6岁及6岁以上未上过学女性人口数(人口抽样调查)(人),6岁及6岁以上小学人口数(人口抽样调查)(人),6岁及6岁以上小学男性人口数(人口抽样调查)(人),6岁及6岁以上小学女性人口数(人口抽样调查)(人),6岁及6岁以上初中人口数(人口抽样调查)(人),6岁及6岁以上初中男性人口数(人口抽样调查)(人),6岁及6岁以上初中女性人口数(人口抽样调查)(人),6岁及6岁以上高中人口数(人口抽样调查)(人),6岁及6岁以上高中男性人口数(人口抽样调查)(人),6岁及6岁以上高中女性人口数(人口抽样调查)(人),6岁及6岁以上大专及以上人口数(人口抽样调查)(人),6岁及6岁以上大专及以上男性人口数(人口抽样调查)(人),6岁及6岁以上大专及以上女性人口数(人口抽样调查)(人)
340000,安徽省,2015,884086,449985,434101,59704,16211,43493,245444,114283,131161,352751,188518,164233,122498,68409,54089,103688,62564,41125
340000,安徽省,2014,46366,22812,23554,3331,968,2364,12497,5783,6714,18727,9970,8757,6948,3855,3093,4862,2236,2626
340000,安徽省,2013,45731,23122,22609,3394,1055,2339,13022,6017,7005,18937,10335,8602,6191,3520,2671,4186,2194,1992
340000,安徽省,2012,46039,23855,22184,3700,1011,2689,13071,6043,7029,18814,10139,8675,5733,3352,2381,4721,3311,1410
340000,安徽省,2011,47067,23683,23384,3780,1009,2771,13720,6313,7407,20595,11055,9540,5755,3367,2388,3218,1940,1278
340000,安徽省,2010,,,,,,,,,,,,,,,,,,
340000,安徽省,2009,50649,25842,24807,6181,1774,4407,15505,7507,7997,21334,11725,9610,5268,3252,2016,2360,1584,776
340000,安徽省,2008,51447,25994,25453,6726,1937,4789,16690,8062,8628,20657,11575,9082,5310,3151,2159,2063,1270,795
340000,安徽省,2007,52212,26049,26163,7815,2200,5615,16923,8228,8695,20393,11533,8859,5028,2981,2046,2054,1107,947
340000,安徽省,2006,52930,26679,26251,7647,2080,5567,17313,8443,8870,20384,11502,8882,5087,3015,2072,2499,1640,859
340000,安徽省,2005,754241,374549,379692,125436,36404,89033,254019,123724,130295,276259,154899,121360,69520,41464,28056,29007,18058,10949
340000,安徽省,2004,58801,29889,28912,7466,2134,5332,19633,9566,10067,22792,12813,9979,6306,3712,2594,2604,1664,940
340000,安徽省,2003,58913,30153,28760,6810,1988,4822,19469,9357,10112,22841,12993,9847,6899,4089,2810,2894,1725,1170
340000,安徽省,2002,58813,30045,28769,8620,2553,6066,21554,10597,10957,22740,13024,9716,4345,2755,1590,1554,1115,439
340000,安徽省,2001,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,,,,,
350000,福建省,2019,28469,14671,13799,1984,460,1525,8136,3774,4362,10657,6138,4519,4501,2642,1860,3191,1657,1534
350000,福建省,2018,29725,15372,14353,2079,478,1601,8177,3786,4391,10642,6143,4499,4863,2862,2001,3965,2103,1861
350000,福建省,2017,29305,14829,14477,1771,391,1380,8309,3791,4519,10165,5757,4409,4642,2673,1968,4418,2218,2201
350000,福建省,2016,29688,14977,14710,1953,453,1500,9407,4307,5100,10337,5799,4538,4570,2573,1997,3421,1845,1576
350000,福建省,2015,546001,279002,267000,38145,8162,29984,160778,74672,86106,189992,107790,82202,86095,49860,36234,70991,38517,32475
350000,福建省,2014,28801,14887,13914,1799,417,1382,8745,4041,4705,10598,6112,4485,4294,2616,1678,3366,1701,1664
350000,福建省,2013,28714,14832,13882,1679,377,1302,8746,3998,4748,11293,6475,4818,4443,2543,1900,2554,1440,1115
350000,福建省,2012,28931,14525,14406,1606,373,1233,9231,4113,5118,11267,6375,4892,4565,2524,2041,2262,1139,1121
350000,福建省,2011,29539,14489,15049,1530,355,1175,9413,4268,5145,11043,6388,4655,3969,2320,1648,3583,1157,2427
350000,福建省,2010,,,,,,,,,,,,,,,,,,
350000,福建省,2009,29789,14828,14961,2466,599,1867,10092,4581,5511,10122,5876,4246,4191,2236,1955,2918,1536,1382
350000,福建省,2008,30264,15140,15124,2990,555,2435,11161,5193,5968,10414,5971,4443,3925,2353,1572,1774,1067,706
350000,福建省,2007,30699,15349,15350,3231,682,2548,11328,5264,6063,10268,5899,4369,4132,2480,1652,1741,1023,717
350000,福建省,2006,30740,15424,15315,3200,638,2562,11445,5429,6015,10492,6058,4434,3810,2264,1546,1793,1034,759
350000,福建省,2005,439048,219551,219498,52608,11290,41318,159882,76763,83118,151251,87054,64197,53429,31282,22147,21877,13162,8717
350000,福建省,2004,32035,15992,16044,4286,1081,3205,11322,5658,5664,10300,5841,4459,4666,2486,2180,1461,926,535
350000,福建省,2003,32243,16393,15850,3754,887,2867,11770,5670,6100,10879,6260,4619,4336,2580,1756,1504,997,509
350000,福建省,2002,32162,16700,15462,3824,971,2853,12453,6178,6275,10305,6111,4194,4230,2609,1621,1350,831,518
350000,福建省,2001,,,,,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,,,,,
360000,江西省,2019,33644,17109,16535,1161,304,857,9674,4401,5273,12580,6700,5880,6143,3480,2662,4085,2224,1861
360000,江西省,2018,35213,17989,17224,1599,418,1181,10304,4847,5457,13705,7399,6306,6114,3454,2660,3490,1871,1619
360000,江西省,2017,35029,18080,16948,1637,473,1165,10917,5155,5762,13316,7251,6065,6204,3553,2651,2954,1648,1305
360000,江西省,2016,35394,18318,17076,1830,524,1306,10875,5118,5756,13502,7243,6259,6011,3455,2556,3177,1977,1200
360000,江西省,2015,651438,332802,318636,31679,8200,23479,195947,90503,105444,252488,134891,117597,102460,59967,42493,68863,39241,29624
360000,江西省,2014,34372,17839,16533,1335,413,922,10003,4603,5400,14194,7591,6603,6040,3604,2436,2801,1628,1172
360000,江西省,2013,34378,17813,16566,1081,340,741,9105,4205,4900,13419,6842,6577,7546,4490,3056,3228,1936,1292
360000,江西省,2012,34348,17654,16694,1350,381,969,10233,4700,5533,13805,7183,6622,6114,3660,2453,2846,1731,1116
360000,江西省,2011,34969,18281,16688,1468,424,1044,10562,4844,5718,14420,7864,6556,5982,3662,2320,2536,1486,1049
360000,江西省,2010,,,,,,,,,,,,,,,,,,
360000,江西省,2009,35686,17979,17707,1836,490,1347,11817,5297,6520,13650,7213,6437,5937,3523,2413,2447,1456,990
360000,江西省,2008,36120,18194,17926,2226,562,1664,13056,5998,7059,13147,7150,5997,5382,3132,2250,2309,1353,957
360000,江西省,2007,36534,18428,18106,2429,567,1863,13306,6118,7188,12901,7046,5855,5261,3070,2190,2638,1628,1010
360000,江西省,2006,36259,18281,17978,2930,707,2223,14951,6805,8146,12496,7132,5365,4163,2554,1610,1719,1083,636
360000,江西省,2005,517669,259646,258022,48835,11712,37124,209474,97364,112111,183396,103403,79994,56016,34228,21788,19946,12940,7006
360000,江西省,2004,38475,19629,18846,3003,780,2223,13694,6259,7436,14514,8113,6401,5466,3280,2186,1798,1197,600
360000,江西省,2003,38534,19662,18871,2731,715,2017,12776,5901,6875,14360,7810,6550,6245,3668,2577,2421,1569,853
360000,江西省,2002,38249,19449,18801,3479,863,2616,15943,7423,8519,13324,7656,5668,4392,2734,1658,1112,772,339
360000,江西省,2001,,,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,,,
370000,山东省,2019,71976,36085,35891,5373,1349,4025,18229,8392,9837,26721,14427,12294,12009,6746,5263,9644,5171,4472
370000,山东省,2018,75785,37866,37919,5352,1281,4071,19162,8887,10275,29000,15556,13444,12572,7083,5488,9700,5060,4640
370000,山东省,2017,76033,38200,37833,4778,1103,3675,18637,8713,9924,29957,16007,13950,12577,7218,5359,10084,5158,4925
370000,山东省,2016,77354,39172,38183,5230,1404,3824,18766,8764,10002,30835,16546,14289,13025,7394,5631,9499,5064,4436
370000,山东省,2015,1423779,723896,699884,96731,26522,70209,345693,162034,183659,569311,304015,265295,232188,132686,99502,179857,98638,81219
370000,山东省,2014,75500,37968,37532,4719,1293,3426,17650,7845,9805,31654,16684,14970,14062,8108,5954,7415,4038,3377
370000,山东省,2013,75252,38111,37142,4288,1196,3092,18912,8626,10286,32094,16942,15151,12514,7246,5267,7445,4100,3345
370000,山东省,2012,75422,37952,37470,4933,1373,3560,19465,8734,10731,32127,17189,14938,11530,6563,4967,7367,4094,3274
370000,山东省,2011,76910,38406,38503,5427,1534,3893,19602,8681,10922,33569,17734,15835,11427,6666,4760,6885,3791,3093
370000,山东省,2010,,,,,,,,,,,,,,,,,,
370000,山东省,2009,78686,39510,39176,5917,1563,4354,21705,9909,11796,35933,19124,16809,10402,6201,4201,4728,2714,2016
370000,山东省,2008,79888,39721,40167,6200,1573,4627,22367,9899,12468,35484,18932,16552,11468,6786,4682,4369,2532,1837
370000,山东省,2007,80466,40137,40328,6477,1589,4888,22941,10144,12797,35648,19166,16482,10747,6387,4360,4652,2851,1801
370000,山东省,2006,80837,40401,40436,7206,1731,5475,24377,10796,13580,33858,18617,15241,10767,6204,4563,4630,3053,1577
370000,山东省,2005,1146600,570312,576288,140084,36119,103965,331391,153174,178217,479871,265134,214737,144346,84947,59399,50909,30939,19970
370000,山东省,2004,83319,41578,41741,9516,2673,6843,22840,10700,12140,35005,18935,16070,11388,6545,4842,4571,2725,1846
370000,山东省,2003,83824,41811,42013,10243,2753,7490,23462,10925,12536,34149,18826,15323,11370,6498,4871,4601,2806,1793
370000,山东省,2002,83881,42277,41604,8468,2148,6320,23533,10799,12734,35026,19349,15677,12095,7077,5018,4759,2904,1855
370000,山东省,2001,,,,,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,,,,,
410000,河南省,2019,69188,34792,34396,3542,1088,2454,16578,7983,8596,28920,15039,13881,12716,6616,6100,7433,4066,3365
410000,河南省,2018,72177,36234,35943,3803,1134,2670,17390,8339,9050,31821,16589,15232,12396,6787,5609,6766,3385,3381
410000,河南省,2017,72645,36884,35761,3841,1142,2700,17886,8913,8974,31332,16319,15013,13295,7392,5903,6290,3119,3172
410000,河南省,2016,73743,37393,36351,4323,1455,2868,17933,8781,9151,32979,17355,15624,12638,6914,5723,5870,2886,2983
410000,河南省,2015,1353044,685346,667699,77360,24748,52612,350004,172366,177638,579625,300430,279195,227753,127735,100017,118304,60068,58235
410000,河南省,2014,71223,35752,35471,3541,1172,2369,18146,8753,9393,30610,15705,14905,11546,6280,5266,7380,3842,3538
410000,河南省,2013,71151,35389,35762,3770,1231,2539,18142,8725,9417,32606,16375,16231,10877,5873,5003,5757,3184,2571
410000,河南省,2012,72042,36109,35933,3958,1228,2731,17865,8566,9299,34963,17709,17254,10457,6081,4376,4798,2524,2273
410000,河南省,2011,73413,37725,35689,4165,1298,2867,19191,9150,10040,33086,16937,16149,11359,6844,4515,5612,3494,2117
410000,河南省,2010,,,,,,,,,,,,,,,,,,
410000,河南省,2009,77706,38878,38828,5278,1685,3593,19769,9119,10650,38264,20059,18205,10389,5880,4509,4006,2134,1870
410000,河南省,2008,78498,39220,39279,5552,1690,3862,19928,9268,10661,38750,20225,18525,10565,6049,4515,3703,1988,1715
410000,河南省,2007,80045,40425,39620,5969,1741,4228,21676,10287,11388,38945,20520,18424,10219,6058,4161,3237,1818,1419
410000,河南省,2006,80530,40419,40111,6546,2018,4528,22770,10866,11904,38637,20344,18294,9245,5324,3921,3331,1868,1463
410000,河南省,2005,1148451,576801,571650,101730,29115,72615,327316,156399,170917,539866,288691,251175,131090,74911,56179,48450,27685,20765
410000,河南省,2004,87789,44732,43057,6099,1795,4304,25153,12018,13135,41109,22127,18983,11547,6612,4935,3881,2180,1700
410000,河南省,2003,88402,45453,42949,6925,1985,4940,26922,13022,13900,41081,22551,18529,10646,6215,4431,2829,1680,1149
410000,河南省,2002,88118,44573,43545,6838,1931,4908,26000,12283,13716,40950,22076,18874,10544,6050,4494,3787,2234,1554
410000,河南省,2001,,,,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,,,,
420000,湖北省,2019,43076,21582,21494,2263,614,1649,10248,4850,5398,15029,7834,7195,9202,5134,4068,6334,3149,3185
420000,湖北省,2018,45347,23268,22079,2367,683,1684,10741,5062,5679,15744,8292,7452,9437,5067,4369,7058,4165,2895
420000,湖北省,2017,45344,23253,22091,2673,708,1965,11070,5220,5850,16182,8680,7503,8072,4609,3463,7346,4036,3310
420000,湖北省,2016,46004,23522,22482,2690,704,1986,10885,5115,5770,17461,9295,8166,8563,4890,3673,6406,3518,2888
420000,湖北省,2015,846998,429721,417277,51048,13336,37712,203950,96174,107776,310274,164602,145672,154787,85007,69779,126939,70602,56338
420000,湖北省,2014,44681,22629,22052,2666,719,1947,11160,5114,6045,16854,8960,7894,8894,4980,3914,5107,2856,2252
420000,湖北省,2013,44496,22519,21976,2409,701,1708,10067,4730,5337,16684,8660,8023,10032,5478,4554,5304,2950,2354
420000,湖北省,2012,45109,22876,22233,2697,764,1933,10585,4966,5618,17468,9217,8251,8844,4742,4102,5514,3185,2329
420000,湖北省,2011,46101,23542,22559,2775,746,2029,11150,5108,6042,18884,10099,8785,8111,4536,3575,5181,3052,2129
420000,湖北省,2010,,,,,,,,,,,,,,,,,,
420000,湖北省,2009,47978,24475,23503,3764,1096,2667,13274,6351,6924,19438,10509,8929,7841,4395,3446,3662,2125,1537
420000,湖北省,2008,49099,24812,24287,3727,1068,2658,14376,6779,7597,19150,10377,8773,7882,4454,3427,3965,2134,1832
420000,湖北省,2007,49735,25209,24527,4152,1125,3026,14433,6863,7570,19226,10563,8662,7866,4538,3328,4057,2119,1940
420000,湖北省,2006,50373,25384,24989,4635,1206,3429,15311,7363,7949,18850,10258,8592,7692,4406,3286,3885,2152,1733
420000,湖北省,2005,715022,361479,353543,78240,19215,59025,227281,109864,117417,276577,153380,123197,96636,57200,39436,36287,21819,14468
420000,湖北省,2004,55820,28124,27696,5491,1432,4059,16702,8044,8657,21577,11830,9747,8823,4963,3860,3228,1854,1373
420000,湖北省,2003,56338,28633,27705,5596,1392,4204,18440,8938,9502,21441,11967,9473,7799,4509,3290,3063,1828,1236
420000,湖北省,2002,56354,28574,27779,6996,1963,5033,22120,10726,11394,18175,10450,7724,6890,4073,2817,2174,1363,811
420000,湖北省,2001,,,,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,,,,
430000,湖南省,2019,49591,25140,24451,1461,415,1047,13129,6211,6918,17321,8990,8331,11127,6027,5101,6553,3497,3056
430000,湖南省,2018,52016,26059,25957,1843,562,1280,13335,6269,7066,19775,10083,9691,10884,6025,4860,6179,3120,3061
430000,湖南省,2017,52384,26302,26081,1897,609,1289,12956,6041,6914,19232,9723,9508,12111,6541,5569,6188,3388,2800
430000,湖南省,2016,53099,27041,26057,1984,618,1366,13315,6310,7004,20403,10477,9926,11213,6199,5013,6184,3438,2747
430000,湖南省,2015,976881,492520,484361,36205,10640,25564,259381,124607,134774,369554,190054,179500,195582,106281,89303,116158,60939,55219
430000,湖南省,2014,51363,26196,25167,1837,609,1227,14146,6784,7362,21688,11261,10427,8969,5079,3890,4725,2463,2261
430000,湖南省,2013,51107,26154,24953,1875,620,1255,14311,6949,7362,21498,11054,10443,9080,5206,3874,4343,2324,2018
430000,湖南省,2012,51099,26204,24895,2338,772,1566,15225,7470,7755,21041,10893,10147,8746,4960,3785,3749,2108,1641
430000,湖南省,2011,51951,26553,25398,2349,717,1632,14722,7127,7595,21941,11303,10637,8826,5092,3733,4114,2313,1801
430000,湖南省,2010,,,,,,,,,,,,,,,,,,
430000,湖南省,2009,53010,27023,25987,2886,832,2054,16228,7887,8341,22800,12032,10768,7843,4433,3410,3254,1838,1413
430000,湖南省,2008,54063,27830,26234,3140,877,2264,17181,8322,8859,22059,11818,10240,8165,4615,3550,3519,2198,1320
430000,湖南省,2007,54867,28088,26779,2996,819,2176,17783,8536,9247,22447,11990,10457,8258,4694,3564,3384,2050,1335
430000,湖南省,2006,54780,27717,27063,3378,805,2573,19157,9393,9764,21835,11672,10163,7633,4293,3340,2777,1555,1222
430000,湖南省,2005,777739,394484,383256,62996,16842,46155,262644,130388,132256,308624,164487,144136,108558,62003,46554,34917,20763,14154
430000,湖南省,2004,60899,31055,29844,4064,1163,2901,20545,10073,10472,24909,13215,11694,8204,4751,3453,3179,1853,1325
430000,湖南省,2003,61285,31681,29604,4567,1279,3288,21357,10588,10769,23521,12810,10711,8959,5270,3688,2881,1734,1147
430000,湖南省,2002,61435,31673,29762,4441,1240,3201,22892,11476,11416,23772,12835,10937,7661,4488,3172,2670,1633,1036
430000,湖南省,2001,,,,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,,,,
440000,广东省,2019,82975,44958,38017,3047,828,2219,17238,8216,9022,32489,18142,14347,18261,11339,6923,11940,6434,5507
440000,广东省,2018,86007,46362,39645,2937,839,2098,18224,8549,9675,33986,19073,14912,20188,12076,8112,10672,5824,4848
440000,广东省,2017,84724,44978,39746,2723,750,1975,17773,8307,9466,32421,18112,14309,19915,11659,8256,11892,6151,5740
440000,广东省,2016,85168,45148,40020,3194,908,2286,18686,8842,9844,33330,18439,14890,18179,10484,7694,11779,6474,5304
440000,广东省,2015,1559777,827565,732212,53925,14887,39037,352377,166246,186131,630674,347925,282749,335850,196710,139140,186951,101796,85155
440000,广东省,2014,82029,44477,37552,3088,853,2236,18495,8533,9962,35212,19561,15651,17540,10511,7029,7693,5019,2674
440000,广东省,2013,81324,42608,38716,2620,668,1952,18284,8503,9781,37022,19944,17078,16733,9648,7085,6665,3845,2820
440000,广东省,2012,82228,43261,38967,2479,561,1918,18921,8717,10205,35639,19476,16163,17162,9927,7235,8027,4581,3446
440000,广东省,2011,83713,44609,39105,2845,772,2074,19618,8995,10623,35612,19229,16383,16788,9934,6854,8852,5679,3172
440000,广东省,2010,,,,,,,,,,,,,,,,,,
440000,广东省,2009,80247,40267,39980,2954,634,2320,22200,10201,11998,34816,17975,16840,14766,8346,6420,5512,3110,2401
440000,广东省,2008,80550,41035,39515,3268,696,2571,23203,10639,12564,34729,18368,16361,13684,8108,5576,5667,3224,2442
440000,广东省,2007,80650,40888,39762,3330,701,2629,23909,10940,12969,35053,18351,16701,13151,7977,5174,5207,2918,2288
440000,广东省,2006,80468,41033,39435,4023,894,3129,25865,11926,13938,33848,18230,15617,12144,7249,4895,4589,2733,1856
440000,广东省,2005,1144620,575353,569266,67240,14720,52520,372059,175728,196332,462511,241625,220886,176299,104690,71609,66510,38590,27920
440000,广东省,2004,72514,36847,35667,4428,1041,3386,26596,12489,14107,27653,14983,12670,10078,6083,3995,3760,2250,1510
440000,广东省,2003,71928,36389,35539,4800,1170,3629,27565,12960,14605,26240,14239,12001,9679,5792,3887,3645,2229,1417
440000,广东省,2002,71705,36606,35099,4593,1097,3496,26408,12311,14098,27091,14842,12250,9921,6072,3849,3693,2286,1407
440000,广东省,2001,,,,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,35151,18078,17074,1317,392,925,9442,4445,4997,15250,8379,6870,5820,3167,2652,3324,1694,1630
450000,广西壮族自治区,2018,36719,19051,17669,1526,492,1034,10538,4963,5574,16124,8886,7238,5935,3359,2576,2596,1350,1246
450000,广西壮族自治区,2017,36659,19062,17598,1558,524,1034,10502,4976,5526,16127,8915,7212,5667,3178,2489,2806,1469,1337
450000,广西壮族自治区,2016,36994,19136,17857,1697,468,1228,10350,4895,5455,16376,9019,7357,5616,3155,2462,2954,1600,1355
450000,广西壮族自治区,2015,675146,344484,330662,32658,8329,24329,210679,102127,108551,277465,152146,125320,92179,52102,40076,62166,29780,32386
450000,广西壮族自治区,2014,35659,18448,17211,1537,418,1118,10547,4981,5566,15202,8409,6793,5518,3126,2393,2855,1514,1341
450000,广西壮族自治区,2013,35486,18510,16977,1447,456,991,11385,5366,6018,15385,8598,6788,4538,2612,1925,2732,1477,1254
450000,广西壮族自治区,2012,35185,18148,17037,1433,429,1004,12085,5732,6353,15085,8278,6807,4302,2458,1844,2281,1252,1029
450000,广西壮族自治区,2011,36046,18805,17241,1660,489,1171,11836,5584,6252,14642,7896,6746,4737,2772,1965,3172,2064,1108
450000,广西壮族自治区,2010,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2009,39345,20565,18780,2094,589,1506,13612,6624,6988,17756,9889,7867,4270,2540,1729,1613,924,690
450000,广西壮族自治区,2008,39706,20684,19022,2206,584,1623,14055,6759,7296,17974,10046,7928,4163,2540,1623,1308,756,552
450000,广西壮族自治区,2007,40026,20747,19279,2241,601,1639,14229,6841,7387,17658,9816,7842,4293,2597,1696,1606,891,714
450000,广西壮族自治区,2006,39831,20719,19113,2341,590,1751,14696,7132,7564,16332,9130,7201,4643,2845,1798,1820,1021,799
450000,广西壮族自治区,2005,564039,290675,273364,45454,11098,34356,224461,111306,113155,215420,121699,93720,56149,33616,22533,22556,12956,9600
450000,广西壮族自治区,2004,44193,22806,21387,3227,854,2372,15622,7610,8012,17594,9819,7775,5459,3090,2369,2291,1433,858
450000,广西壮族自治区,2003,44290,23111,21179,3570,983,2587,17143,8488,8656,16581,9556,7025,4996,2864,2132,2000,1219,780
450000,广西壮族自治区,2002,44120,22775,21346,3796,928,2868,17458,8750,8708,16338,9445,6893,4993,2831,2162,1535,820,715
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,,,,
460000,海南省,2019,6768,3461,3307,284,85,199,1365,654,711,2946,1586,1361,1177,715,462,995,422,573
460000,海南省,2018,7051,3578,3473,299,87,212,1262,592,670,2997,1616,1381,1317,762,555,1174,520,654
460000,海南省,2017,7005,3653,3352,296,88,207,1402,658,743,3140,1703,1437,1250,729,521,919,474,445
460000,海南省,2016,7037,3708,3329,332,106,227,1570,751,820,3197,1715,1482,1253,741,512,685,395,288
460000,海南省,2015,129047,67489,61558,6574,1531,5043,27457,13015,14442,57970,30871,27099,23040,14167,8874,14006,7905,6101
460000,海南省,2014,6826,3647,3179,340,94,246,1420,665,755,3130,1687,1443,1378,862,517,555,339,218
460000,海南省,2013,6755,3539,3216,328,90,238,1319,630,689,3169,1658,1511,1345,787,558,593,374,221
460000,海南省,2012,6773,3589,3185,312,91,221,1518,721,797,3082,1686,1396,1167,690,477,694,399,294
460000,海南省,2011,6845,3542,3303,348,97,252,1563,739,824,3295,1746,1549,1111,661,451,526,299,227
460000,海南省,2010,,,,,,,,,,,,,,,,,,
460000,海南省,2009,7008,3715,3294,510,130,381,1859,898,961,3208,1767,1441,949,612,337,482,308,175
460000,海南省,2008,7049,3666,3383,550,130,420,1867,897,969,3196,1719,1477,1029,646,383,407,273,134
460000,海南省,2007,7139,3719,3421,550,135,415,1996,949,1047,3150,1701,1449,996,659,337,447,274,173
460000,海南省,2006,7113,3706,3407,596,150,446,2045,985,1060,3120,1718,1401,965,614,351,386,239,147
460000,海南省,2005,101346,52797,48549,8748,2067,6680,31312,15203,16109,41203,22951,18251,14558,9299,5260,5524,3276,2248
460000,海南省,2004,7346,3801,3545,484,112,373,2136,1000,1136,3103,1671,1432,1240,765,475,383,254,128
460000,海南省,2003,7371,3886,3485,605,158,447,2377,1163,1214,2754,1528,1226,1209,749,461,426,289,138
460000,海南省,2002,7273,3779,3494,573,135,437,2513,1197,1316,2862,1579,1283,1063,681,382,261,186,75
460000,海南省,2001,,,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,,,,
500000,重庆市,2019,22700,11303,11397,919,287,633,6895,3276,3619,7301,3767,3534,4086,2198,1886,3500,1775,1725
500000,重庆市,2018,23659,11813,11846,1025,296,729,7426,3563,3863,7471,3934,3538,4143,2135,2008,3594,1886,1709
500000,重庆市,2017,23701,11782,11919,853,245,607,7475,3538,3937,8111,4214,3897,4028,2142,1886,3235,1642,1593
500000,重庆市,2016,24087,12182,11906,1070,287,783,7581,3667,3914,8112,4272,3839,4287,2360,1927,3038,1596,1442
500000,重庆市,2015,441611,220924,220687,24737,7460,17276,139391,68241,71150,146462,76729,69733,75556,40015,35540,55464,28477,26986
500000,重庆市,2014,23263,11929,11334,1362,427,935,7385,3675,3709,7386,3937,3449,4141,2260,1881,2991,1630,1360
500000,重庆市,2013,23095,11736,11359,1199,388,811,7595,3717,3878,8486,4326,4159,3653,2049,1604,2162,1254,907
500000,重庆市,2012,23049,11562,11487,1240,387,853,7865,3897,3968,8224,4242,3982,3421,1796,1626,2299,1241,1058
500000,重庆市,2011,23431,11951,11479,1264,404,860,7869,3922,3947,7955,4197,3758,3647,1935,1712,2696,1493,1202
500000,重庆市,2010,,,,,,,,,,,,,,,,,,
500000,重庆市,2009,23672,11830,11843,1654,521,1133,9303,4636,4668,8594,4594,4001,2821,1401,1420,1300,678,622
500000,重庆市,2008,24010,12061,11948,1740,543,1198,9424,4628,4796,9261,4931,4330,2564,1437,1126,1019,522,498
500000,重庆市,2007,24352,12282,12070,1785,508,1277,9846,4930,4916,9094,4836,4258,2707,1496,1211,918,512,407
500000,重庆市,2006,24519,12361,12157,2188,659,1529,10345,5266,5079,8202,4397,3805,2681,1404,1278,1102,636,466
500000,重庆市,2005,348166,174616,173549,37514,10973,26541,147268,74701,72568,111705,59813,51892,35557,19413,16143,16122,9716,6406
500000,重庆市,2004,28603,14214,14388,3083,975,2109,12701,6367,6335,8972,4787,4184,2804,1499,1305,1042,587,455
500000,重庆市,2003,28968,14658,14310,2230,630,1600,11818,5953,5865,10657,5754,4903,3219,1710,1509,1045,611,433
500000,重庆市,2002,28823,14640,14183,2682,763,1919,12202,6227,5975,9981,5469,4512,2993,1602,1391,965,579,387
500000,重庆市,2001,,,,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,,,,
510000,四川省,2019,60887,29815,31071,4266,1167,3099,19831,9557,10274,19207,10107,9100,8977,4771,4205,8607,4214,4394
510000,四川省,2018,63872,31618,32254,4853,1319,3534,21014,10395,10619,20501,10972,9529,9253,4846,4407,8252,4087,4165
510000,四川省,2017,64419,32454,31965,4658,1301,3358,21122,10340,10782,22131,11929,10202,9621,5255,4366,6886,3630,3257
510000,四川省,2016,65259,32466,32793,5508,1674,3835,21287,10482,10805,23637,12591,11046,8958,4866,4093,5869,2854,3015
510000,四川省,2015,1200274,601392,598883,97796,30165,67631,399659,197696,201962,406996,218149,188847,163857,88798,75059,131966,66583,65385
510000,四川省,2014,62975,31173,31802,4591,1221,3370,21926,10685,11241,22054,11872,10183,8696,4777,3919,5706,2618,3089
510000,四川省,2013,62617,31901,30716,4313,1311,3002,22277,11025,11252,21140,11245,9895,8290,4533,3757,6597,3786,2812
510000,四川省,2012,63113,33010,30103,4353,1350,3003,20810,10475,10334,23404,13263,10141,8289,4543,3746,6258,3378,2879
510000,四川省,2011,64328,32857,31471,4676,1406,3271,22847,11518,11329,23843,13065,10778,7623,4186,3437,5338,2681,2657
510000,四川省,2010,,,,,,,,,,,,,,,,,,
510000,四川省,2009,68373,34206,34167,6276,1811,4465,27099,13540,13558,23962,12787,11175,7192,4018,3174,3844,2050,1794
510000,四川省,2008,69797,35253,34544,6792,2005,4788,28278,14259,14019,24676,13347,11329,7012,3938,3074,3038,1704,1335
510000,四川省,2007,70787,35415,35372,7039,2053,4986,29681,14971,14710,24094,12823,11272,7071,3895,3177,2901,1674,1227
510000,四川省,2006,71822,36275,35547,8328,2427,5900,31263,16139,15124,22388,11902,10486,6605,3663,2942,3239,2144,1095
510000,四川省,2005,1013364,502405,510959,150815,44863,105952,439004,226276,212728,309710,167245,142464,78538,43785,34753,35297,20235,15061
