省份编码,省份,年份,人口数(人口抽样调查)(人),0-14岁人口数(人口抽样调查)(人),15-64岁人口数(人口抽样调查)(人),65岁及以上人口数(人口抽样调查)(人),总抚养比(人口抽样调查)(%),少年儿童抚养比(人口抽样调查)(%),老年人口抚养比(人口抽样调查)(%)
460000,海南省,2019,7350,1434,5232,684.75,40.49,27.41,13.09
460000,海南省,2018,7658,1469,5561,628.53,37.72,26.42,11.3
460000,海南省,2017,7640,1514,5500,625.87,38.9,27.52,11.38
460000,海南省,2016,7698,1520,5543,634.9,38.88,27.43,11.45
460000,海南省,2015,141596,28058,101585,11954.0,39.39,27.62,11.77
460000,海南省,2014,7456,1420,5465,571.0,36.43,25.98,10.45
460000,海南省,2013,7389,1385,5402,602.0,36.79,25.64,11.15
460000,海南省,2012,7397,1412,5446,538.0,35.82,25.93,9.89
460000,海南省,2011,7496,1493,5487,516.0,36.61,27.21,9.4
460000,海南省,2010,,,,,,,
460000,海南省,2009,7606,1553,5385,667.0,41.23,28.84,12.39
460000,海南省,2008,7665,1650,5329,686.0,43.85,30.97,12.88
460000,海南省,2007,7696,1643,5371,682.0,43.29,30.59,12.7
460000,海南省,2006,7696,1709,5321,666.0,44.62,32.11,12.51
460000,海南省,2005,109601,25964,74277,9360.0,47.56,34.96,12.6
460000,海南省,2004,7916,1892,5429,595.0,45.81,34.85,10.96
460000,海南省,2003,7939,1913,5405,621.0,46.88,35.39,11.49
460000,海南省,2002,7892,2032,5262,598.0,49.99,38.62,11.37
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,24274,4073,16475,3725.45,47.33,24.72,22.61
500000,重庆市,2018,25416,4303,17435,3677.88,45.77,24.68,21.09
500000,重庆市,2017,25337,4154,17566,3617.99,44.24,23.65,20.6
500000,重庆市,2016,25560,3949,18041,3570.05,41.68,21.89,19.79
500000,重庆市,2015,468563,73101,333180,62282.0,40.63,21.94,18.69
500000,重庆市,2014,24687,3767,17434,3487.0,41.61,21.61,20.0
500000,重庆市,2013,24512,3824,17440,3247.0,40.55,21.93,18.62
500000,重庆市,2012,24573,4036,17366,3171.0,41.5,23.24,18.26
500000,重庆市,2011,24939,4001,17841,3097.0,39.78,22.42,17.36
500000,重庆市,2010,,,,,,,
500000,重庆市,2009,25284,4649,17708,2927.0,42.78,26.25,16.53
500000,重庆市,2008,25545,4857,17633,3055.0,44.87,27.55,17.33
500000,重庆市,2007,25850,4892,17937,3020.0,44.11,27.27,16.84
500000,重庆市,2006,26005,5059,17969,2977.0,44.72,28.16,16.57
500000,重庆市,2005,370367,76551,253202,40614.0,46.27,30.23,16.04
500000,重庆市,2004,30553,6377,20678,3498.0,47.75,30.84,16.92
500000,重庆市,2003,30713,5768,22113,2832.0,38.89,26.08,12.81
500000,重庆市,2002,30724,6029,21885,2810.0,40.39,27.55,12.84
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,65230,10707,44257,10266.2,47.39,24.19,23.2
510000,四川省,2018,68344,11185,46915,10243.67,45.67,23.84,21.83
510000,四川省,2017,68609,10860,48192,9557.24,42.37,22.53,19.83
510000,四川省,2016,69457,11086,48858,9513.21,42.16,22.69,19.47
510000,四川省,2015,1277289,202831,909185,165273.0,40.49,22.31,18.18
510000,四川省,2014,67179,10893,46888,9398.0,43.28,23.23,20.04
510000,四川省,2013,66904,11073,47295,8536.0,41.46,23.41,18.05
510000,四川省,2012,67386,10937,48488,7961.0,38.97,22.56,16.42
510000,四川省,2011,68777,11141,49359,8277.0,39.34,22.57,16.77
510000,四川省,2010,,,,,,,
510000,四川省,2009,72471,12472,51161,8838.0,41.65,24.38,17.28
510000,四川省,2008,73722,12794,52488,8440.0,40.45,24.37,16.08
510000,四川省,2007,75201,14392,52547,8261.0,43.11,27.39,15.72
510000,四川省,2006,76324,15181,52518,8625.0,45.33,28.91,16.42
510000,四川省,2005,1087009,237516,730821,118672.0,48.74,32.5,16.24
510000,四川省,2004,84919,16666,60815,7438.0,39.63,27.4,12.23
510000,四川省,2003,85739,17170,61129,7439.0,40.26,28.09,12.17
510000,四川省,2002,85704,18015,60305,7384.0,42.12,29.87,12.24
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,28245,6284,18690,3270.59,51.12,33.62,17.5
520000,贵州省,2018,29487,6558,19585,3344.19,50.56,33.49,17.08
520000,贵州省,2017,29612,6305,20362,2945.71,45.43,30.97,14.47
520000,贵州省,2016,29915,6663,20373,2878.8,46.83,32.7,14.13
520000,贵州省,2015,550172,123464,374559,52149.0,46.89,32.96,13.92
520000,贵州省,2014,28950,6398,19883,2670.0,45.61,32.18,13.43
520000,贵州省,2013,28905,6385,19838,2682.0,45.7,32.19,13.52
520000,贵州省,2012,29071,6678,19731,2662.0,47.33,33.84,13.49
520000,贵州省,2011,29636,7161,19776,2698.0,49.85,36.21,13.64
520000,贵州省,2010,,,,,,,
520000,贵州省,2009,33780,8377,22610,2794.0,49.41,37.05,12.36
520000,贵州省,2008,34126,8888,22460,2778.0,51.94,39.57,12.37
520000,贵州省,2007,34587,9416,22302,2870.0,55.09,42.22,12.87
520000,贵州省,2006,34666,9459,22413,2794.0,54.67,42.2,12.47
520000,贵州省,2005,493715,139899,313312,40504.0,57.58,44.65,12.93
520000,贵州省,2004,37780,9640,25293,2847.0,49.37,38.11,11.25
520000,贵州省,2003,37933,9822,25233,2878.0,50.33,38.93,11.4
520000,贵州省,2002,37686,10189,24910,2587.0,51.29,40.9,10.39
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,37874,6832,27299,3743.39,38.74,25.03,13.71
530000,云南省,2018,39584,7157,28637,3790.33,38.23,24.99,13.24
530000,云南省,2017,39709,7518,28855,3335.85,37.62,26.06,11.56
530000,云南省,2016,40141,7839,28939,3362.36,38.71,27.09,11.62
530000,云南省,2015,738612,141197,535328,62088.0,37.97,26.38,11.6
530000,云南省,2014,38902,7374,28135,3393.0,38.27,26.21,12.06
530000,云南省,2013,38680,7745,27835,3099.0,38.96,27.83,11.13
530000,云南省,2012,38874,7603,28257,3015.0,37.57,26.91,10.67
530000,云南省,2011,39564,7744,28780,3041.0,37.47,26.91,10.56
530000,云南省,2010,,,,,,,
530000,云南省,2009,40460,8700,28282,3478.0,43.06,30.76,12.3
530000,云南省,2008,40947,9063,28659,3225.0,42.88,31.62,11.25
530000,云南省,2007,41269,9297,28898,3074.0,42.81,32.17,10.64
530000,云南省,2006,41359,9387,28860,3112.0,43.31,32.53,10.78
530000,云南省,2005,589039,142052,402662,44325.0,46.29,35.28,11.01
530000,云南省,2004,42720,9601,29818,3300.0,43.27,32.2,11.07
530000,云南省,2003,42836,10550,29274,3012.0,46.32,36.04,10.29
530000,云南省,2002,42529,10391,29144,2994.0,45.93,35.65,10.27
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,2743,715,1863,164.99,47.23,38.38,8.86
540000,西藏自治区,2018,2817,663,1994,160.37,41.27,33.23,8.04
540000,西藏自治区,2017,2797,671,1965,161.56,42.36,34.14,8.22
540000,西藏自治区,2016,2789,671,1980,138.73,40.88,33.87,7.01
540000,西藏自治区,2015,50634,11932,35812,2890.0,41.39,33.32,8.07
540000,西藏自治区,2014,2620,644,1833,144.0,42.99,35.13,7.86
540000,西藏自治区,2013,2575,599,1843,133.0,39.73,32.5,7.23
540000,西藏自治区,2012,2567,567,1860,139.0,37.99,30.49,7.5
540000,西藏自治区,2011,2591,598,1868,125.0,38.7,32.0,6.71
540000,西藏自治区,2010,,,,,,,
540000,西藏自治区,2009,2556,505,1872,179.0,36.57,27.0,9.56
540000,西藏自治区,2008,2576,566,1839,172.0,40.09,30.75,9.34
540000,西藏自治区,2007,2587,562,1853,172.0,39.57,30.31,9.26
540000,西藏自治区,2006,2574,631,1779,165.0,44.69,35.45,9.25
540000,西藏自治区,2005,36666,10010,24397,2259.0,50.29,41.03,9.26
540000,西藏自治区,2004,2636,653,1813,169.0,45.38,36.03,9.35
540000,西藏自治区,2003,2638,711,1767,160.0,49.31,40.26,9.05
540000,西藏自治区,2002,2609,660,1782,167.0,46.38,37.03,9.36
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,30158,4388,22137,3632.55,36.23,19.82,16.41
610000,陕西省,2018,31684,4555,23592,3536.39,34.3,19.31,14.99
610000,陕西省,2017,31649,4948,23190,3511.73,36.48,21.34,15.14
610000,陕西省,2016,32014,4750,23826,3439.12,34.37,19.93,14.43
610000,陕西省,2015,589346,88688,439664,60994.0,34.04,20.17,13.87
610000,陕西省,2014,31155,4644,23204,3306.0,34.26,20.01,14.25
610000,陕西省,2013,31063,4685,23324,3053.0,33.18,20.09,13.09
610000,陕西省,2012,31315,4403,24007,2905.0,30.44,18.34,12.1
610000,陕西省,2011,31976,4803,24457,2715.0,30.74,19.64,11.1
610000,陕西省,2010,,,,,,,
610000,陕西省,2009,33504,5305,24884,3315.0,34.64,21.32,13.32
610000,陕西省,2008,33999,5592,25147,3260.0,35.2,22.24,12.97
610000,陕西省,2007,34383,5968,25101,3313.0,36.98,23.78,13.2
610000,陕西省,2006,34574,6392,25097,3086.0,37.76,25.47,12.3
610000,陕西省,2005,492410,96302,353629,42480.0,39.25,27.23,12.01
610000,陕西省,2004,36022,7135,26131,2756.0,37.85,27.31,10.55
610000,陕西省,2003,36314,7589,25911,2814.0,40.15,29.29,10.86
610000,陕西省,2002,36297,8111,25277,2909.0,43.6,32.09,11.51
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,20642,3530,14734,2376.77,40.09,23.96,16.13
620000,甘肃省,2018,21614,3802,15366,2445.91,40.66,24.74,15.92
620000,甘肃省,2017,21720,3811,15666,2243.14,38.65,24.33,14.32
620000,甘肃省,2016,21960,3725,16049,2186.25,36.83,23.21,13.62
620000,甘肃省,2015,404863,69226,297726,37912.0,35.99,23.25,12.73
620000,甘肃省,2014,21381,3500,15970,1910.0,33.88,21.92,11.96
620000,甘肃省,2013,21311,3603,15813,1895.0,34.77,22.78,11.98
620000,甘肃省,2012,21507,3560,15960,1987.0,34.75,22.3,12.45
620000,甘肃省,2011,21908,3697,16260,1951.0,34.74,22.74,12.0
620000,甘肃省,2010,,,,,,,
620000,甘肃省,2009,23405,4420,17033,1952.0,37.41,25.95,11.46
620000,甘肃省,2008,23739,4899,16902,1939.0,40.46,28.99,11.47
620000,甘肃省,2007,23990,4967,17146,1877.0,39.92,28.97,10.94
620000,甘肃省,2006,24109,5251,17076,1782.0,41.18,30.75,10.44
620000,甘肃省,2005,343364,80364,238196,24804.0,44.15,33.74,10.41
620000,甘肃省,2004,25409,5611,18118,1679.0,40.24,30.97,9.27
620000,甘肃省,2003,25628,5889,18029,1710.0,42.15,32.67,9.49
620000,甘肃省,2002,25546,6171,17766,1609.0,43.79,34.73,9.06
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,4733,924,3406,403.52,38.97,27.12,11.85
630000,青海省,2018,4945,967,3603,375.48,37.25,26.83,10.42
630000,青海省,2017,4939,990,3559,390.2,38.76,27.8,10.96
630000,青海省,2016,4987,983,3643,360.19,36.87,26.98,9.89
630000,青海省,2015,91611,18381,66728,6502.0,37.29,27.55,9.74
630000,青海省,2014,4814,881,3592,342.0,34.05,24.53,9.52
630000,青海省,2013,4769,948,3479,341.0,37.06,27.24,9.81
630000,青海省,2012,4782,986,3461,335.0,38.17,28.48,9.69
630000,青海省,2011,4854,998,3568,288.0,36.04,27.98,8.06
630000,青海省,2010,,,,,,,
630000,青海省,2009,4934,1034,3554,345.0,38.81,29.1,9.71
630000,青海省,2008,5007,1088,3576,343.0,40.03,30.44,9.59
630000,青海省,2007,5045,1131,3584,329.0,40.74,31.55,9.19
630000,青海省,2006,5049,1140,3556,352.0,41.96,32.07,9.89
630000,青海省,2005,71903,17307,50254,4341.0,43.08,34.44,8.64
630000,青海省,2004,5213,1216,3691,307.0,41.26,32.94,8.32
630000,青海省,2003,5225,1288,3630,307.0,43.92,35.47,8.46
630000,青海省,2002,5189,1339,3567,283.0,45.47,37.53,7.94
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,5404,1120,3770,513.61,43.34,29.72,13.62
640000,宁夏回族自治区,2018,5638,1131,4000,506.9,40.96,28.29,12.67
640000,宁夏回族自治区,2017,5627,1034,4117,476.03,36.67,25.11,11.56
640000,宁夏回族自治区,2016,5666,1085,4140,441.07,36.85,26.2,10.65
640000,宁夏回族自治区,2015,103820,20862,75315,7643.0,37.85,27.7,10.15
640000,宁夏回族自治区,2014,5460,1077,4012,370.0,36.07,26.84,9.22
640000,宁夏回族自治区,2013,5399,1093,3924,382.0,37.59,27.86,9.72
640000,宁夏回族自治区,2012,5400,1154,3888,358.0,38.88,29.68,9.2
640000,宁夏回族自治区,2011,5463,1143,4021,299.0,35.87,28.43,7.44
640000,宁夏回族自治区,2010,,,,,,,
640000,宁夏回族自治区,2009,5504,1176,3953,374.0,39.22,29.75,9.47
640000,宁夏回族自治区,2008,5533,1266,3909,358.0,41.55,32.39,9.16
640000,宁夏回族自治区,2007,5560,1305,3908,347.0,42.26,33.39,8.88
640000,宁夏回族自治区,2006,5539,1336,3874,330.0,42.99,34.49,8.51
640000,宁夏回族自治区,2005,78892,20438,53701,4753.0,46.91,38.06,8.85
640000,宁夏回族自治区,2004,5662,1462,3879,321.0,45.97,37.7,8.28
640000,宁夏回族自治区,2003,5650,1487,3841,322.0,47.1,38.71,8.39
640000,宁夏回族自治区,2002,5585,1492,3827,266.0,45.95,39.0,6.95
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,19660,4746,13328,1586.05,47.51,35.61,11.9
650000,新疆维吾尔自治区,2018,20375,4610,14307,1458.48,42.42,32.22,10.19
650000,新疆维吾尔自治区,2017,20210,4624,14114,1472.2,43.19,32.76,10.43
650000,新疆维吾尔自治区,2016,20165,4541,14165,1458.43,42.35,32.06,10.3
650000,新疆维吾尔自治区,2015,367631,80217,261207,26207.0,40.74,30.71,10.03
650000,新疆维吾尔自治区,2014,18969,4008,13657,1303.0,38.89,29.35,9.54
650000,新疆维吾尔自治区,2013,18688,3893,13605,1190.0,37.36,28.61,8.75
650000,新疆维吾尔自治区,2012,18630,3818,13546,1266.0,37.53,28.19,9.34
650000,新疆维吾尔自治区,2011,18871,3764,13860,1247.0,36.15,27.16,9.0
650000,新疆维吾尔自治区,2010,,,,,,,
650000,新疆维吾尔自治区,2009,18979,4024,13690,1264.0,38.63,29.4,9.23
650000,新疆维吾尔自治区,2008,19004,3978,13660,1366.0,39.12,29.12,10.0
650000,新疆维吾尔自治区,2007,18872,4047,13540,1285.0,39.38,29.89,9.49
650000,新疆维吾尔自治区,2006,18681,4206,13233,1242.0,41.17,31.79,9.39
650000,新疆维吾尔自治区,2005,265815,62580,186012,17223.0,42.9,33.64,9.26
650000,新疆维吾尔自治区,2004,18880,4167,13531,1182.0,39.53,30.79,8.74
650000,新疆维吾尔自治区,2003,18834,4656,13155,1023.0,43.17,35.4,7.78
650000,新疆维吾尔自治区,2002,19799,4908,13680,1211.0,44.73,35.88,8.85
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
