省份编码,省份,年份,人口数(人口抽样调查)(人),男性人口数(人口抽样调查)(人),女性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在本乡、镇、街道人口数(人口抽样调查)(人),住本乡、镇、街道，户口在本乡、镇、街道男性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在本乡、镇、街道女性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在外乡、镇、街道，离开户口登记地半年以上人口数(人口抽样调查)(人),住本乡、镇、街道，户口在外乡、镇、街道，离开户口登记地半年以上男性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在外乡、镇、街道，离开户口登记地半年以上女性人口数(人口抽样调查)(人),住本乡、镇、街道，户口待定人口数(人口抽样调查)(人),住本乡、镇、街道，户口待定男性人口数(人口抽样调查)(人),住本乡、镇、街道，户口待定女性人口数(人口抽样调查)(人),居住在港澳台或国外，户口在本乡、镇、街道人口数(人口抽样调查)(人),居住在港澳台或国外，户口在本乡、镇、街道男性人口数(人口抽样调查)(人),居住在港澳台或国外，户口在本乡、镇、街道女性人口数(人口抽样调查)(人)
650000,新疆维吾尔自治区,2017,20210,10211,9999,16548,8396,8152,3487,1736,1751,156,69,88,19,11,8
650000,新疆维吾尔自治区,2016,20165,10303,9861,16743,8565,8178,3271,1659,1612,143,75,68,7,5,3
650000,新疆维吾尔自治区,2015,367631,187526,180105,292319,148929,143390,72984,37404,35580,2203,1126,1077,126,68,57
650000,新疆维吾尔自治区,2014,18969,9693,9276,15311,7896,7414,3356,1662,1693,297,132,164,6,2,4
650000,新疆维吾尔自治区,2013,18688,9583,9105,15012,7636,7375,3460,1832,1628,212,112,99,4,3,2
650000,新疆维吾尔自治区,2012,18630,9496,9134,14689,7490,7199,3706,1895,1810,231,108,123,5,3,2
650000,新疆维吾尔自治区,2011,18871,9679,9191,14394,7432,6963,4199,2120,2079,263,122,142,14,6,8
650000,新疆维吾尔自治区,2010,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2009,18979,9611,9367,18098,9185,8912,786,379,407,94,47,48,,,
650000,新疆维吾尔自治区,2008,19004,9649,9355,17974,9132,8842,,,,57,33,24,,,
650000,新疆维吾尔自治区,2007,18872,9597,9275,17931,9133,8798,,,,58,30,28,,,
650000,新疆维吾尔自治区,2006,18681,9452,9229,17241,8773,8469,,,,122,63,59,,,
650000,新疆维吾尔自治区,2005,265815,134718,131097,235241,119747,115493,28624,14049,14575,1921,905,1016,30,17,13
650000,新疆维吾尔自治区,2004,18880,9605,9275,17722,9054,8668,,,,58,33,25,,,
650000,新疆维吾尔自治区,2003,18834,9591,9243,17079,8691,8387,,,,139,62,76,,,
650000,新疆维吾尔自治区,2002,19799,10010,9789,18288,9243,9045,,,,59,30,29,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,
