省份编码,省份,年份,城市绿地面积(万公顷),公园绿地面积(万公顷),公园个数(个),公园面积(万公顷),建成区绿化覆盖率(%)
520000,贵州省,2000,,,,,
530000,云南省,2019,4.858559,1.192649,901,0.979582,39.7261169513798
530000,云南省,2018,4.642555,1.141351,823,0.936368,39.7769444229662
530000,云南省,2017,4.517347,1.089519,775,0.861966,38.87
530000,云南省,2016,4.310108,1.061059,751,0.817877,37.84
530000,云南省,2015,3.941608,0.942746,683,0.755821,37.27
530000,云南省,2014,3.730885,0.911277,646,0.667315,38.14
530000,云南省,2013,3.490627,0.851364,626,0.616562,37.76
530000,云南省,2012,3.5313,0.9007,564,0.6434,39.3
530000,云南省,2011,3.194,0.8154,535,0.5872,38.73
530000,云南省,2010,2.8126,0.6811,487,0.5246,37.31
530000,云南省,2009,2.2372,0.586,424,0.5443,36.29
530000,云南省,2008,1.8391,0.4696,415,1.0438,32.04
530000,云南省,2007,1.6511,0.4417,281,1.0176,30.95448023097
530000,云南省,2006,1.3169,0.3929,122,0.9879,25.83
530000,云南省,2005,1.67257,0.429891,76,0.448934,
530000,云南省,2004,1.17172,0.377331,99,0.290547,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,0.604913,0.103497,105,0.08004,37.6055224425252
540000,西藏自治区,2018,0.602002,0.096335,105,0.08075,37.3495448157879
540000,西藏自治区,2017,0.523845,0.04347,36,0.0355,34.81
540000,西藏自治区,2016,0.622437,0.09261,81,0.097792,32.59
540000,西藏自治区,2015,0.533213,0.088202,81,0.097792,42.61
540000,西藏自治区,2014,0.419494,0.07252,59,0.072309,43.77
540000,西藏自治区,2013,0.364948,0.055748,64,0.064048,18.06
540000,西藏自治区,2012,0.3432,0.0524,64,0.0681,32.41
540000,西藏自治区,2011,0.2943,0.0524,75,0.0681,24.06
540000,西藏自治区,2010,0.209,0.026,75,0.0681,25.4
540000,西藏自治区,2009,0.2174,0.0354,39,0.0575,29.62
540000,西藏自治区,2008,0.1993,0.0259,22,0.0417,25.13
540000,西藏自治区,2007,0.1983,0.0249,21,0.0417,24.4035532994924
540000,西藏自治区,2006,0.1608,0.0303,16,0.0368,21.41
540000,西藏自治区,2005,0.00626,0.00142,5,0.0108,
540000,西藏自治区,2004,0.001427,0.00142,2,0.0052,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,5.961567,1.451606,314,0.852799,39.3164764900443
610000,陕西省,2018,7.12848,1.408696,284,0.846367,38.7698799713761
610000,陕西省,2017,6.921934,1.35859,259,0.781875,39.88
610000,陕西省,2016,5.867896,1.217752,229,0.611586,40.14
610000,陕西省,2015,5.610763,1.171364,209,0.587709,40.57
610000,陕西省,2014,3.635402,1.099939,191,0.541716,40.46
610000,陕西省,2013,3.385268,1.013817,173,0.431954,40.19
610000,陕西省,2012,3.099,0.9552,152,0.3488,40.36
610000,陕西省,2011,2.8164,0.9118,130,0.3217,38.68
610000,陕西省,2010,2.6063,0.8402,124,0.2924,38.29
610000,陕西省,2009,2.3426,0.7256,113,0.256,38.76
610000,陕西省,2008,2.223,0.659,104,0.2474,38.72
610000,陕西省,2007,2.1524,0.6199,102,0.2215,37.6526770134999
610000,陕西省,2006,1.8873,0.4849,95,0.1947,36.22
610000,陕西省,2005,1.50031,0.402658,88,0.144778,
610000,陕西省,2004,1.38945,0.348063,67,0.15303,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,2.91861,0.920781,178,0.570633,36.0250422509478
620000,甘肃省,2018,2.72218,0.881634,172,0.547206,33.5005609405852
620000,甘肃省,2017,2.685101,0.961652,156,0.500173,33.28
620000,甘肃省,2016,2.633913,0.897569,131,0.575222,31.5
620000,甘肃省,2015,2.356009,0.777347,123,0.433478,30.2
620000,甘肃省,2014,2.234217,0.731958,116,0.407876,30.81
620000,甘肃省,2013,2.116634,0.66769,104,0.3649,32.07
620000,甘肃省,2012,1.8548,0.5373,97,0.2629,30.02
620000,甘肃省,2011,1.6337,0.457,92,0.2572,27.85
620000,甘肃省,2010,1.5275,0.4392,83,0.2451,27.12
620000,甘肃省,2009,1.4702,0.4257,81,0.2394,27.32
620000,甘肃省,2008,1.4054,0.4166,81,0.2357,25.88
620000,甘肃省,2007,1.2598,0.3537,75,0.2001,24.144352637003
620000,甘肃省,2006,0.9198,0.3663,77,0.1899,28.59
620000,甘肃省,2005,1.1548,0.351459,83,0.224917,
620000,甘肃省,2004,1.044947,0.304751,78,0.198645,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,0.730906,0.245574,54,0.169431,35.2121845810679
630000,青海省,2018,0.667677,0.220969,48,1.192291,33.9419472877417
630000,青海省,2017,0.642557,0.213731,45,0.1453,32.55
630000,青海省,2016,0.615149,0.201084,44,0.13646,31.12
630000,青海省,2015,0.573155,0.194201,41,0.13496,29.79
630000,青海省,2014,0.534018,0.178577,29,0.0949,31.56
630000,青海省,2013,0.477246,0.1581,29,0.0949,31.2
630000,青海省,2012,0.4033,0.1344,26,0.0895,32.5
630000,青海省,2011,0.3894,0.1229,26,0.0904,31.06
630000,青海省,2010,0.3387,0.1014,22,0.0478,29.38
630000,青海省,2009,0.329,0.0912,20,0.0474,29.02
630000,青海省,2008,0.313,0.0896,19,0.0464,28.17
630000,青海省,2007,0.3022,0.0851,19,0.0464,27.4740171712607
630000,青海省,2006,0.2744,0.0845,19,0.0464,26.72
630000,青海省,2005,0.243,0.056197,14,0.026585,
630000,青海省,2004,0.21398,0.063879,14,0.028968,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,2.621591,0.612719,100,0.347444,41.3447500255598
640000,宁夏回族自治区,2018,2.511488,0.604064,96,0.331279,40.5297412809394
640000,宁夏回族自治区,2017,2.641751,0.574664,79,0.304936,40.41
640000,宁夏回族自治区,2016,2.508818,0.520875,77,0.248465,40.43
640000,宁夏回族自治区,2015,2.413215,0.512647,77,0.241085,37.88
640000,宁夏回族自治区,2014,2.319529,0.489677,73,0.228217,37.98
640000,宁夏回族自治区,2013,2.1919,0.4621,69,0.2114,38.49
640000,宁夏回族自治区,2012,1.9833,0.4132,60,0.211,38.37
640000,宁夏回族自治区,2011,1.8399,0.3795,59,0.2086,37.45
640000,宁夏回族自治区,2010,1.7387,0.3626,57,0.203,38.75
640000,宁夏回族自治区,2009,1.4525,0.3275,51,0.1904,38.75
640000,宁夏回族自治区,2008,1.4546,0.235,45,0.1852,37.81
640000,宁夏回族自治区,2007,1.2067,0.2116,43,0.1777,33.5283451366793
640000,宁夏回族自治区,2006,0.8386,0.1736,36,0.1749,28.98
640000,宁夏回族自治区,2005,0.77265,0.138461,28,0.075803,
640000,宁夏回族自治区,2004,0.66072,0.120834,27,0.05636,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,7.693145,1.244467,312,0.758387,39.8997481746177
650000,新疆维吾尔自治区,2018,7.285333,1.08389,291,0.702142,39.6098198500274
650000,新疆维吾尔自治区,2017,6.892131,0.997211,214,0.581404,39.98
650000,新疆维吾尔自治区,2016,6.475535,0.910995,211,0.5633,38.51
650000,新疆维吾尔自治区,2015,6.077466,0.833822,178,0.472075,37.47
650000,新疆维吾尔自治区,2014,5.704972,0.77739,163,0.432477,36.83
650000,新疆维吾尔自治区,2013,5.356216,0.71188,150,0.37778,36.4
650000,新疆维吾尔自治区,2012,4.9512,0.6718,139,0.3681,35.88
650000,新疆维吾尔自治区,2011,4.4097,0.6185,137,0.3274,36.64
650000,新疆维吾尔自治区,2010,3.7686,0.543,131,0.3156,36.42
650000,新疆维吾尔自治区,2009,3.6359,0.5201,129,0.3146,36.3
650000,新疆维吾尔自治区,2008,3.4239,0.4666,124,0.3087,31.86
650000,新疆维吾尔自治区,2007,3.2648,0.4226,120,0.2879,32.0273476063477
650000,新疆维吾尔自治区,2006,1.8048,0.3728,123,0.2885,29.97
650000,新疆维吾尔自治区,2005,2.24664,0.332194,112,0.221126,
650000,新疆维吾尔自治区,2004,2.233932,0.33908,109,0.220284,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
