省份编码,省份,年份,公共交通车辆运营数(辆),公共汽电车运营数(辆),轨道交通配属车辆数(辆),运营线路总长度(公里),公共汽电车运营线路总长度(公里),轨道交通运营里程(公里),公共交通客运总量(万人次),公共汽电车客运量(万人次),轨道交通客运量(万人次),出租汽车(辆)
430000,湖南省,2001,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,
440000,广东省,2019,,64953,5602,,113594.8,885.2,,605351.3,538680.8,61437
440000,广东省,2018,,63588,5234,,110606.0,829.6,,609703.0,495175.0,64782
440000,广东省,2017,68535,63698,4837,100961.1,100219.0,742.1,1098428,648287.0,450141.0,66777
440000,广东省,2016,63670,59584,4086,102706.8,102075.0,631.8,1078618,689654.0,388964.0,68504
440000,广东省,2015,58747,55551,3196,96224,95773.0,451.0,1081937,729057.0,352880.0,68137
440000,广东省,2014,56862,53866,2996,94568,94131.0,437.0,1089333,757868.0,331465.0,66135
440000,广东省,2013,54659,52189,2470,89133,88696.0,437.0,1040821,743710.0,297111.0,65315
440000,广东省,2012,53089,50729,2360,87797,87384.0,413.0,1003098,739359.0,263739.0,62243
440000,广东省,2011,51736,49532,2204,79498,79085.0,413.0,884536,685606.0,198930.0,60624
440000,广东省,2010,41933,40509,1424,69784.5,69485.0,299.5,711136.5,576763.9,134372.6,59972
440000,广东省,2009,39212,38328,884,24030,23858.0,172.0,716429,656849.0,59580.0,57789
440000,广东省,2008,38226,37548,678,17677,17542.0,135.0,922699,849251.0,73448.0,55825
440000,广东省,2007,34973,34429,544,16438,16300.0,138.0,596176,546399.0,49777.0,51566
440000,广东省,2006,23566,23145,421,5124,5012.0,112.0,167928,139989.0,27939.0,36355
440000,广东省,2005,28979,28683,296,,,,482698.78,455579.07,27119.71,43831
440000,广东省,2004,16959,16737,222,,,,316148.99,299728.99,16420.0,34094
440000,广东省,2003,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,
450000,广西壮族自治区,2019,,10530,474,,17553.9,80.9,,94178.9,27338.1,17343
450000,广西壮族自治区,2018,,10852,306,,16555.0,53.1,,101027.0,21361.0,16402
450000,广西壮族自治区,2017,10339,10219,120,15484.1,15452.0,32.1,118925,109281.0,9644.0,17532
450000,广西壮族自治区,2016,9093,8949,144,13143.1,13111.0,32.1,118481,117839.0,642.0,17337
450000,广西壮族自治区,2015,8094,8094,,11465,11465.0,,121751,121751.0,,17025
450000,广西壮族自治区,2014,7774,7774,,10699,10699.0,,130990,130990.0,,16592
450000,广西壮族自治区,2013,7611,7611,,9733,9733.0,,138161,138161.0,,15249
450000,广西壮族自治区,2012,7430,7430,,9323,9323.0,,142505,142505.0,,15015
450000,广西壮族自治区,2011,7208,7208,,8360,8360.0,,143137,143137.0,,14139
450000,广西壮族自治区,2010,6839,6839,,8099,8099.0,,141941.9,141941.9,,13566
450000,广西壮族自治区,2009,6933,6933,,4960,4960.0,,133106,133106.0,,13888
450000,广西壮族自治区,2008,6274,6274,,3058,3058.0,,115894,115894.0,,13993
450000,广西壮族自治区,2007,5785,5785,,3143,3143.0,,117944,117944.0,,12426
450000,广西壮族自治区,2006,5477,5477,,3114,3114.0,,111810,111810.0,,12389
450000,广西壮族自治区,2005,5239,5239,,,,,107330.93,107330.93,,11970
450000,广西壮族自治区,2004,4748,4748,,,,,103303.56,103303.56,,11324
450000,广西壮族自治区,2003,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,
460000,海南省,2019,,4187,,,8338.3,,,28858.1,,6184
460000,海南省,2018,,4197,,,7302.0,,,29403.0,,6994
460000,海南省,2017,3717,3717,,6097,6097.0,,30635,30635.0,,6979
460000,海南省,2016,3080,3080,,5866,5866.0,,43803,43803.0,,6683
460000,海南省,2015,2938,2938,,5856,5856.0,,42471,42471.0,,6296
460000,海南省,2014,2879,2879,,4758,4758.0,,43815,43815.0,,6105
460000,海南省,2013,2670,2670,,4022,4022.0,,43756,43756.0,,5594
460000,海南省,2012,2614,2614,,5600,5600.0,,43306,43306.0,,4998
460000,海南省,2011,2356,2356,,4737,4737.0,,39908,39908.0,,4651
460000,海南省,2010,1964,1964,,3818,3818.0,,36470.4,36470.4,,3978
460000,海南省,2009,1676,1676,,1211,1211.0,,30746,30746.0,,3687
460000,海南省,2008,1549,1549,,580,580.0,,222928,222928.0,,3843
460000,海南省,2007,1331,1331,,486,486.0,,26381,26381.0,,3894
460000,海南省,2006,1351,1351,,512,512.0,,26452,26452.0,,3927
460000,海南省,2005,1362,1322,40,,,,26798,25971.0,827.0,3988
460000,海南省,2004,1163,1163,,,,,12833,12833.0,,3987
460000,海南省,2003,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,
500000,重庆市,2019,,13226,2130,,27105.2,328.5,,240421.3,104187.0,22385
500000,重庆市,2018,,12251,1806,,16394.0,313.4,,235762.0,85787.0,21993
500000,重庆市,2017,13944,12768,1176,16428.1,16164.0,264.1,322446,248136.0,74310.0,21871
500000,重庆市,2016,12810,11832,978,14565.3,14352.0,213.3,319626,250283.0,69343.0,21100
500000,重庆市,2015,12491,11573,918,13544,13342.0,202.0,310167,246920.0,63247.0,20631
500000,重庆市,2014,11769,10881,888,12191,11989.0,202.0,292391,240681.0,51710.0,19629
500000,重庆市,2013,11382,10680,702,17141.9,16972.0,169.9,261391,221342.0,40049.0,17096
500000,重庆市,2012,8540,7982,558,8959,8828.0,131.0,201331,176968.0,24363.0,15520
500000,重庆市,2011,8118,7822,296,8950,8880.0,70.0,183262,174930.0,8332.0,15004
500000,重庆市,2010,7660,7552,108,11200.4,11183.0,17.4,166507.8,161931.8,4576.0,14021
500000,重庆市,2009,7130,7046,84,2724,2705.0,19.0,145647,141466.0,4181.0,9295
500000,重庆市,2008,8727,8667,60,3050,3033.0,17.0,159194,155206.0,3988.0,12454
500000,重庆市,2007,8471,8411,60,2939,2922.0,17.0,150113,146766.0,3347.0,17208
500000,重庆市,2006,7959,7907,52,2606,2589.0,17.0,127614,125412.0,2202.0,16594
500000,重庆市,2005,7267,7267,,,,,111324.16,111324.16,,16376
500000,重庆市,2004,6794,6778,16,,,,95180.8,95174.0,6.8,15665
500000,重庆市,2003,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,
510000,四川省,2019,,29337,2764,,38159.6,341.5,,361270.5,140011.0,34499
510000,四川省,2018,,28910,1889,,34213.0,240.0,,354906.0,115756.0,34552
510000,四川省,2017,28502,27086,1416,31216.1,31041.0,175.1,413213,360209.0,53004.0,32611
510000,四川省,2016,23583,22617,966,24909.5,24804.0,105.5,406466,350249.0,56217.0,33394
510000,四川省,2015,21998,21266,732,22831,22745.0,86.0,406821,379658.0,27163.0,35342
510000,四川省,2014,22797,22407,390,20883.3,20824.0,59.3,413075,390383.0,22692.0,34304
510000,四川省,2013,22127,21815,312,19975.3,19927.0,48.3,380254,360895.0,19359.0,33142
510000,四川省,2012,19628,19388,240,19179.5,19140.0,39.5,357333,347025.0,10308.0,31818
510000,四川省,2011,17699,17597,102,16747.5,16729.0,18.5,319471,313943.0,5528.0,29495
510000,四川省,2010,15288,15186,102,15257.5,15239.0,18.5,290690.9,289504.0,1186.9,27022
510000,四川省,2009,14583,14583,,8705,8705.0,,276147,276147.0,,25622
510000,四川省,2008,14184,14184,,5090,5090.0,,425191,425191.0,,28116
510000,四川省,2007,12280,12280,,5980,5980.0,,229929,229929.0,,25002
510000,四川省,2006,11459,11459,,4602,4602.0,,205860,205860.0,,24529
510000,四川省,2005,10578,10578,,,,,192983.2,192983.2,,24513
510000,四川省,2004,9792,9792,,,,,173540.88,173540.88,,24766
510000,四川省,2003,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,
520000,贵州省,2019,,7583,204,,12728.7,34.8,,139686.8,5063.6,25679
520000,贵州省,2018,,7178,186,,11767.0,33.7,,147304.0,744.0,20265
520000,贵州省,2017,7018,7018,,10277,10277.0,,141536,141536.0,,21249
520000,贵州省,2016,6565,6565,,8656,8656.0,,155528,155528.0,,19021
520000,贵州省,2015,6168,6168,,6990,6990.0,,131291,131291.0,,17399
520000,贵州省,2014,5834,5834,,6269,6269.0,,142596,142596.0,,15967
520000,贵州省,2013,5454,5454,,5300,5300.0,,139265,139265.0,,15266
520000,贵州省,2012,5031,5031,,5305,5305.0,,132200,132200.0,,13266
520000,贵州省,2011,4879,4879,,5201,5201.0,,122646,122646.0,,10260
520000,贵州省,2010,4584,4584,,5143,5143.0,,113504.8,113504.8,,9091
520000,贵州省,2009,4439,4439,,2790,2790.0,,405571,405571.0,,8652
520000,贵州省,2008,4690,4690,,1135,1135.0,,98506,98506.0,,8457
520000,贵州省,2007,4670,4670,,1107,1107.0,,94955,94955.0,,8542
520000,贵州省,2006,3274,3274,,1225,1225.0,,84503,84503.0,,8738
520000,贵州省,2005,5006,5006,,,,,86310.04,86310.04,,8677
520000,贵州省,2004,5038,5038,,,,,79337.18,79337.18,,8505
520000,贵州省,2003,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,
530000,云南省,2019,,11856,492,,21884.5,88.7,,145192.3,21399.5,20001
530000,云南省,2018,,11372,492,,20532.0,88.7,,142703.0,19958.0,19572
530000,云南省,2017,11134,10642,492,21459.2,21373.0,86.2,153795,141312.0,12483.0,19061
530000,云南省,2016,11166,10926,240,20821.3,20775.0,46.3,156646,147825.0,8821.0,19130
530000,云南省,2015,10108,9868,240,19883.3,19824.0,59.3,158429,150062.0,8367.0,18793
530000,云南省,2014,9334,9100,234,16679.3,16620.0,59.3,152878,147956.0,4922.0,17746
530000,云南省,2013,8605,8533,72,15126.2,15086.0,40.2,150294,149918.0,376.0,17580
530000,云南省,2012,8187,8187,,16329,16329.0,,148409,148409.0,,17302
530000,云南省,2011,7531,7531,,16240,16240.0,,137730,137730.0,,15415
530000,云南省,2010,7135,7135,,13218,13218.0,,138213.4,138213.4,,15164
530000,云南省,2009,6286,6286,,5928,5928.0,,121842,121842.0,,14752
530000,云南省,2008,6717,6717,,2588,2588.0,,106495,106495.0,,15903
530000,云南省,2007,6413,6413,,2552,2552.0,,98305,98305.0,,15668
530000,云南省,2006,5931,5931,,4195,4195.0,,81582,81582.0,,15312
530000,云南省,2005,5547,5547,,,,,73732.72,73732.72,,15794
530000,云南省,2004,4946,4946,,,,,58330,58330.0,,16102
530000,云南省,2003,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,
540000,西藏自治区,2019,,674,,,1852.9,,,9256.6,,2365
540000,西藏自治区,2018,,708,,,1848.0,,,9615.0,,2365
540000,西藏自治区,2017,640,640,,1538,1538.0,,9120,9120.0,,2218
540000,西藏自治区,2016,580,580,,1035,1035.0,,8688,8688.0,,1882
540000,西藏自治区,2015,544,544,,1035,1035.0,,9128,9128.0,,1882
540000,西藏自治区,2014,451,451,,997,997.0,,8380,8380.0,,1554
540000,西藏自治区,2013,382,382,,963,963.0,,8001,8001.0,,1354
540000,西藏自治区,2012,396,396,,834,834.0,,7139,7139.0,,1379
540000,西藏自治区,2011,366,366,,790,790.0,,7251,7251.0,,1379
540000,西藏自治区,2010,940,940,,949,949.0,,5295.9,5295.9,,1357
540000,西藏自治区,2009,751,751,,748,748.0,,5618,5618.0,,1544
540000,西藏自治区,2008,784,784,,262,262.0,,6861,6861.0,,1341
540000,西藏自治区,2007,814,814,,262,262.0,,6991,6991.0,,1341
540000,西藏自治区,2006,680,680,,208,208.0,,1365,1365.0,,1341
540000,西藏自治区,2005,1040,1040,,,,,778,778.0,,1351
540000,西藏自治区,2004,1249,1249,,,,,590,590.0,,1341
540000,西藏自治区,2003,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,
610000,陕西省,2019,,15018,1122,,14329.9,129.5,,227252.0,94368.4,27939
610000,陕西省,2018,,13567,1050,,12370.0,123.4,,223316.0,73930.0,25543
610000,陕西省,2017,13309,12559,750,11612,11523.0,89.0,281740,221206.0,60534.0,25468
610000,陕西省,2016,12696,12066,630,10542,10453.0,89.0,269406,228590.0,40816.0,24458
610000,陕西省,2015,11940,11616,324,9882.9,9832.0,50.9,269203,234994.0,34209.0,24052
610000,陕西省,2014,11647,11365,282,9469.9,9419.0,50.9,269246,239293.0,29953.0,23766
610000,陕西省,2013,11750,11468,282,8782.7,8738.0,44.7,250732,238542.0,12190.0,22684
610000,陕西省,2012,10948,10840,108,9206.9,9187.0,19.9,254599,248687.0,5912.0,22657
610000,陕西省,2011,10692,10608,84,8856.9,8837.0,19.9,242897,241279.0,1618.0,22385
610000,陕西省,2010,9953,9953,,8697,8697.0,,223728.6,223728.6,,21288
610000,陕西省,2009,9103,9103,,2620,2620.0,,198598,198598.0,,20278
610000,陕西省,2008,8666,8666,,2028,2028.0,,185848,185848.0,,20003
610000,陕西省,2007,8435,8435,,2057,2057.0,,159770,159770.0,,21392
610000,陕西省,2006,7840,7840,,2244,2244.0,,134636,134636.0,,23127
610000,陕西省,2005,6908,6908,,,,,114793.88,114793.88,,22475
610000,陕西省,2004,6302,6302,,,,,93600.07,93600.07,,20216
610000,陕西省,2003,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,
620000,甘肃省,2019,,7314,156,,13209.6,25.5,,138368.4,3250.0,24582
620000,甘肃省,2018,,6519,,,9914.0,,,126406.0,,24586
620000,甘肃省,2017,5850,5850,,7392,7392.0,,124946,124946.0,,23737
620000,甘肃省,2016,5233,5233,,6429,6429.0,,114549,114549.0,,23395
620000,甘肃省,2015,5275,5275,,5935,5935.0,,109823,109823.0,,21422
620000,甘肃省,2014,5488,5488,,5872,5872.0,,113738,113738.0,,20337
620000,甘肃省,2013,5359,5359,,4969,4969.0,,110711,110711.0,,20687
620000,甘肃省,2012,5214,5214,,4907,4907.0,,102846,102846.0,,19324
620000,甘肃省,2011,4965,4965,,4513,4513.0,,96662,96662.0,,19465
620000,甘肃省,2010,4382,4382,,4173,4173.0,,85327,85327.0,,19309
620000,甘肃省,2009,4172,4172,,2405,2405.0,,72966,72966.0,,21347
620000,甘肃省,2008,4048,4048,,2171,2171.0,,74647,74647.0,,20615
620000,甘肃省,2007,3578,3578,,1366,1366.0,,60858,60858.0,,20528
620000,甘肃省,2006,3362,3362,,1147,1147.0,,59489,59489.0,,17073
620000,甘肃省,2005,3515,3515,,,,,48410.5,48410.5,,18339
620000,甘肃省,2004,3089,3089,,,,,45944.8,45944.8,,19201
620000,甘肃省,2003,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,
630000,青海省,2019,,2410,,,2618.7,,,36242.3,,8641
630000,青海省,2018,,2375,,,3261.0,,,36807.0,,8637
630000,青海省,2017,2339,2339,,3177,3177.0,,36710,36710.0,,8637
630000,青海省,2016,2248,2248,,3039,3039.0,,37768,37768.0,,8344
630000,青海省,2015,2071,2071,,2276,2276.0,,37909,37909.0,,8006
630000,青海省,2014,2113,2113,,1978,1978.0,,34971,34971.0,,7269
630000,青海省,2013,2083,2083,,1979,1979.0,,41760,41760.0,,7119
630000,青海省,2012,2067,2067,,1937,1937.0,,39135,39135.0,,7119
630000,青海省,2011,2038,2038,,1870,1870.0,,39158,39158.0,,7119
630000,青海省,2010,2175,2175,,1554,1554.0,,38964,38964.0,,7119
630000,青海省,2009,1994,1994,,1057,1057.0,,42158,42158.0,,7041
630000,青海省,2008,1899,1899,,522,522.0,,60037,60037.0,,6599
630000,青海省,2007,1937,1937,,515,515.0,,56798,56798.0,,6547
630000,青海省,2006,2000,2000,,492,492.0,,42483,42483.0,,6768
630000,青海省,2005,1839,1839,,,,,37081.25,37081.25,,6894
630000,青海省,2004,1559,1559,,,,,26304,26304.0,,6894
630000,青海省,2003,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,
640000,宁夏回族自治区,2019,,3085,,,6537.8,,,32546.4,,12845
640000,宁夏回族自治区,2018,,3393,,,5870.0,,,32154.0,,12581
640000,宁夏回族自治区,2017,3823,3823,,6154,6154.0,,40744,40744.0,,12765
640000,宁夏回族自治区,2016,3357,3357,,5019,5019.0,,41898,41898.0,,12504
640000,宁夏回族自治区,2015,3475,3475,,5036,5036.0,,42377,42377.0,,12571
640000,宁夏回族自治区,2014,3296,3296,,5890,5890.0,,42744,42744.0,,12831
640000,宁夏回族自治区,2013,3192,3192,,5342,5342.0,,41664,41664.0,,13189
640000,宁夏回族自治区,2012,3042,3042,,4813,4813.0,,37441,37441.0,,13107
640000,宁夏回族自治区,2011,2570,2570,,4658,4658.0,,30427,30427.0,,12827
640000,宁夏回族自治区,2010,2382,2382,,4325,4325.0,,27129.9,27129.9,,12978
640000,宁夏回族自治区,2009,2133,2133,,2708,2708.0,,26993,26993.0,,12582
640000,宁夏回族自治区,2008,1889,1889,,847,847.0,,20567,20567.0,,12336
640000,宁夏回族自治区,2007,1633,1633,,696,696.0,,13053,13053.0,,11985
640000,宁夏回族自治区,2006,1698,1698,,754,754.0,,13890,13890.0,,11671
640000,宁夏回族自治区,2005,1448,1448,,,,,12205.78,12205.78,,11183
640000,宁夏回族自治区,2004,1172,1172,,,,,10754,10754.0,,10853
640000,宁夏回族自治区,2003,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,
650000,新疆维吾尔自治区,2019,,8949,156,,10322.4,26.8,,133252.9,2552.0,34547
650000,新疆维吾尔自治区,2018,,8807,84,,11269.0,16.7,,138341.0,244.0,33499
650000,新疆维吾尔自治区,2017,8919,8919,,9254,9254.0,,143378,143378.0,,33406
650000,新疆维吾尔自治区,2016,9250,9250,,8429,8429.0,,151588,151588.0,,32284
650000,新疆维吾尔自治区,2015,9587,9587,,8184,8184.0,,154834,154834.0,,31704
650000,新疆维吾尔自治区,2014,9402,9402,,7663,7663.0,,155845,155845.0,,30845
650000,新疆维吾尔自治区,2013,8631,8631,,7583,7583.0,,153091,153091.0,,30529
650000,新疆维吾尔自治区,2012,8155,8155,,7568,7568.0,,151397,151397.0,,28351
650000,新疆维吾尔自治区,2011,7723,7723,,7103,7103.0,,138388,138388.0,,27599
650000,新疆维吾尔自治区,2010,7353,7353,,10258,10258.0,,132083.7,132083.7,,24546
650000,新疆维吾尔自治区,2009,8082,8082,,4241,4241.0,,119086,119086.0,,24650
650000,新疆维吾尔自治区,2008,8043,8043,,2311,2311.0,,123554,123554.0,,24614
650000,新疆维吾尔自治区,2007,8512,8512,,2410,2410.0,,117090,117090.0,,24269
650000,新疆维吾尔自治区,2006,7822,7822,,1983,1983.0,,105368,105368.0,,22359
650000,新疆维吾尔自治区,2005,7553,7553,,,,,94292.2,94292.2,,23328
650000,新疆维吾尔自治区,2004,7438,7438,,,,,84707.17,84707.17,,23008
650000,新疆维吾尔自治区,2003,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,
