省份编码,省份,年份,道路清扫保洁面积(万平方米),生活垃圾清运量(万吨),粪便清运量(万吨),市容环卫专用车辆设备(台),公共厕所数量(座),三类以上公共厕所数量(座)
520000,贵州省,2007,2647.0,183.9,16.57,605,1067,839
520000,贵州省,2006,2352.0,181.1,11.1,586,1195,914
520000,贵州省,2005,2163.9,176.5,6.1,561,1071,
520000,贵州省,2004,1885.9,202.5,11.7,538,896,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,19219.9,455.908145,,4509,4610,4466
530000,云南省,2018,14102.27,435.782772,,4617,6158,5858
530000,云南省,2017,17237.0,409.13,,3933,5091,4888
530000,云南省,2016,18986.0,432.05,15.05,3211,3240,2911
530000,云南省,2015,16769.0,371.04,20.99,2699,2619,2330
530000,云南省,2014,15547.0,349.54,16.11,2314,2374,1995
530000,云南省,2013,13713.0,324.13,15.92,3731,2534,2065
530000,云南省,2012,15643.0,306.74,17.74,2102,2409,2002
530000,云南省,2011,12160.0,300.2,19.45,1860,1739,1468
530000,云南省,2010,9726.0,265.47,27.33,1783,1654,1416
530000,云南省,2009,6956.0,282.11,31.25,1538,1463,1278
530000,云南省,2008,5896.0,283.7,23.28,1436,1315,1106
530000,云南省,2007,5349.0,256.58,45.08,1345,901,614
530000,云南省,2006,4650.0,218.3,50.6,1295,1151,824
530000,云南省,2005,4437.2,205.7,101.7,1331,1180,
530000,云南省,2004,3027.9,200.1,60.5,990,1091,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,1949.03,64.7189,,790,670,127
540000,西藏自治区,2018,1738.52,53.932041,,504,436,61
540000,西藏自治区,2017,976.0,46.5,,412,360,40
540000,西藏自治区,2016,5811.0,46.09,0.12,332,317,160
540000,西藏自治区,2015,5714.0,32.92,0.12,337,317,160
540000,西藏自治区,2014,2413.0,30.78,,251,303,172
540000,西藏自治区,2013,1739.0,24.11,,156,285,160
540000,西藏自治区,2012,678.0,25.62,,38,43,
540000,西藏自治区,2011,600.0,17.26,,10,165,7
540000,西藏自治区,2010,539.0,16.3,,20,187,9
540000,西藏自治区,2009,613.0,22.91,0.83,88,216,162
540000,西藏自治区,2008,639.0,23.0,0.78,84,214,145
540000,西藏自治区,2007,606.0,21.89,0.73,81,211,140
540000,西藏自治区,2006,531.0,150.0,,91,212,170
540000,西藏自治区,2005,424.4,44.5,2.5,28,119,
540000,西藏自治区,2004,262.0,38.0,0.7,18,81,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,19163.46,633.982918,,4642,6129,5909
610000,陕西省,2018,15521.48,650.223128,,5277,6323,6078
610000,陕西省,2017,19232.0,379.23,,4226,5350,4997
610000,陕西省,2016,15388.0,532.79,7.25,3318,4427,4330
610000,陕西省,2015,15884.0,522.74,9.08,3196,4266,4161
610000,陕西省,2014,15338.0,517.93,15.97,2938,3794,3707
610000,陕西省,2013,14515.0,437.31,15.61,2515,3285,3173
610000,陕西省,2012,12267.0,433.1,22.92,2072,2872,2620
610000,陕西省,2011,11567.0,428.27,37.16,2009,2816,2581
610000,陕西省,2010,10546.0,388.32,18.52,1719,2466,2196
610000,陕西省,2009,9570.0,356.23,20.51,1631,2270,2108
610000,陕西省,2008,8216.0,319.7,24.34,1368,2340,1876
610000,陕西省,2007,7420.0,333.64,25.84,1344,2104,1589
610000,陕西省,2006,6275.0,290.0,18.2,1274,1578,1241
610000,陕西省,2005,4870.7,370.7,14.0,1033,1717,
610000,陕西省,2004,4875.4,350.2,18.1,929,1331,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,12565.78,279.706535,,5489,1964,1727
620000,甘肃省,2018,11756.43,281.190947,,5248,1999,1706
620000,甘肃省,2017,10368.0,254.61,,4021,1694,1479
620000,甘肃省,2016,9556.0,257.18,16.16,2153,1664,1359
620000,甘肃省,2015,8294.0,262.68,18.02,1923,1518,1202
620000,甘肃省,2014,7478.0,252.97,17.58,1717,1430,1153
620000,甘肃省,2013,7298.0,272.82,19.42,1531,1367,1097
620000,甘肃省,2012,6235.0,270.54,17.07,1499,1334,949
620000,甘肃省,2011,5904.0,276.18,17.72,1231,1286,896
620000,甘肃省,2010,5816.0,278.25,20.97,1045,1173,833
620000,甘肃省,2009,6016.0,263.59,23.41,906,1159,806
620000,甘肃省,2008,5254.0,262.43,22.33,877,1130,823
620000,甘肃省,2007,4314.0,259.92,22.39,517,985,689
620000,甘肃省,2006,4216.0,269.2,43.6,519,995,651
620000,甘肃省,2005,3554.3,297.8,52.8,566,1094,
620000,甘肃省,2004,3625.64,292.1,58.5,634,1239,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,3457.7,109.404481,,915,751,699
630000,青海省,2018,3085.0,113.529947,,713,712,163
630000,青海省,2017,3017.0,77.72,,697,698,654
630000,青海省,2016,2944.0,81.99,1.35,520,698,441
630000,青海省,2015,2699.0,82.24,1.35,475,691,327
630000,青海省,2014,2529.0,77.6,1.3,475,669,302
630000,青海省,2013,2430.0,74.06,1.96,424,651,280
630000,青海省,2012,2070.0,66.25,1.25,319,592,257
630000,青海省,2011,1999.0,83.05,1.2,336,592,257
630000,青海省,2010,1951.0,86.31,1.15,330,553,220
630000,青海省,2009,1807.0,87.35,1.25,304,540,201
630000,青海省,2008,1673.0,63.55,,281,513,181
630000,青海省,2007,1573.0,64.71,1.75,238,490,156
630000,青海省,2006,1367.0,59.8,34.3,196,474,135
630000,青海省,2005,1030.0,54.4,28.0,187,397,
630000,青海省,2004,1327.7,57.7,25.0,171,420,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,9095.2,130.525829,,2083,869,834
640000,宁夏回族自治区,2018,8437.9,117.700487,,2177,786,736
640000,宁夏回族自治区,2017,8920.0,119.03,,1852,759,692
640000,宁夏回族自治区,2016,8048.0,112.15,5.69,1532,747,693
640000,宁夏回族自治区,2015,7956.0,132.24,6.77,1597,746,657
640000,宁夏回族自治区,2014,7482.0,118.41,3.88,1099,687,576
640000,宁夏回族自治区,2013,6716.0,105.98,2.7,1051,671,587
640000,宁夏回族自治区,2012,5021.0,116.23,3.12,672,604,502
640000,宁夏回族自治区,2011,4120.0,120.48,3.92,634,764,652
640000,宁夏回族自治区,2010,3347.0,91.89,4.97,554,936,511
640000,宁夏回族自治区,2009,3067.0,70.42,2.38,430,465,369
640000,宁夏回族自治区,2008,3458.0,95.74,2.92,492,882,419
640000,宁夏回族自治区,2007,2848.0,109.98,7.91,373,825,446
640000,宁夏回族自治区,2006,2607.0,97.3,3.2,357,803,329
640000,宁夏回族自治区,2005,2127.4,96.4,5.0,332,938,
640000,宁夏回族自治区,2004,1686.5,135.3,10.1,316,940,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,19390.25,371.917822,,7461,2293,1624
650000,新疆维吾尔自治区,2018,15883.2,390.6653,,6776,2292,1530
650000,新疆维吾尔自治区,2017,15026.0,371.37,,5747,2288,1762
650000,新疆维吾尔自治区,2016,15022.0,378.66,0.16,5827,2441,1855
650000,新疆维吾尔自治区,2015,14489.0,380.04,0.06,5320,2493,1757
650000,新疆维吾尔自治区,2014,12921.0,360.63,0.42,4622,2431,1709
650000,新疆维吾尔自治区,2013,12315.0,352.33,0.33,4066,2235,1415
650000,新疆维吾尔自治区,2012,10445.0,352.69,0.37,3365,2162,1262
650000,新疆维吾尔自治区,2011,9951.0,344.48,3.39,2335,2128,1201
650000,新疆维吾尔自治区,2010,7843.0,303.27,4.12,1627,2035,1235
650000,新疆维吾尔自治区,2009,7016.0,298.23,4.8,1374,1902,1163
650000,新疆维吾尔自治区,2008,6476.0,292.58,7.37,1314,2552,1769
650000,新疆维吾尔自治区,2007,6133.0,340.19,20.11,1222,2458,1655
650000,新疆维吾尔自治区,2006,6298.0,307.2,5.4,1188,2478,1653
650000,新疆维吾尔自治区,2005,5670.5,343.6,3.9,1094,1905,
650000,新疆维吾尔自治区,2004,5299.9,345.3,8.7,1058,2030,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
