省份编码,省份,年份,道路长度(万公里),道路面积(万平方米),城市桥梁(座),城市排水管道长度(万公里),城市污水日处理能力(万立方米),城市道路照明灯(盏)
500000,重庆市,2004,0.344839,5206.05,630,0.375246,63.38,179468
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,2.04022,42935.71,3247,3.827566,755.78,1550215
510000,四川省,2018,1.783184,37968.36,2845,3.301114,708.84,1444071
510000,四川省,2017,1.607696,33978.95,2557,2.850195,670.5,1344947
510000,四川省,2016,1.483517,31352.18,2355,2.648555,609.5,1189141
510000,四川省,2015,1.337783,27937.49,2081,2.248637,565.9,984428
510000,四川省,2014,1.248799,26264.47,2027,2.060644,527.6,929417
510000,四川省,2013,1.186629,24700,2123,1.951887,444.0,881766
510000,四川省,2012,1.128665,22627.86,1798,1.875275,403.1,836531
510000,四川省,2011,1.019245,20257.7,1615,1.57422,391.0,750825
510000,四川省,2010,0.95842,18743.3,1573,1.4498,373.3,686860
510000,四川省,2009,0.90836,17292.6,1555,1.2883,352.4,663422
510000,四川省,2008,0.84788,15821,1472,1.2499,324.6,611859
510000,四川省,2007,0.8128,14858,1413,1.178,267.0,579685
510000,四川省,2006,0.7842,14146,1447,1.0086,239.1,595000
510000,四川省,2005,0.902116,15266.45,1936,0.96557,226.4,711435
510000,四川省,2004,0.826384,14015.36,1926,0.894694,203.07,642540
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,0.534732,11785.9,715,1.00346,280.11,626167
520000,贵州省,2018,0.496894,10574.62,701,0.825146,253.64,604012
520000,贵州省,2017,0.434463,8930.39,705,0.719448,201.6,493482
520000,贵州省,2016,0.402247,8207.59,714,0.606029,183.9,473618
520000,贵州省,2015,0.353834,7201.24,683,0.589515,144.0,421684
520000,贵州省,2014,0.329495,6531.45,573,0.557661,140.8,401338
520000,贵州省,2013,0.311807,5967.29,537,0.525956,188.5,367663
520000,贵州省,2012,0.252109,4103.26,436,0.364777,124.8,271026
520000,贵州省,2011,0.241856,3883.59,408,0.369465,122.8,251437
520000,贵州省,2010,0.22574,3604.1,385,0.3327,122.0,203762
520000,贵州省,2009,0.22255,3356.1,358,0.3135,79.5,205159
520000,贵州省,2008,0.21646,3268,351,0.3119,60.5,181528
520000,贵州省,2007,0.2146,3238,350,0.3089,51.5,169922
520000,贵州省,2006,0.204,2884,274,0.3045,32.3,174000
520000,贵州省,2005,0.220364,2959.5,302,0.359961,34.5,136740
520000,贵州省,2004,0.20579,2623,300,0.318374,23.25,100437
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,0.779278,15050.17,827,1.535675,299.03,623986
530000,云南省,2018,0.695377,13587.04,801,1.377543,252.8,559921
530000,云南省,2017,0.606185,11855.89,756,1.361634,254.7,500123
530000,云南省,2016,0.599515,14767.62,731,1.313257,250.9,514823
530000,云南省,2015,0.616568,12690.35,693,1.147739,245.2,473939
530000,云南省,2014,0.733784,14181.88,653,1.01362,233.5,413222
530000,云南省,2013,0.522913,9905.69,665,0.606357,233.7,386760
530000,云南省,2012,0.485479,10297.42,639,0.52756,229.7,352667
530000,云南省,2011,0.45692,9506.86,672,0.47613,231.3,320544
530000,云南省,2010,0.40493,7982.5,549,0.4419,226.4,318498
530000,云南省,2009,0.34709,6594.7,487,0.4049,147.4,252943
530000,云南省,2008,0.44646,7448,570,0.4113,123.8,243018
530000,云南省,2007,0.3129,5515,583,0.4097,131.6,231799
530000,云南省,2006,0.2895,4533,489,0.3508,179.0,157000
530000,云南省,2005,0.276702,3836.6,569,0.295236,173.92,183147
530000,云南省,2004,0.250264,3393.3,517,0.265316,161.21,162611
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,0.082697,1663.52,41,0.083119,29.94,28149
540000,西藏自治区,2018,0.078103,1351.55,40,0.071913,28.14,28149
540000,西藏自治区,2017,0.068787,1092.73,34,0.065142,26.2,26060
540000,西藏自治区,2016,0.113386,1985.95,18,0.142203,25.9,60242
540000,西藏自治区,2015,0.103686,1890.95,18,0.142203,7.4,59648
540000,西藏自治区,2014,0.05853,969.96,10,0.060983,6.2,28762
540000,西藏自治区,2013,0.040749,814.05,10,0.054563,5.0,19772
540000,西藏自治区,2012,0.03962,792.7,13,0.03553,5.0,20414
540000,西藏自治区,2011,0.037753,658.42,30,0.0293,,18729
540000,西藏自治区,2010,0.03406,595.6,38,0.0293,,10360
540000,西藏自治区,2009,0.0321,618.8,29,0.0343,,23651
540000,西藏自治区,2008,0.03178,618,29,0.0323,,23268
540000,西藏自治区,2007,0.0316,560,29,0.031,,22763
540000,西藏自治区,2006,0.0313,541,29,0.031,,16000
540000,西藏自治区,2005,0.048697,529.29,32,0.027879,,13006
540000,西藏自治区,2004,0.040788,428.96,32,0.022019,,11085
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,0.911411,21038.6,799,1.10169,397.15,824590
610000,陕西省,2018,0.864253,19734.54,845,1.041537,390.3,748076
610000,陕西省,2017,0.78859,17537.77,801,0.970364,304.0,723615
610000,陕西省,2016,0.678282,15264.73,764,0.867798,348.0,653917
610000,陕西省,2015,0.650754,14601.79,743,0.802615,337.5,638418
610000,陕西省,2014,0.617007,13557.33,678,0.723702,280.5,622187
610000,陕西省,2013,0.58022,12697.89,643,0.676659,250.2,604187
610000,陕西省,2012,0.54217,12137.12,618,0.63828,227.2,585751
610000,陕西省,2011,0.496357,10965.82,600,0.580878,212.5,552852
610000,陕西省,2010,0.48099,10536.6,545,0.5666,209.3,517022
610000,陕西省,2009,0.46042,9995.2,537,0.4894,171.8,495251
610000,陕西省,2008,0.43494,9588,545,0.453,157.1,477524
610000,陕西省,2007,0.4072,8969,516,0.4303,104.0,446678
610000,陕西省,2006,0.3595,7458,484,0.3947,141.8,306000
610000,陕西省,2005,0.319062,6457.3,477,0.325019,68.09,225373
610000,陕西省,2004,0.306047,5526.7,394,0.291925,41.39,156488
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,0.558492,12449.95,674,0.727993,160.4,354166
620000,甘肃省,2018,0.509199,11561.11,648,0.69552,153.25,340853
620000,甘肃省,2017,0.488967,10677.51,629,0.642796,142.9,318333
620000,甘肃省,2016,0.466787,9932.53,587,0.580232,131.7,306934
620000,甘肃省,2015,0.448906,9650.21,540,0.555755,160.2,296520
620000,甘肃省,2014,0.415073,8758.08,445,0.50162,161.0,265456
620000,甘肃省,2013,0.379561,7958.39,393,0.388106,166.5,243035
620000,甘肃省,2012,0.357973,7093.41,385,0.328231,159.1,225814
620000,甘肃省,2011,0.350338,6913.1,379,0.314428,136.8,216031
620000,甘肃省,2010,0.33992,6599.1,358,0.3092,108.3,188064
620000,甘肃省,2009,0.33015,6017.5,357,0.3053,115.0,175185
620000,甘肃省,2008,0.31017,5490,333,0.287,152.0,154117
620000,甘肃省,2007,0.2532,5090,313,0.2653,125.8,138874
620000,甘肃省,2006,0.328,5980,151,0.2586,111.3,142000
620000,甘肃省,2005,0.296016,4972.13,315,0.27219,72.86,126258
620000,甘肃省,2004,0.281015,4813.26,307,0.262036,70.86,118703
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,0.148547,3796.7,212,0.326916,60.7,146458
630000,青海省,2018,0.117629,3123.69,211,0.222296,47.8,133177
630000,青海省,2017,0.111656,2752.74,210,0.190722,44.4,131213
630000,青海省,2016,0.101936,2058.97,144,0.174353,51.8,122052
630000,青海省,2015,0.098746,1969.9,144,0.166778,41.9,120010
630000,青海省,2014,0.092534,1835.15,127,0.146916,34.2,115779
630000,青海省,2013,0.090161,1784.7,126,0.139131,34.2,113846
630000,青海省,2012,0.077291,1529.18,85,0.115459,32.1,103369
630000,青海省,2011,0.073753,1429.5,82,0.11148,32.1,99938
630000,青海省,2010,0.07108,1357.3,68,0.1014,19.8,68800
630000,青海省,2009,0.06904,1285.5,67,0.0907,17.8,67450
630000,青海省,2008,0.06496,1173,63,0.0868,17.8,65263
630000,青海省,2007,0.061,1058,63,0.073,13.5,64238
630000,青海省,2006,0.0593,1010,63,0.0678,13.5,63000
630000,青海省,2005,0.05573,935.9,63,0.055441,8.5,29316
630000,青海省,2004,0.053994,888.7,63,0.05347,8.5,22856
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,0.266261,7625.45,213,0.22069,108.55,238104
640000,宁夏回族自治区,2018,0.240385,6798.16,202,0.203649,100.0,235939
640000,宁夏回族自治区,2017,0.232442,6545.36,216,0.190423,92.5,247589
640000,宁夏回族自治区,2016,0.221423,6577.57,193,0.162637,91.0,258348
640000,宁夏回族自治区,2015,0.214615,6376.19,188,0.160785,82.0,266358
640000,宁夏回族自治区,2014,0.213415,6332.18,183,0.145951,65.5,227011
640000,宁夏回族自治区,2013,0.204044,4963.75,151,0.136194,83.5,211505
640000,宁夏回族自治区,2012,0.194816,4618.66,148,0.12416,79.5,249296
640000,宁夏回族自治区,2011,0.183202,4238.25,145,0.148749,89.5,216548
640000,宁夏回族自治区,2010,0.18523,3888.7,168,0.1384,80.5,212494
640000,宁夏回族自治区,2009,0.16103,3627.3,155,0.1779,70.0,209338
640000,宁夏回族自治区,2008,0.13796,3167,147,0.1973,70.0,173308
640000,宁夏回族自治区,2007,0.1681,3484,138,0.106,62.0,157792
640000,宁夏回族自治区,2006,0.1457,3106,139,0.1051,62.5,157000
640000,宁夏回族自治区,2005,0.130079,2626.3,128,0.095618,64.05,134971
640000,宁夏回族自治区,2004,0.121513,2317.6,120,0.086143,54.0,118508
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,1.187275,19802.63,623,0.908374,302.12,711747
650000,新疆维吾尔自治区,2018,1.061074,15410.59,610,0.761351,240.2,656989
650000,新疆维吾尔自治区,2017,0.786405,14908.28,494,0.741055,257.5,615235
650000,新疆维吾尔自治区,2016,0.779129,13672.8,511,0.68638,255.3,631514
650000,新疆维吾尔自治区,2015,0.741821,12826.95,489,0.653823,241.3,562837
650000,新疆维吾尔自治区,2014,0.683103,11917.46,460,0.599656,234.4,515853
650000,新疆维吾尔自治区,2013,0.652664,11085.63,424,0.566038,233.3,484343
650000,新疆维吾尔自治区,2012,0.581324,9517.2,436,0.495634,214.2,412278
650000,新疆维吾尔自治区,2011,0.547625,8964.49,409,0.459155,197.6,423624
650000,新疆维吾尔自治区,2010,0.51778,8322.6,384,0.4372,158.7,400139
650000,新疆维吾尔自治区,2009,0.49397,7714.6,371,0.4081,167.8,359381
650000,新疆维吾尔自治区,2008,0.4687,7359,358,0.3706,160.8,336159
650000,新疆维吾尔自治区,2007,0.4276,6954,339,0.3441,170.1,300802
650000,新疆维吾尔自治区,2006,0.4044,6500,335,0.3194,149.8,192000
650000,新疆维吾尔自治区,2005,0.384868,5984.08,315,0.295987,132.71,250316
650000,新疆维吾尔自治区,2004,0.370641,5532.41,308,0.294029,124.35,215017
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
