省份编码,省份,年份,供水综合生产能力(万立方米/日),供水管道长度(公里),供水总量(亿吨),生活用供水总量(亿吨),生产用供水总量(亿吨),用水人口(万人),人均日生活用水量(升)
430000,湖南省,2012,999.48,16747.4,18.647057,10.491506,3.522919,1350.88,212.78
430000,湖南省,2011,985.12,15955.7,18.164153,9.49475,4.302193,1280.45,203.16
430000,湖南省,2010,979.41,14399.81,18.922285,9.441393,5.888027,1173.74,220.38
430000,湖南省,2009,910.96,12791.24,17.955991,9.443772,5.016349,1127.56,229.46
430000,湖南省,2008,1025.34,12299.77,19.344806,9.220851,5.743853,1077.17,234.53
430000,湖南省,2007,1041.29,11196.04,19.844765,9.200916,6.676511,1046.18,240.952694957807
430000,湖南省,2006,1181.1,10438.0,24.4305,9.2003,11.8792,997.48,252.7
430000,湖南省,2005,1254.64,9862.27,26.78,9.63,13.7001,946.75,278.675063573653
430000,湖南省,2004,1234.01,9116.7,23.7938,9.8508,10.6573,886.42,304.466202823548
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,3584.08,124878.93,94.79395,54.030061,22.505996,6146.94,240.81504680957
440000,广东省,2018,3524.39,121089.51,93.824832,52.055839,22.78493,5614.71,254.370526656947
440000,广东省,2017,4071.26,103269.62,89.67742,50.143334,20.856052,5356.42,256.48
440000,广东省,2016,3971.72,102717.75,87.003553,48.061735,21.093293,5349.54,246.14
440000,广东省,2015,3913.77,99921.47,85.251228,46.06556,22.269548,5069.54,248.95
440000,广东省,2014,3555.4,95463.08,84.025907,44.894316,22.019762,4969.33,247.51
440000,广东省,2013,3496.53,92360.78,81.541017,42.59626,20.89258,4822.0,242.02
440000,广东省,2012,3531.36,75935.41,81.734847,41.127534,21.622684,4567.73,246.68
440000,广东省,2011,3506.32,86021.84,82.163987,41.044872,21.825789,4658.75,241.38
440000,广东省,2010,3497.41,79815.55,80.614419,39.503425,28.57075,4329.89,249.96
440000,广东省,2009,3406.48,81923.37,78.507081,39.164424,26.707203,4238.67,253.14
440000,广东省,2008,3176.77,73870.73,81.097341,37.87285,26.873067,4117.01,252.03
440000,广东省,2007,3292.19,67087.52,82.658802,38.049849,26.037589,4377.16,238.159358222765
440000,广东省,2006,3294.8,56114.0,99.3218,35.8634,51.3039,3775.12,260.27
440000,广东省,2005,2995.58,45866.97,73.8573,41.9159,25.28,3586.86,320.163268685649
440000,广东省,2004,2848.28,39036.22,70.7001,35.6536,29.5059,3154.93,309.614146400747
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,661.91,22001.03,18.13264,11.848703,3.611892,1205.62,269.257311590717
450000,广西壮族自治区,2018,714.49,19561.5,17.723411,11.17767,3.72399,1151.26,266.14287288329
450000,广西壮族自治区,2017,701.37,18527.67,18.356267,10.346197,5.501502,1102.17,257.18
450000,广西壮族自治区,2016,684.66,17493.3,17.67186,9.943607,5.126264,1062.59,256.38
450000,广西壮族自治区,2015,676.03,16957.79,17.326572,9.499854,5.519051,1018.06,255.65
450000,广西壮族自治区,2014,644.58,15856.92,16.223633,8.023616,6.142078,935.54,234.97
450000,广西壮族自治区,2013,684.16,15196.3,16.165719,7.909615,6.194812,903.35,239.89
450000,广西壮族自治区,2012,664.97,14423.59,15.678486,7.999188,5.854691,883.3,248.11
450000,广西壮族自治区,2011,636.6,13782.47,15.448282,7.533908,6.010107,853.15,241.94
450000,广西壮族自治区,2010,604.35,12842.54,14.729133,7.308042,5.861358,801.84,249.7
450000,广西壮族自治区,2009,590.86,12233.33,13.898123,7.031716,5.460204,743.69,259.05
450000,广西壮族自治区,2008,594.85,11134.23,13.986699,6.799072,5.53829,776.18,239.99
450000,广西壮族自治区,2007,631.78,10462.53,14.394508,6.71024,6.317203,745.44,246.622386484253
450000,广西壮族自治区,2006,644.8,9476.0,13.3373,6.2657,5.9673,637.47,269.29
450000,广西壮族自治区,2005,656.19,8594.32,13.2888,6.4785,5.8534,652.44,272.04516995422
450000,广西壮族自治区,2004,633.04,8010.6,13.232,6.4613,5.6801,620.86,285.123728067872
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,201.62,9522.42,5.235077,3.701416,0.370559,342.49,296.09231666398
460000,海南省,2018,196.8,6812.03,4.288055,2.562981,0.27477,355.57,197.60561953198
460000,海南省,2017,161.68,6014.84,4.822045,2.879804,0.420989,294.2,268.18
460000,海南省,2016,156.19,4202.72,4.421119,2.633965,0.519089,285.16,253.06
460000,海南省,2015,168.35,4149.93,4.365292,2.772526,0.467614,287.97,263.78
460000,海南省,2014,153.4,3864.03,4.257973,2.303451,0.80734,259.13,243.54
460000,海南省,2013,152.2,3680.33,4.083468,1.969992,0.698305,242.14,222.9
460000,海南省,2012,151.7,3450.56,3.904521,2.021665,0.307068,233.55,237.16
460000,海南省,2011,174.3,3145.22,3.675758,1.960797,0.45016,215.57,249.2
460000,海南省,2010,173.0,2525.24,3.354556,1.970338,0.938234,204.09,264.5
460000,海南省,2009,172.4,2490.64,3.117584,1.839523,0.820487,190.14,265.06
460000,海南省,2008,182.2,2750.41,2.974107,1.745564,0.247149,189.22,252.74
460000,海南省,2007,181.4,2620.68,2.837819,1.716344,0.266835,160.9,292.250610861847
460000,海南省,2006,151.1,2317.0,2.6983,1.6412,0.6622,144.34,311.52
460000,海南省,2005,149.4,2063.6,2.4015,1.7269,0.4241,140.04,337.848677285942
460000,海南省,2004,143.8,1569.9,2.0446,1.6274,0.1104,141.68,314.697214637655
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,627.76,20158.63,15.79528,9.24604,3.116172,1508.4,167.936995746196
500000,重庆市,2018,616.99,19077.8,14.930379,8.951454,3.164468,1481.76,165.531659500069
500000,重庆市,2017,599.87,17789.32,13.801181,8.143408,3.295661,1471.27,151.64
500000,重庆市,2016,566.12,16629.37,12.832708,7.809648,2.893295,1411.36,151.6
500000,重庆市,2015,529.92,15054.31,12.14938,7.189657,2.839387,1296.13,151.97
500000,重庆市,2014,506.89,11601.44,11.285859,6.418977,2.947352,1203.44,146.13
500000,重庆市,2013,491.22,10618.69,10.499571,6.131289,2.597733,1090.47,154.04
500000,重庆市,2012,447.83,9533.98,9.59027,5.697602,2.284247,1049.4,148.75
500000,重庆市,2011,429.27,8914.23,8.975635,5.16902,2.214983,973.78,145.43
500000,重庆市,2010,412.3,9190.24,8.692626,4.974154,2.541034,996.55,136.75
500000,重庆市,2009,420.35,8522.78,7.714624,4.469028,2.512964,865.54,141.46
500000,重庆市,2008,418.16,8288.03,7.347317,4.297662,2.110974,820.13,143.57
500000,重庆市,2007,419.2,7554.39,6.949667,3.999097,2.086649,779.05,140.638343328237
500000,重庆市,2006,391.7,7290.0,7.5455,4.315,2.7579,677.5,174.49
500000,重庆市,2005,405.61,6766.24,7.1032,3.9962,2.5683,669.66,163.4933122881
500000,重庆市,2004,373.65,6413.55,7.1653,3.6668,2.4618,644.7,155.824839417718
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,1390.62,48423.45,27.278355,19.108541,3.063603,2514.05,208.238368860157
510000,四川省,2018,1101.81,42658.76,25.867609,16.392484,4.773155,2483.78,181.362289493136
510000,四川省,2017,1213.03,40197.06,25.592143,17.329959,3.756625,2349.84,202.05
510000,四川省,2016,1056.64,37829.68,24.69807,16.654404,3.996634,2125.8,214.64
510000,四川省,2015,969.96,30058.17,22.00095,14.210341,3.817245,1907.23,204.13
510000,四川省,2014,950.54,27460.78,22.102139,14.162171,4.127765,1796.29,216.0
510000,四川省,2013,871.35,24832.22,19.582868,12.087909,4.064473,1711.78,193.47
510000,四川省,2012,822.77,22880.14,19.030425,11.683672,4.224574,1636.69,195.58
510000,四川省,2011,812.64,21649.23,18.223864,10.722501,4.278057,1532.39,191.71
510000,四川省,2010,804.48,20655.69,17.385818,10.32234,4.881662,1437.85,196.69
510000,四川省,2009,764.95,19064.33,16.387472,9.644328,4.794609,1348.02,196.01
510000,四川省,2008,755.08,17596.81,16.05447,9.308449,3.990345,1292.68,197.28
510000,四川省,2007,759.18,15855.77,15.395552,9.131285,4.105543,1245.25,200.90117790068
510000,四川省,2006,772.3,13390.0,15.7376,9.0698,4.9241,1208.84,205.56
510000,四川省,2005,880.51,14061.61,17.1778,11.0538,5.4642,1361.6,222.417623102555
510000,四川省,2004,890.18,13403.42,16.9744,10.5109,5.685,1291.35,222.999080817516
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,423.84,17093.52,8.726169,5.121193,1.646914,797.76,175.875774085247
520000,贵州省,2018,361.74,16045.27,8.056006,5.116287,1.128455,756.68,185.860148985366
520000,贵州省,2017,312.95,14452.81,7.141417,4.579992,0.964461,707.8,177.28
520000,贵州省,2016,289.97,11214.53,6.562403,4.083859,1.112803,650.59,171.98
520000,贵州省,2015,257.63,9765.93,6.011179,3.662557,0.888154,612.67,163.78
520000,贵州省,2014,246.18,8684.58,5.579324,3.482188,0.759841,597.56,159.65
520000,贵州省,2013,240.67,7844.76,5.133924,3.2158,0.731519,578.21,152.37
520000,贵州省,2012,250.35,7466.45,4.888631,2.939902,0.810553,555.94,144.88
520000,贵州省,2011,244.94,7124.29,4.669428,2.796948,0.855467,536.67,142.79
520000,贵州省,2010,241.13,5979.49,4.411692,2.427473,1.171216,509.75,130.47
520000,贵州省,2009,240.16,5702.42,4.429142,2.616863,1.04631,491.22,145.95
520000,贵州省,2008,250.26,4901.88,4.817235,2.564961,1.15678,465.78,150.87
520000,贵州省,2007,261.7,4745.63,5.1416,2.70959,1.414985,430.31,172.515959345015
520000,贵州省,2006,271.7,4501.0,5.6046,3.0019,1.7701,453.84,181.22
520000,贵州省,2005,297.22,3423.64,5.0101,2.7985,1.3068,452.39,169.480388330229
520000,贵州省,2004,285.24,3403.12,5.368,3.0199,1.4696,448.96,184.285874691219
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,443.99,15527.23,10.539283,5.325806,2.953866,974.19,149.778270307317
530000,云南省,2018,424.86,14297.96,9.872158,4.70817,2.731894,930.1,138.96249188112
530000,云南省,2017,415.19,13258.05,8.955168,4.326735,2.381541,915.98,129.41
530000,云南省,2016,394.76,12714.29,8.688964,4.362665,2.114139,905.56,131.99
530000,云南省,2015,381.42,10577.76,8.187496,4.2058,1.963646,867.87,132.77
530000,云南省,2014,356.95,9586.56,7.770802,3.81832,1.842988,810.55,129.06
530000,云南省,2013,350.07,8671.54,7.214744,3.745439,1.5477,789.09,130.04
530000,云南省,2012,353.1,8011.19,5.971719,3.517329,1.560038,814.68,118.29
530000,云南省,2011,323.6,7511.64,6.766623,3.443167,1.657411,755.34,124.89
530000,云南省,2010,299.26,6558.57,6.64435,3.77262,1.995729,706.8,146.24
530000,云南省,2009,282.87,6228.82,6.146072,3.209978,1.847593,634.38,138.63
530000,云南省,2008,298.85,7712.0,5.797109,3.125403,0.976078,586.56,145.98
530000,云南省,2007,288.9,6350.57,5.295559,2.941772,0.985951,566.81,142.193139060152
530000,云南省,2006,294.8,6495.0,6.5889,3.6814,2.6317,451.92,223.18
530000,云南省,2005,282.36,5537.49,6.1818,3.5361,1.3554,442.03,219.169404915491
530000,云南省,2004,264.7,5329.09,5.1901,2.6926,1.3452,416.53,177.105761922787
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,66.97,1885.02,1.451945,1.11065,0.138335,100.38,303.135755362499
540000,西藏自治区,2018,68.21,1776.01,1.026551,0.535402,0.208174,95.05,162.971759636241
540000,西藏自治区,2017,67.48,1639.71,1.109392,0.668993,0.153717,68.98,265.71
540000,西藏自治区,2016,81.4,1340.66,1.681466,1.068685,0.261275,79.77,367.04
540000,西藏自治区,2015,56.5,1396.44,1.56067,0.982193,0.249571,66.67,403.62
540000,西藏自治区,2014,64.5,1059.1,1.243655,0.718183,0.193271,59.81,328.98
540000,西藏自治区,2013,34.0,855.62,1.19532,0.7206,0.17262,59.82,330.03
540000,西藏自治区,2012,59.81,835.07,1.304288,0.19593,0.4966,42.04,127.69
540000,西藏自治区,2011,57.5,826.6,1.24318,0.373828,0.0567,44.9,228.1
540000,西藏自治区,2010,31.2,753.19,0.768058,0.349898,0.28445,43.8,218.86
540000,西藏自治区,2009,25.06,660.89,0.734236,0.334858,0.275827,42.97,213.5
540000,西藏自治区,2008,19.31,646.99,0.741948,0.368064,0.157,39.76,253.62
540000,西藏自治区,2007,19.26,644.79,0.660038,0.286185,0.1562,32.7,239.776297599598
540000,西藏自治区,2006,17.0,50.0,0.7226,0.4875,0.1998,16.0,834.8
540000,西藏自治区,2005,17.8,373.72,0.6735,0.5158,0.1143,20.9,676.148653077276
540000,西藏自治区,2004,18.12,364.87,0.5363,0.386,0.1001,20.6,513.366139114244
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,566.67,10469.4,12.597074,6.654001,4.092559,1210.12,150.647371550155
610000,陕西省,2018,483.89,10233.84,14.197189,6.809122,5.675164,1143.9,163.393413783895
610000,陕西省,2017,447.67,9519.85,13.791948,6.272547,5.984205,1031.32,166.63
610000,陕西省,2016,445.18,8552.07,10.417359,5.502241,3.248995,946.5,159.27
610000,陕西省,2015,404.99,8068.13,9.766352,5.14345,3.09948,905.01,155.71
610000,陕西省,2014,379.42,6820.21,9.291074,4.773364,3.029151,848.95,154.05
610000,陕西省,2013,370.84,6174.98,8.899029,5.450014,2.04316,831.64,179.54
610000,陕西省,2012,380.48,5947.61,8.47032,5.057499,2.014618,793.07,174.72
610000,陕西省,2011,375.9,5338.31,7.678038,4.559475,1.950527,765.17,163.25
610000,陕西省,2010,371.09,4926.17,8.13347,4.735013,2.472458,782.88,165.7
610000,陕西省,2009,376.33,4844.54,8.305949,4.580517,2.818321,762.18,164.65
610000,陕西省,2008,375.2,5079.48,7.947982,4.423306,2.363071,731.6,165.65
610000,陕西省,2007,371.91,5062.0,7.518173,4.177826,2.196551,741.11,154.445340504608
610000,陕西省,2006,360.7,4716.0,7.0405,3.3851,3.0529,704.74,131.6
610000,陕西省,2005,355.44,4434.6,7.117,3.8927,2.1905,734.81,145.138627765672
610000,陕西省,2004,381.4,4409.0,7.534,3.9289,2.5464,729.25,147.605205197684
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,375.39,6539.19,5.62048,3.193639,1.576295,632.21,138.398568361952
620000,甘肃省,2018,355.0,6007.51,5.387782,3.162897,1.500045,632.13,137.173838656822
620000,甘肃省,2017,360.96,5803.32,5.09597,2.938564,1.36655,639.13,125.97
620000,甘肃省,2016,342.16,5319.33,4.867065,2.883957,1.356417,630.7,125.28
620000,甘肃省,2015,392.05,5625.34,5.58441,2.979245,1.91192,618.38,132.0
620000,甘肃省,2014,380.79,5265.33,5.456501,2.901477,1.942041,543.55,146.25
620000,甘肃省,2013,372.12,4973.83,5.505902,2.760162,2.078964,531.9,142.17
620000,甘肃省,2012,370.44,4718.99,5.424342,2.753386,1.899513,523.79,144.02
620000,甘肃省,2011,373.81,4690.15,5.570259,2.716412,1.815585,508.13,146.46
620000,甘肃省,2010,398.22,4357.04,6.271291,2.80513,2.922589,495.44,155.12
620000,甘肃省,2009,397.37,4092.04,6.061769,2.766362,2.815858,477.92,158.58
620000,甘肃省,2008,398.44,3989.55,6.503284,2.648658,3.123577,465.01,156.05
620000,甘肃省,2007,383.37,3966.99,6.01412,2.513243,2.888386,475.18,144.905030941411
620000,甘肃省,2006,355.9,4063.0,6.5099,2.7058,3.5603,467.36,158.62
620000,甘肃省,2005,368.91,5520.92,5.981,2.5262,2.9785,440.0,157.297633872976
620000,甘肃省,2004,328.13,5346.9,6.1326,2.6358,3.0983,422.74,170.822961229448
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,136.01,2976.45,3.012251,0.990271,1.518703,204.34,132.77240055186
630000,青海省,2018,102.81,2773.7,2.695931,1.184798,1.008254,191.03,178.512877917045
630000,青海省,2017,101.31,2708.51,2.728742,1.257722,0.979583,189.06,182.26
630000,青海省,2016,97.43,2464.57,2.538746,1.149804,0.863001,184.98,170.3
630000,青海省,2015,98.45,2455.51,2.567416,1.130355,0.963941,183.51,168.76
630000,青海省,2014,94.97,2230.71,2.503058,1.063766,0.982404,165.1,176.52
630000,青海省,2013,94.97,2080.66,2.456423,1.063231,0.946736,162.16,179.64
630000,青海省,2012,84.59,1534.26,2.294554,0.96977,0.928864,136.82,194.19
630000,青海省,2011,84.59,1501.38,2.176925,0.914827,0.912398,127.24,196.98
630000,青海省,2010,84.59,1383.3,1.857233,0.775542,0.873691,118.68,179.03
630000,青海省,2009,78.59,1312.23,1.683468,0.718274,0.759654,111.5,176.49
630000,青海省,2008,78.59,1294.47,1.70679,0.700024,0.70158,105.09,182.5
630000,青海省,2007,78.59,1246.38,1.564116,0.64744,0.67779,100.52,176.463213209121
630000,青海省,2006,87.5,1238.0,1.6474,0.6621,0.7987,98.8,183.61
630000,青海省,2005,71.79,1000.03,1.5116,0.8559,0.6016,96.52,242.947731749825
630000,青海省,2004,68.29,929.0,1.4914,0.8342,0.4733,94.77,241.160647045984
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,251.71,2993.21,3.20237,1.610999,0.714922,286.41,154.104112650081
640000,宁夏回族自治区,2018,235.56,2783.15,2.995641,1.564356,0.704371,291.6,147.276997951782
640000,宁夏回族自治区,2017,235.59,2832.94,3.348618,1.876597,0.909012,286.79,179.27
640000,宁夏回族自治区,2016,160.78,2532.28,3.318398,1.848152,0.989452,269.66,187.77
640000,宁夏回族自治区,2015,161.42,2355.49,3.187057,1.710335,1.023667,272.95,171.67
640000,宁夏回族自治区,2014,146.8,2308.71,3.034336,1.442524,1.163479,265.96,148.6
640000,宁夏回族自治区,2013,145.13,2116.98,2.91737,1.345357,1.15411,254.74,144.69
640000,宁夏回族自治区,2012,144.3,1995.94,2.836859,1.387051,1.012461,242.81,156.51
640000,宁夏回族自治区,2011,131.8,2470.81,3.010058,1.345601,1.259559,225.98,163.14
640000,宁夏回族自治区,2010,136.36,2382.23,2.865628,1.426611,1.297408,220.14,177.55
640000,宁夏回族自治区,2009,130.45,1969.87,2.788244,1.169834,1.45787,212.73,150.66
640000,宁夏回族自治区,2008,139.42,2026.63,2.61102,1.088933,1.194982,186.41,160.04
640000,宁夏回族自治区,2007,138.33,1971.6,2.492736,1.04869,1.18509,182.84,157.13866154404
640000,宁夏回族自治区,2006,133.2,2191.0,2.6858,0.9812,1.57,168.49,159.55
640000,宁夏回族自治区,2005,127.57,1830.71,2.4283,1.0052,1.1468,161.73,170.282112331647
640000,宁夏回族自治区,2004,129.6,1756.15,2.4943,0.9737,1.2178,155.49,171.565453268809
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,605.06,12060.42,11.044433,5.293014,2.773054,826.32,175.493854913086
650000,新疆维吾尔自治区,2018,585.44,11174.32,10.320795,5.12046,2.777102,739.82,191.413646340483
650000,新疆维吾尔自治区,2017,738.87,10206.07,9.855549,5.079951,2.630781,744.34,186.98
650000,新疆维吾尔自治区,2016,590.8,9701.11,9.305945,4.496369,2.535389,736.77,167.2
650000,新疆维吾尔自治区,2015,574.26,9330.2,9.224536,4.459298,2.667929,716.35,170.55
650000,新疆维吾尔自治区,2014,524.7,8651.92,9.196058,4.45701,2.70075,710.7,171.82
650000,新疆维吾尔自治区,2013,493.29,8142.22,8.799903,4.267493,2.477188,692.97,168.72
650000,新疆维吾尔自治区,2012,425.79,7450.24,8.585083,4.158569,2.469531,666.21,171.02
650000,新疆维吾尔自治区,2011,385.14,6888.32,8.089404,3.779778,2.308736,646.99,160.06
650000,新疆维吾尔自治区,2010,373.11,6507.14,7.726308,3.443551,3.023689,625.67,150.79
650000,新疆维吾尔自治区,2009,371.53,6092.12,7.521542,3.305231,2.9677,608.79,148.74
650000,新疆维吾尔自治区,2008,340.18,5696.17,7.048104,3.397136,2.060816,547.7,169.93
650000,新疆维吾尔自治区,2007,339.52,5184.26,6.303299,3.132009,1.486998,517.62,165.775019808788
650000,新疆维吾尔自治区,2006,417.2,4952.0,6.731,3.0619,2.9766,484.96,172.98
650000,新疆维吾尔自治区,2005,359.7,4586.1,5.3859,3.0388,1.7917,510.04,163.231892636946
650000,新疆维吾尔自治区,2004,360.3,4088.89,6.5908,3.7106,2.2074,492.89,206.253472321619
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
