省份编码,省份,年份,外商投资企业进出口总额(千美元),外商投资企业出口总额(千美元),外商投资企业进口总额(千美元)
630000,青海省,2016,4146.523,2669.575,1476.948
630000,青海省,2015,13283.2,3002.8,10280.4
630000,青海省,2014,17006.465,720.391,16286.074
630000,青海省,2013,87890.0,13632.0,74258.0
630000,青海省,2012,48986.0,24061.0,24926.0
630000,青海省,2011,39276.497,17265.493,22011.004
630000,青海省,2010,134672.536,9840.43,124832.106
630000,青海省,2009,194320.0,3640.0,190680.0
630000,青海省,2008,258051.901,45914.979,212136.922
630000,青海省,2007,122728.218,16382.173,106346.045
630000,青海省,2006,46173.0,11475.0,34698.0
630000,青海省,2005,,,
630000,青海省,2004,,,
630000,青海省,2003,,,
630000,青海省,2002,,,
630000,青海省,2001,,,
630000,青海省,2000,9250.0,2020.0,7230.0
640000,宁夏回族自治区,2019,556895.218,260188.571,296706.647
640000,宁夏回族自治区,2018,705565.474,362140.117,343425.357
640000,宁夏回族自治区,2017,636585.975,363282.371,273303.604
640000,宁夏回族自治区,2016,447349.688,297648.722,149700.966
640000,宁夏回族自治区,2015,373078.9,261160.2,111918.7
640000,宁夏回族自治区,2014,355492.128,207502.602,147989.526
640000,宁夏回族自治区,2013,349084.0,192709.0,156375.0
640000,宁夏回族自治区,2012,328000.0,218155.0,109844.0
640000,宁夏回族自治区,2011,400909.431,224131.587,176777.844
640000,宁夏回族自治区,2010,321578.123,149295.274,172282.849
640000,宁夏回族自治区,2009,221420.0,122460.0,98960.0
640000,宁夏回族自治区,2008,546976.111,184730.117,362245.994
640000,宁夏回族自治区,2007,408056.532,162957.524,245099.008
640000,宁夏回族自治区,2006,378568.0,132566.0,246002.0
640000,宁夏回族自治区,2005,,,
640000,宁夏回族自治区,2004,,,
640000,宁夏回族自治区,2003,,,
640000,宁夏回族自治区,2002,,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,61250.0,42940.0,18310.0
650000,新疆维吾尔自治区,2019,174662.344,67387.66,107274.684
650000,新疆维吾尔自治区,2018,167317.732,76686.822,90630.91
650000,新疆维吾尔自治区,2017,144824.693,69508.136,75316.557
650000,新疆维吾尔自治区,2016,195565.506,67262.087,128303.419
650000,新疆维吾尔自治区,2015,251424.3,74256.7,177167.6
650000,新疆维吾尔自治区,2014,212187.417,88631.127,123556.29
650000,新疆维吾尔自治区,2013,251447.0,122101.0,129346.0
650000,新疆维吾尔自治区,2012,274384.0,156509.0,117875.0
650000,新疆维吾尔自治区,2011,332901.827,192296.629,140605.198
650000,新疆维吾尔自治区,2010,355098.514,178643.904,176454.61
650000,新疆维吾尔自治区,2009,273620.0,152830.0,120800.0
650000,新疆维吾尔自治区,2008,312073.297,230402.104,81671.193
650000,新疆维吾尔自治区,2007,281189.096,216000.11,65188.986
650000,新疆维吾尔自治区,2006,182421.0,142600.0,39821.0
650000,新疆维吾尔自治区,2005,,,
650000,新疆维吾尔自治区,2004,,,
650000,新疆维吾尔自治区,2003,,,
650000,新疆维吾尔自治区,2002,,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,115570.0,91190.0,24380.0
