省份编码,省份,年份,单位地区生产总值能耗(等价值)(吨标准煤/万元),单位地区生产总值能耗(等价值)_同比增长(%),单位工业增加值能耗(规模以上当量值)(吨标准煤/万元),单位工业增加值能耗(规模以上当量值)_同比增长(%),单位地区生产总值电耗(等价值)(千瓦小时/万元),单位地区生产总值电耗(等价值)_同比增长(%)
630000,青海省,2012,,,,,,
630000,青海省,2011,2.081,9.44,,9.62,,6.24
630000,青海省,2010,2.55,,,,,
630000,青海省,2009,2.689,-6.46,2.936,-9.46,3862.12,-2.24
630000,青海省,2008,2.935,-4.18,3.243,-6.53,4061.64,-2.67
630000,青海省,2007,3.0628,-2.197,3.4699,-4.76,4173.15548486366,4.12423569094167
630000,青海省,2006,3.121,1.51,3.64,5.96,4007.9,5.42
630000,青海省,2005,3.07409630122245,,3.43835802606661,,3801.75771184569,
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,,,,,
640000,宁夏回族自治区,2018,,,,,,
640000,宁夏回族自治区,2017,,,,,,
640000,宁夏回族自治区,2016,,,,,,
640000,宁夏回族自治区,2015,,1.2,,-2.96,,-4.16
640000,宁夏回族自治区,2014,,,,,,
640000,宁夏回族自治区,2013,,,,,,
640000,宁夏回族自治区,2012,,,,,,
640000,宁夏回族自治区,2011,2.279,4.6,,14.72,,18.36
640000,宁夏回族自治区,2010,3.308,,,,,
640000,宁夏回族自治区,2009,3.454,-6.26,6.509,-8.71,4720.74,-5.9
640000,宁夏回族自治区,2008,3.686,-6.79,7.13,-12.23,5084.09,-10.91
640000,宁夏回族自治区,2007,3.9544,-3.52,8.124,-6.40267504827082,5706.63,3.23
640000,宁夏回族自治区,2006,4.099,-1.01,8.68,-3.19,5528.2,10.61
640000,宁夏回族自治区,2005,4.14091878372424,,9.02724814000281,,4997.67180925666,
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,
650000,新疆维吾尔自治区,2015,,-3.63,,-2.95,,2.75
650000,新疆维吾尔自治区,2014,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,
650000,新疆维吾尔自治区,2012,,,,,,
650000,新疆维吾尔自治区,2011,1.631,6.96,,9.28,,14.69
650000,新疆维吾尔自治区,2010,,,,,,
650000,新疆维吾尔自治区,2009,1.934,-1.53,3.095,-1.72,1408.2,5.73
650000,新疆维吾尔自治区,2008,1.963,-3.15,2.999,-4.26,1331.24,4.49
650000,新疆维吾尔自治区,2007,2.02669871909371,-3.084,2.779,-5.18,1273.9,3.38
650000,新疆维吾尔自治区,2006,2.092,-1.06,2.91,-2.13,1232.3,3.47
650000,新疆维吾尔自治区,2005,2.11447321432,,3.0,,1190.9119534289,
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
