省份编码,省份,年份,煤炭消费量(万吨),焦炭消费量(万吨),原油消费量(万吨),汽油消费量(万吨),煤油消费量(万吨),柴油消费量(万吨),燃料油消费量(万吨),天然气消费量(亿立方米),电力消费量(亿千瓦小时)
370000,山东省,2016,40939.2,3718.36,10203.42,739.35,115.23,1368.78,4511.42,98.61,5390.7472
370000,山东省,2015,40926.94,3703.55,8607.02,726.02,98.5,1335.26,3247.01,82.32,5117.04645122
370000,山东省,2014,39561.7260204972,3761.513321,7815.896371,705.3170106196,4.572956,1264.61572600415,2472.45544611103,74.959654814,4223.49
370000,山东省,2013,37683.442120871,3680.29066,6766.005816,705.414276,4.50022800000002,1262.915917,2139.156813,68.803073546,4083.1
370000,山东省,2012,40233.0,3506.050392,6271.502134,811.57628,77.077669,1814.335189,1695.203141,67.230521948,3794.6
370000,山东省,2011,38921.0,3314.77,5826.37,806.41,39.66,1664.29,1466.6,52.86,3635.2555
370000,山东省,2010,37327.889074,3067.58146362,5593.396414,802.398,38.610633345749,1448.121072,1286.770882,47.0076211253623,3298.46
370000,山东省,2009,34795.172837,2922.571425,5142.902752,640.906842,35.4085640242915,1334.107148,404.86936,40.24,2941.0672
370000,山东省,2008,34389.613591,2611.898007,4626.965959,588.592504,30.7258220242915,1257.738414,355.428937,34.499132,2726.9658
370000,山东省,2007,31702.781022,2593.436961,4075.670365,572.785844,32.023172,1286.937745,367.242184,23.33486,2596.05
370000,山东省,2006,29001.25,1714.03,3878.27,540.5835,23.88,1220.974,304.107,22.59,2272.072
370000,山东省,2005,25247.9068,1992.5721,3300.3563,495.53,21.99,1132.31,294.43,17.89,1911.6124
370000,山东省,2004,18270.08,1235.5,3196.39,233.66,21.74,582.3,279.16,11.71,1693.71
370000,山东省,2003,15165.684,660.08,2213.7325,209.51,14.23,521.0094,241.1935,9.605,1395.7232
370000,山东省,2002,12938.0,415.42,1628.23,176.83,41.97,248.72,270.54,4.63,1241.738
370000,山东省,2001,11098.0,460.98,1777.97,188.92,49.53,332.65,271.37,4.93,1104.53
370000,山东省,2000,8698.35,424.83,1771.22,188.52,48.25,343.87,344.25,4.53,1000.7094
410000,河南省,2019,,,,,,,,,3364.169941
410000,河南省,2018,,,,,,,,,3417.676901
410000,河南省,2017,22669.39,2235.72,658.44,679.19,72.36,927.13,28.14,104.07,3166.1685
410000,河南省,2016,23226.52,3045.9,707.28,700.29,74,808.01,68.67,92.75,2989.1526
410000,河南省,2015,23719.94,2843.52,847.26,676.63,68.16,835.3,70.66,78.77,2879.6157
410000,河南省,2014,24249.88,2700.94,845.17,529.82,50.5,800.47,49.3,76.872,2919.57
410000,河南省,2013,25058.14,1817.47,963.57,556.92,46.07,777.586,33.89,79.76964,2899.2
410000,河南省,2012,25240.0,2221.93,1010.01674,426.915201,53.390531,738.19,13.156805,73.918282788,2747.7
410000,河南省,2011,28374.0,2052.63,874.63,358.53,49.64,663.34,41.83,54.96,2659.1439
410000,河南省,2010,26050.0019,1743.44,835.07,297.49,30.64,561.22,18.34,47.1503188405797,2353.96
410000,河南省,2009,24445.421,1441.739,785.819,196.36,25.63,526.18,25.93,41.5,2081.3756
410000,河南省,2008,23867.52,1488.98,704.22,191.75,16.5,543.45,46.08,38.23,1970.7676
410000,河南省,2007,23171.0,1437.05,713.83,210.9,17.03,460.51,62.78,33.14,1808.0
410000,河南省,2006,21002.82,1192.23,696.57,249.69,16.03,346.01,70.37,30.53,1523.5026
410000,河南省,2005,18467.89,994.37,668.82,234.54,13.91,329.47,78.46,23.71,1352.7358
410000,河南省,2004,14937.64,818.01,704.54,221.95,12.63,274.83,77.25,20.29,1299.63
410000,河南省,2003,11419.97,520.66,37.12,121.99,12.74,168.68,78.36,16.77,1054.64
410000,河南省,2002,10333.0,505.47,601.64,119.5,13.28,156.27,70.24,14.63,916.246
410000,河南省,2001,9325.0,486.66,598.2,124.03,13.16,157.87,65.87,13.11,808.41
410000,河南省,2000,8724.85,426.75,610.58,120.86,14.34,155.02,57.55,11.23,718.5234
420000,湖北省,2019,,,,,,,,,2214.300963
420000,湖北省,2018,,,,,,,,,2071.4302
420000,湖北省,2017,11776.96,1062.32,1428.91,749.18,97.61,868.27,130.15,49.96,1868.9963
420000,湖北省,2016,11685.88,1095.31,1239.61,743.19,94.64,865.85,136.12,41.5,1763.1099
420000,湖北省,2015,11765.91,1030.01,1299.01,699.92,69.87,859.02,148.75,40.26,1665.1571
420000,湖北省,2014,11887.833046924,1124.40297122327,1290.87018266777,660.05360338736,66.0413858087903,863.688679020318,135.514920676551,40.2415928834934,1656.54
420000,湖北省,2013,12166.718504581,1114.3919,1176.72268103999,616.051899438579,63.7715967440204,805.407783842295,118.836304722653,31.9674172,1629.8
420000,湖北省,2012,15799.0,1113.84787714115,947.743811338573,566.714851045528,53.2585728720595,732.070932182083,104.294083018872,29.2799148863953,1507.9
420000,湖北省,2011,15805.0,1172.72,1026.23,497.81,46.75,698.07,97.34,24.92,1450.761
420000,湖北省,2010,13470.0646,1120.83,1033.86,457.8,40.41,648.96,92.01,19.5604272463768,1330.44
420000,湖北省,2009,11099.7538,910.7553,946.6,559.5,47.43,790.6702,108.884959,16.52,1135.1268
420000,湖北省,2008,10196.08,952.27,884.26,624.23,49.7,613.49,106.97,15.6,1058.5302
420000,湖北省,2007,10534.62,820.0,910.0,551.91,35.98,609.42,123.54,8.63,989.23
420000,湖北省,2006,9651.64,752.13,851.1,421.49,34.61,496.62,125.99,6.64,876.757
420000,湖北省,2005,8652.64,685.47,822.13,367.43,26.08,451.49,110.87,6.11,788.906
420000,湖北省,2004,8053.71,560.36,754.01,304.55,14.55,380.55,87.2,0.94,699.41
420000,湖北省,2003,7238.46,552.49,637.14,292.86,12.93,370.96,90.77,0.94,629.2
420000,湖北省,2002,6483.0,536.16,595.43,232.78,17.47,308.28,57.0,0.91,561.957
420000,湖北省,2001,6096.0,521.52,570.06,185.55,14.51,263.88,58.45,0.76,526.02
420000,湖北省,2000,6050.62,556.83,669.77,169.17,18.29,261.3,106.69,0.91,503.0226
430000,湖南省,2019,,,,,,,,,1864.320265
430000,湖南省,2018,,,,,,,,,1745.243039
430000,湖南省,2017,12404.56,947.57,770.13,642.03,60.76,636.15,93.59,26.98,1581.5138
430000,湖南省,2016,11443.53,960.5,841.6,575.76,55.44,712.97,94.05,28.32,1495.6512
430000,湖南省,2015,11142.26,1145.05,878.46,514.65,51.76,686.59,92.8,26.51,1447.6266
430000,湖南省,2014,10899.51,1040.29,801.03,456.8,41.38,599.17,67.73,24.39734,1430.88
430000,湖南省,2013,11223.84,1075.82,946.54,434.56,38.84,566.32,68.31,20.46314,1423.1
430000,湖南省,2012,12084.0,1072.13,926.0,388.93,35.22,501.62,61.23,18.78836,1346.5
430000,湖南省,2011,13006.0,851.65,766.03,295.05,32.03,561.72,68.98,15.34,1293.4368
430000,湖南省,2010,11323.326,1089.19,587.6,262.36,30.25,502.98,75.22,11.2533115942029,1171.91
430000,湖南省,2009,10751.41,1011.92,565.77,246.11,30.44,432.38,68.39,10.23,1010.5702
430000,湖南省,2008,10169.01,998.9,614.11,231.8,25.41,375.51,41.41,8.23,904.9541
430000,湖南省,2007,10277.39,915.89,671.67,271.67,24.5,395.04,40.2,5.84,890.58
430000,湖南省,2006,9438.51,823.12,574.49,263.24,20.83,342.08,42.04,4.25,768.7729
430000,湖南省,2005,8739.29,756.58,660.86,271.88,12.48,282.05,43.09,1.0,674.4261
430000,湖南省,2004,6039.79,553.37,615.79,160.47,11.58,242.91,36.81,0.06,662.61
430000,湖南省,2003,4984.25,395.83,507.82,135.93,8.91,184.89,42.79,,546.95
430000,湖南省,2002,4287.0,351.13,470.92,134.63,8.74,182.36,43.55,,477.49
430000,湖南省,2001,4100.0,320.16,440.43,113.7,4.93,124.1,45.62,,439.78
430000,湖南省,2000,3335.36,299.74,541.05,115.4,8.08,140.18,46.38,,406.1172
440000,广东省,2019,,,,,,,,,6695.85116
440000,广东省,2018,,,,,,,,,6323.353944
440000,广东省,2017,17172.1,940.96,5209.32,1529.91,299.89,1668.45,348.52,182.38,5958.967844
440000,广东省,2016,16135.29,782.54,5044.45,1502.44,292.17,1676.09,456.88,167.79,5610.134203
440000,广东省,2015,16587.32,543.02,4899.6,1229.09,275.02,1587.87,403.47,145.16,5310.69192152
440000,广东省,2014,17013.71,558.05,4765.76,1118.9,268.83,1575.28,418.8,133.83172,5235.23
440000,广东省,2013,17106.78,585.02,4729.48,1070.6,260.31,1538.57,435.06,124.04798,4830.1
440000,广东省,2012,17634.0,545.5,4511.51,1259.5,243.57,1542.53,434.91,116.47574,4619.4
440000,广东省,2011,18439.0,552.13,4403.37,1207.59,216.93,1500.55,505.28,114.46,4399.0168
440000,广东省,2010,15983.62,485.97,4455.31,1086.12,202.38,1668.56,646.93,61.5602608695652,4060.13
440000,广东省,2009,13647.26,466.43,3709.44,957.2,192.12,1567.91,894.99,112.86,3609.6424
440000,广东省,2008,13298.16,449.6,3046.21,886.9,183.07,1518.92,1077.76,53.58,3504.8232
440000,广东省,2007,12593.9668118868,460.967934145679,2940.1,837.729741095463,171.139121955449,1438.21,1316.44,45.69,3394.05
440000,广东省,2006,11125.98,410.78,2805.71,771.39,157.4,1367.6,1573.72,14.46,3004.0334
440000,广东省,2005,9942.37,300.16,2388.37,706.22,153.72,1306.66,1600.05,2.49,2673.5565
440000,广东省,2004,8790.24,278.03,2391.35,447.44,130.97,1023.69,1533.95,1.62,2387.14
440000,广东省,2003,7910.25,227.99,2095.15,375.04,119.64,935.87,1241.65,1.26,2031.29
440000,广东省,2002,6649.0,179.11,1961.91,344.58,103.15,848.12,1154.19,,1687.825
440000,广东省,2001,6088.0,175.12,1943.03,324.82,95.98,816.33,1039.5,,1458.42
440000,广东省,2000,5890.24,146.57,1956.41,301.16,89.51,766.23,941.95,1.43,1334.5809
450000,广西壮族自治区,2019,,,,,,,,,1907.330447
450000,广西壮族自治区,2018,,,,,,,,,1703.035594
450000,广西壮族自治区,2017,6613.32,1204.12,1563.03,392.29,50.95,562.26,10.45,14.03,1444.9478
450000,广西壮族自治区,2016,6517.77,1120.96,1340.43,379.03,62.51,538.43,10.54,12.89,1359.648796
450000,广西壮族自治区,2015,6046.71,1000.12,1428.77,290.89,56.36,573.34,24.1,8.37,1334.3203
450000,广西壮族自治区,2014,6796.51,1018.65,1390.47,244.3,90.32,506.17,31.22,8.25188,1307.99
450000,广西壮族自治区,2013,7344.11,974.5,1296.13,224.21,23.83,430.89,44.83,4.54566,1237.7
450000,广西壮族自治区,2012,7264.0,805.1,1473.0,285.413,0.08,519.46,49.72,3.18286,1153.9
450000,广西壮族自治区,2011,7033.0,740.25,1064.06,259.48,0.28,476.91,50.45,2.53,1112.2063
450000,广西壮族自治区,2010,6206.82,682.07,396.02,247.68,2.73,442.37,34.64,1.70065217391304,993.24
450000,广西壮族自治区,2009,5199.11,627.88,163.03,216.28,0.09,413.61,7.38,1.21,856.3511
450000,广西壮族自治区,2008,4676.3282,580.026,133.3,202.0,16.05,355.54,9.9247,1.013,753.3871
450000,广西壮族自治区,2007,4772.1406,520.42,152.98,197.7,0.27,374.255,20.8524,1.3443,681.14
450000,广西壮族自治区,2006,4172.86,451.26,118.21,183.65,,333.91,24.07,1.22,579.4618
450000,广西壮族自治区,2005,3733.99,441.95,97.71,146.48,7,327.99,32.96,1.12,510.148
450000,广西壮族自治区,2004,3366.71,344.16,82.36,129.0,5.05,286.66,29.63,0.02,456.86
450000,广西壮族自治区,2003,2621.46,194.2,73.19,116.7,10.43,217.73,20.85,,414.93
450000,广西壮族自治区,2002,2133.0,177.15,70.24,84.37,11.17,214.48,13.13,,356.949
450000,广西壮族自治区,2001,2228.0,158.61,61.41,65.87,3.79,147.44,7.67,,331.92
450000,广西壮族自治区,2000,2228.43,158.61,61.41,65.87,3.79,147.44,7.67,,314.4385
460000,海南省,2019,,,,,,,,,354.8948
460000,海南省,2018,,,,,,,,,326.818065
460000,海南省,2017,1099.34,0.02,979.99,110.16,114.68,110.22,22.43,43.45,304.950538
460000,海南省,2016,1015.31,,1118.66,102.18,105.76,108.26,21.02,41.29,287.311789
460000,海南省,2015,1071.92,,1116.11,92.77,85.69,116.82,42.09,46.0,272.356088
460000,海南省,2014,1018.3,0.04,942.52,80.16,84.59,112.15,41.48,46.00346,251.88
460000,海南省,2013,1008.78,0.04,737.65,72.13,85.74,130.248,36.77,46.02414,232.0
460000,海南省,2012,931.0,0.05,930.81,65.05,82.83,155.67,39.06,47.4863,210.3
460000,海南省,2011,815.0,0.02,915.19,60.5,90.15,146.18,35.29,48.86,185.2811
460000,海南省,2010,647.1999,0.05,859.17,52.63,87.43,139.98,30.49,29.72,159.02
460000,海南省,2009,536.8899,17.76,835.68,47.62,90.03,106.24,26.82,24.94,133.7675
460000,海南省,2008,471.9497,14.88,796.83,38.85,80.16,93.8,29.55,26.78,121.7218
460000,海南省,2007,414.0797,22.99,816.28,46.6,64.67,59.21,20.18,23.4,113.25
460000,海南省,2006,332.2301,18.65,230.1,33.24,65.92,62.91,11.28,23.97,97.6759
460000,海南省,2005,341.601997,1.61,11.46,39.48,62.5,43.09,5.24,20.97,81.6081
460000,海南省,2004,477.340191,3.51,13.87,34.21,54.26,53.98,5.88,23.89,68.66
460000,海南省,2003,607.210291,5.92,31.6,19.79,52.2,50.73,5.24,24.08,59.3
460000,海南省,2002,0.0,,,,,,,,49.0
460000,海南省,2001,,0.04,13.49,31.37,30.49,48.24,9.99,6.56,42.96
460000,海南省,2000,191.63,3.47,14.69,30.93,28.13,46.2,9.39,5.28,38.3728
500000,重庆市,2019,,,,,,,,,1160.270484
500000,重庆市,2018,,,,,,,,,1118.791003
500000,重庆市,2017,5646.68,362.28,,232.65,83.44,542.31,14.25,95.24,996.548982
500000,重庆市,2016,5674.37,384.31,,219.05,80.97,514.22,13.91,89.32,924.894756
500000,重庆市,2015,6047.19,269.91,,199.98,66.63,491.21,13.9,88.37,875.3737256
500000,重庆市,2014,6095.78,320.43,,181.64,61.99,425.53,14.75,82.14612,867.24
500000,重庆市,2013,5794.472718,208.817541,,161.7,58.99,455.95,11.98,72.19468,813.3
500000,重庆市,2012,6750.0,503.77,,144.6328804344,54.28392369416,409.91478464264,9.88606547,70.97562,723.5
500000,重庆市,2011,7189.0,377.79,,144.97,52.78,397.7,9.37,61.8,717.0331
500000,重庆市,2010,6396.9028049504,299.4676920784,,102.6303259964,41.782750602,338.5093496164,8.6090549636,56.4205715208174,626.44
500000,重庆市,2009,5781.7219,334.1,0.01,90.54,34.06,273.55357,7.588294,49.4675,533.7976
500000,重庆市,2008,5272.731696,342.437172,0.02,96.589304,30.4356,257.648748,8.14,48.75,484.4075
500000,重庆市,2007,4078.69,323.38,0.13,86.46,27.01,234.11,7.84,43.53,449.22
500000,重庆市,2006,3734.6,329.15,3.17,86.22,23.01,186.55,2.66,40.05,405.1961
500000,重庆市,2005,3335.2,388.0,2.86,77.53,12.3,180.18,3.61,35.5,347.6778
500000,重庆市,2004,2904.38,191.42,0.48,76.37,12.53,169.57,4.32,30.34,309.06
500000,重庆市,2003,2646.13,187.73,0.27,65.87,8.58,73.15,2.99,28.75,294.19
500000,重庆市,2002,3053.0,189.72,0.25,65.41,8.53,68.91,3.24,27.33,248.01
500000,重庆市,2001,2736.0,191.05,0.19,64.14,8.33,64.31,4.1,26.56,220.54
500000,重庆市,2000,2942.05,180.74,,65.66,8.34,61.44,2.68,33.26,307.61
510000,四川省,2019,,,,,,,,,2635.825146
510000,四川省,2018,,,,,,,,,2459.489536
510000,四川省,2017,7855.88,1643.7,956.37,968.07,315.23,817.36,159.77,198.91,2205.1786
510000,四川省,2016,8869.49,1636.36,902.77,940.07,308.81,800.93,155.44,181.57,2101.0239
510000,四川省,2015,9288.9,1853.31,989.56,894.98,278.18,814.78,135.68,170.98,1992.401
510000,四川省,2014,11045.39,1863.88,865.4,829.84,250.54,748.57,125.72,165.17,2014.79
510000,四川省,2013,11678.5464,1760.13,306.49,818.47376,239.76396,754.04008,87.9,148.3,1949.0
510000,四川省,2012,11872.0,1562.85,351.47,700.0,205.44,643.4,75.21,152.998,1830.7
510000,四川省,2011,11454.0,1438.85,361.75,642.08,206.24,576.52,70.45,156.08,1751.4395
510000,四川省,2010,11520.4,1353.64,351.76,541.82,173.31,525.1,62.82,175.260695652174,1549.03
510000,四川省,2009,12147.35,1121.98539130685,315.68,462.92,155.07,538.46,13.34,126.99,1324.61
510000,四川省,2008,10727.41,1119.1,285.49,375.92,126.61,473.94,12.6,108.94,1210.1335
510000,四川省,2007,9450.11,1144.05,239.95,330.44,128.62,394.23,7.17,112.15,1177.51
510000,四川省,2006,8532.71,1003.67,174.94,269.32,105.83,354.61,9.5,106.08,1059.4386
510000,四川省,2005,7791.929999,894.54,140.81,224.44,93.56,287.43,8.08,89.52,942.5909
510000,四川省,2004,8188.68,813.32,114.99,204.02,78.99,269.71,8.11,80.64,857.02
510000,四川省,2003,7254.1,625.58,75.67,181.66,72.14,226.98,11.13,74.68,758.79
510000,四川省,2002,5462.0,541.2,57.78,171.47,56.13,196.43,12.42,69.96,660.5087
510000,四川省,2001,4650.0,487.81,55.8,157.96,43.62,194.86,11.74,63.07,589.57
510000,四川省,2000,4861.98,447.25,38.89,143.65,36.04,161.61,13.32,58.67,521.2328
520000,贵州省,2019,,,,,,,,,1540.677154
520000,贵州省,2018,,,,,,,,,1482.121819
520000,贵州省,2017,13409.76,214.9,,380.41,48.57,480.92,0.32,17.73,1384.885058
520000,贵州省,2016,13642.75,253.42,0.02,343.65,38.64,490.8,0.52,17.11,1241.783468
520000,贵州省,2015,12833.49,310.42,0.02,293.99,31.5,453.96,0.42,13.32,1174.20671289
520000,贵州省,2014,13117.6,375.31,,217.38,30.1,380.339,0.12,10.61662,1173.74
520000,贵州省,2013,13650.74,423.46,,195.4,21.8,378.7,0.51,8.4218,1126.3
520000,贵州省,2012,13328.0,382.26,,158.3,13.27,336.03,4.68,5.26392,1046.7
520000,贵州省,2011,12085.0,402.88,,145.23,10.84,304.97,16.04,4.76,944.1312
520000,贵州省,2010,10908.0964,380.44,,143.36,8.94,264.66,14.43,4.14026811594203,835.38
520000,贵州省,2009,10912.47,367.79,,129.99,2.95,234.69,13.47,4.18,750.3007
520000,贵州省,2008,9732.18,450.97,,123.424444444444,2.95,226.46,23.1566666666667,4.74,679.1764
520000,贵州省,2007,10630.35,486.06,,85.65,9.73,183.5,34.35,5.14,669.1
520000,贵州省,2006,9938.99,477.05,,78.94,9.63,169.73,12.01,4.95,581.978
520000,贵州省,2005,8651.44,333.86,,67.52,8.41,139.04,10.39,5.44,486.9747
520000,贵州省,2004,7993.74,269.06,,67.23,2.69,108.4,10.34,4.99,583.26
520000,贵州省,2003,6793.62,239.99,,58.94,2.55,104.41,9.94,5.45,551.07
520000,贵州省,2002,5199.0,234.4,,50.48,2.29,89.23,7.67,5.48,366.63
520000,贵州省,2001,4946.0,225.34,,47.83,2.36,82.85,7.46,6.0,335.19
520000,贵州省,2000,5146.3,238.86,,46.46,9.37,57.81,7.51,5.72,287.7834
530000,云南省,2019,,,,,,,,,1812.26379
530000,云南省,2018,,,,,,,,,1679.077497
530000,云南省,2017,7211.26,951.31,401.96,344.74,113.82,607.53,0.57,9.69,1538.104139
530000,云南省,2016,7461.18,912.09,0.04,340.03,102.96,601.52,1.11,7.71,1410.520402
530000,云南省,2015,7712.85,879.33,0.03,312.95,90.39,582.87,2.51,6.34,1438.607231
530000,云南省,2014,8674.66911299574,1133.781848,0.036144578313253,297.735469854129,77.3021967554217,569.134898421007,3.81927710843373,4.62974750901205,1529.38
530000,云南省,2013,9783.08607209017,1347.5696,0.034,280.005252237,63.727905,559.80968936,3.241,4.2698526,1459.8
530000,云南省,2012,9850.0,1338.869,0.02,287.512,56.0632,650.888,2.61,4.302679684,1315.9
530000,云南省,2011,9664.0,1218.44,0.02,250.34,51.12,609.84,2.59,4.2,1204.0714
530000,云南省,2010,9349.39554748025,1231.21,0.059458,232.49132795449,47.4437,562.042573,5.615223,3.64367500724638,1004.07
530000,云南省,2009,8885.61244262029,1276.33313661093,0.06504,193.273492149425,37.2360669583911,437.696381178044,5.16297611741174,4.52202845,891.1902
530000,云南省,2008,7915.68500471547,1331.42910832684,0.06,178.863926822233,38.1861755565244,411.951241033267,5.2,5.27793915,829.4436
530000,云南省,2007,7620.45268737064,1377.38864210526,0.11,158.113461,36.18419,382.146970833333,5.04,5.488277,745.52
530000,云南省,2006,7481.99692,1252.0053,0.07,128.116,35.05736721,331.6599,4.7235,5.45,645.6136
530000,云南省,2005,6681.53,1223.36,0.0699,122.95,28.71,283.9,3.91,6.12,557.25
530000,云南省,2004,5688.54,1046.32,0.06,111.47,23.5,238.69,7.54,5.76,475.19
530000,云南省,2003,4613.54,759.23,,106.1,20.02,207.45,5.69,5.6,409.79
530000,云南省,2002,3352.0,590.14,,97.6,18.95,179.35,8.53,5.14,353.2
530000,云南省,2001,3101.0,380.36,,111.47,20.55,114.45,8.68,5.29,320.75
530000,云南省,2000,3062.04,360.0,,90.79,19.24,55.46,11.17,5.17,273.5831
540000,西藏自治区,2019,,,,,,,,,77.595715
540000,西藏自治区,2018,,,,,,,,,69.019788
540000,西藏自治区,2017,,,,,,,,,58.1888
540000,西藏自治区,2016,,,,,,,,,49.2205
540000,西藏自治区,2015,,,,,,,,,40.5334
540000,西藏自治区,2014,,,,,,,,,33.98
540000,西藏自治区,2013,,,,,,,,,30.7
540000,西藏自治区,2012,,,,,,,,,27.8
540000,西藏自治区,2011,,,,,,,,,23.7659
540000,西藏自治区,2010,,,,,,,,,20.41
540000,西藏自治区,2009,,,,,,,,,17.6987
540000,西藏自治区,2008,,,,,,,,,16.0
540000,西藏自治区,2007,,,,,,,,,15.0
540000,西藏自治区,2006,,,,,,,,,13.0
540000,西藏自治区,2005,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,,,,,,,,,1912.344563
610000,陕西省,2018,,,,,,,,,1594.173284
610000,陕西省,2017,20069.6,829.6,1853.57,277.42,50,373.81,19.46,103.9,1494.749845
610000,陕西省,2016,19670.75,840.46,1823.86,257.31,30.03,409.63,12.35,98.22,1357.06078
610000,陕西省,2015,18373.61,970.06,2101.1,249.51,34.48,465.71,25.51,82.69,1221.72923541
610000,陕西省,2014,18375.335781,975.0719,2249.602094,229.9244,36.2592,539.42615,17.5329,74.255416518,1226.01
610000,陕西省,2013,17247.9544919703,935.219420578881,2230.6405,220.9813,32.266815,521.8724,21.704678,70.295115368407,1152.2
610000,陕西省,2012,15774.0,895.444966,2267.958188,287.014929,10.107312,586.495477,0.091163,65.971372688,1066.7
610000,陕西省,2011,13318.0,793.68,2095.67,279.6,9.67,573.75,0.16,62.49,982.4682
610000,陕西省,2010,11638.5304170678,731.25,2104.60864,255.226447444444,8.94,531.499539,0.136379,59.1913816920461,859.22
610000,陕西省,2009,9496.5,655.0,1870.1,248.49,8.48,493.29,0.03,50.0093,740.1138
610000,陕西省,2008,8941.31,387.95,1764.73,219.133,15.6457,443.55,5.932,51.6036,708.0274
610000,陕西省,2007,7893.75,407.0,1608.85,286.77,1.78,279.89,1.13,41.34,653.69
610000,陕西省,2006,7400.1,288.23,1488.94,210.66,34.8,221.99,0.99,28.43,580.7287
610000,陕西省,2005,6049.117,251.1,1242.42,196.7,34.81,180.28,4.43,18.76,516.4317
610000,陕西省,2004,4958.055846,249.65,1072.98,144.96,48.46,197.75,39.85,32.77,459.78
610000,陕西省,2003,3960.65,188.88,869.97,105.43,36.01,162.56,57.15,18.26,421.92
610000,陕西省,2002,3451.0,175.94,704.25,95.0,28.03,147.38,120.19,14.01,355.967
610000,陕西省,2001,3133.0,128.04,618.26,78.16,18.48,120.77,91.39,10.84,321.54
610000,陕西省,2000,2765.72,134.27,521.61,103.51,19.49,94.76,80.05,6.67,292.761
620000,甘肃省,2019,,,,,,,,,1288.048689
620000,甘肃省,2018,,,,,,,,,1289.523614
620000,甘肃省,2017,6360.81,505.34,1460.11,209.28,8.02,299.46,2.87,28.91,1164.366
620000,甘肃省,2016,6377.52,548.64,1367.29,199.3,8.06,307.01,3.33,26.4,1065.1525
620000,甘肃省,2015,6557.06,614.92,1446.5,158.2,5.86,335.6,4.97,26.04,1098.7197
620000,甘肃省,2014,6715.87,692.97,1467.85,128.98,5.62,374.8,7.05,25.19834,1095.48
620000,甘肃省,2013,6541.07,666.72,1575.63,122.89,5.1,375.35,4.29,23.22694,1073.2
620000,甘肃省,2012,6558.0,654.07,1544.21,65.8,5.23,258.03,9.25,20.2805,994.6
620000,甘肃省,2011,6303.0,601.28,1635.77,58.77,3.72,222.68,9.42,15.85,923.4465
620000,甘肃省,2010,5389.569,541.6,1400.18,56.57,4.98,210.64,14.63,14.2110862318841,804.43
620000,甘肃省,2009,4478.5,540.33,1440.79,50.14,5.45,185.62,13.39,12.43,705.5127
620000,甘肃省,2008,4682.87,544.17,1394.36,50.18,5.51,168.61,12.73,12.01,677.7597
620000,甘肃省,2007,4455.19,561.56,1432.87,87.66,5.48,113.94,14.33,12.97,614.74
620000,甘肃省,2006,3959.09,469.36,1323.38,88.03,4.68,117.61,14.05,11.97,536.3349
620000,甘肃省,2005,3750.67,424.41,1229.26,86.9,4.61,114.98,16.03,9.62,489.4817
620000,甘肃省,2004,3479.32,346.73,1154.76,77.47,6.8,105.9,15.48,8.53,452.0
620000,甘肃省,2003,3218.54,181.78,1017.98,97.82,5.34,82.33,19.95,7.37,398.33
620000,甘肃省,2002,2798.0,177.4,935.32,97.37,5.3,71.17,30.39,2.76,339.659
620000,甘肃省,2001,2551.0,176.67,887.1,103.96,5.28,100.8,50.12,1.19,306.09
620000,甘肃省,2000,2480.38,179.28,880.88,98.41,3.73,91.82,58.0,0.85,295.333
630000,青海省,2019,,,,,,,,,716.466108
630000,青海省,2018,,,,,,,,,738.337745
630000,青海省,2017,1747.01,219.0,152.53,60.05,0.02,152.26,0.22,49.56,687.0145
630000,青海省,2016,1962.43,228.44,149.45,56.0,0.01,128.92,0.1,46.25,637.5124
630000,青海省,2015,1508.12,249.21,154.33,44.96,0.01,114.53,0.03,44.38,657.9958
630000,青海省,2014,1816.5107,253.2167,143.3439,37.1682,,113.7268,0.0368,40.5936338,723.21
630000,青海省,2013,2073.1508,230.2215,146.1857,32.8472,,110.7748,0.1236,41.56305,676.3
630000,青海省,2012,1859.0,196.3254,145.4357,29.9054,,106.163262373225,0.1656,40.114,602.2
630000,青海省,2011,1508.0,156.03,156.25,28.97,0.19,102.37,0.1,32.05,560.6835
630000,青海省,2010,1270.6803,160.1263,127.9792,26.192,0.1731,89.8876,0.12,23.723,465.18
630000,青海省,2009,1309.5422999989,185.5628,82.0268,23.1739,0.1576999,87.1067,0.16,24.5566,337.2368
630000,青海省,2008,1316.4513999989,150.1608,109.2019,21.3772,0.3969999999,78.3808,0.1277,22.9023,313.2254
630000,青海省,2007,1058.18812,96.619992,110.15,16.42,2.01999,48.35,0.1772,20.2546,285.44
630000,青海省,2006,912.3899353,89.5100013,106.110003,18.39,-1e-12,27.030001,0.060012,22.780001,244.4149
630000,青海省,2005,698.9690022,41.839,95.02,17.5,0.005099999,24.85,0.02,22.11,206.5571
630000,青海省,2004,680.05,41.23,83.41,16.81,,23.93,2.2,17.91,199.64
630000,青海省,2003,675.43,30.27,66.73,17.16,,22.63,3.9,15.15,158.51
630000,青海省,2002,620.0,17.88,62.43,16.1,,18.64,4.2,11.27,125.508
630000,青海省,2001,642.0,17.44,65.4,17.61,,18.59,4.86,5.85,111.9
