省份编码,省份,年份,建设工程监理营业收入(万元),工程监理收入(万元),工程招标代理收入(万元),工程造价咨询收入(万元),工程项目管理与咨询服务收入(万元),建设工程监理其他收入(万元)
610000,陕西省,2019,2665339.4,,,,,
610000,陕西省,2018,1510928.45,,,,,
610000,陕西省,2017,1208716.86,,,,,
610000,陕西省,2016,1130310.82,,,,,
610000,陕西省,2015,923116.69,,,,,
610000,陕西省,2014,444112.12,,,,,
610000,陕西省,2013,389736.71,,,,,
610000,陕西省,2012,316076.09,,,,,
610000,陕西省,2011,271604.69,187350.03,8275.75,32975.94,5945.36,37057.61
610000,陕西省,2010,244173.0,157134.0,6110.0,7980.0,9560.0,63389.0
610000,陕西省,2009,129979.06,109097.99,4689.94,2989.95,3254.19,9946.99
610000,陕西省,2008,87997.0,79271.0,4486.0,1794.0,2240.0,207.0
610000,陕西省,2007,64470.65,59569.09,1795.28,1148.15,1565.26,392.87
610000,陕西省,2006,51994.13,47704.0,1702.7,992.77,1309.33,285.33
610000,陕西省,2005,35808.53,33058.74,848.04,695.89,767.0,438.86
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,401189.45,,,,,
620000,甘肃省,2018,387259.11,,,,,
620000,甘肃省,2017,289907.5,,,,,
620000,甘肃省,2016,301912.12,,,,,
620000,甘肃省,2015,257704.4,,,,,
620000,甘肃省,2014,276026.72,,,,,
620000,甘肃省,2013,281238.16,,,,,
620000,甘肃省,2012,268003.59,,,,,
620000,甘肃省,2011,221895.74,103686.47,6619.02,4208.48,31712.98,75668.79
620000,甘肃省,2010,159475.0,84959.0,3382.0,2164.0,2046.0,66924.0
620000,甘肃省,2009,80794.22,53659.11,3708.46,927.8,8546.99,13951.86
620000,甘肃省,2008,72536.0,41164.0,1648.0,1007.0,16249.0,12469.0
620000,甘肃省,2007,56243.53,32683.72,1407.75,550.9,13518.03,8083.13
620000,甘肃省,2006,61909.53,31536.47,499.99,437.2,413.43,29022.44
620000,甘肃省,2005,25867.24,22535.45,362.57,111.0,441.32,2416.9
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,80507.21,,,,,
630000,青海省,2018,69000.02,,,,,
630000,青海省,2017,48691.83,,,,,
630000,青海省,2016,60477.68,,,,,
630000,青海省,2015,50469.03,,,,,
630000,青海省,2014,45439.64,,,,,
630000,青海省,2013,42144.96,,,,,
630000,青海省,2012,35199.33,,,,,
630000,青海省,2011,29424.17,26052.01,,456.17,541.5,2374.49
630000,青海省,2010,23016.0,20643.0,,235.0,481.0,1657.0
630000,青海省,2009,13624.92,13192.58,,143.06,102.5,186.78
630000,青海省,2008,15244.0,14086.0,58.0,86.0,607.0,408.0
630000,青海省,2007,12268.82,11512.18,,,,699.46
630000,青海省,2006,11591.16,11147.78,,9.98,31.0,402.4
630000,青海省,2005,8443.33,8341.54,,32.13,,69.66
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,97561.494,,,,,
640000,宁夏回族自治区,2018,102889.59,,,,,
640000,宁夏回族自治区,2017,78265.41,,,,,
640000,宁夏回族自治区,2016,72068.23,,,,,
640000,宁夏回族自治区,2015,83887.28,,,,,
640000,宁夏回族自治区,2014,74780.15,,,,,
640000,宁夏回族自治区,2013,66747.4,,,,,
640000,宁夏回族自治区,2012,55779.9,,,,,
640000,宁夏回族自治区,2011,44074.39,41179.37,1260.02,1204.9,354.83,75.27
640000,宁夏回族自治区,2010,30866.0,29011.0,732.0,776.0,262.0,85.0
640000,宁夏回族自治区,2009,11696.8,11058.92,98.42,458.29,76.0,5.17
640000,宁夏回族自治区,2008,15134.0,14109.0,654.0,281.0,9.0,81.0
640000,宁夏回族自治区,2007,12790.57,11939.48,415.34,331.41,,67.04
640000,宁夏回族自治区,2006,12663.95,12231.68,360.42,25.96,7.0,38.89
640000,宁夏回族自治区,2005,10752.57,10198.09,288.05,89.64,114.0,62.79
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,493659.523,,,,,
650000,新疆维吾尔自治区,2018,322859.1,,,,,
650000,新疆维吾尔自治区,2017,264697.54,,,,,
650000,新疆维吾尔自治区,2016,255192.94,,,,,
650000,新疆维吾尔自治区,2015,310203.92,,,,,
650000,新疆维吾尔自治区,2014,257083.6,,,,,
650000,新疆维吾尔自治区,2013,239457.2,,,,,
650000,新疆维吾尔自治区,2012,206491.61,,,,,
650000,新疆维吾尔自治区,2011,157436.09,101415.38,3410.58,3801.73,44222.69,4585.71
650000,新疆维吾尔自治区,2010,128757.0,81215.0,2548.0,2695.0,41152.0,1146.0
650000,新疆维吾尔自治区,2009,48865.54,44695.65,2215.62,749.16,766.13,438.98
650000,新疆维吾尔自治区,2008,64288.0,48954.0,1774.0,993.0,877.0,11691.0
650000,新疆维吾尔自治区,2007,40069.95,36930.69,1076.86,695.0,341.0,1026.4
650000,新疆维吾尔自治区,2006,35289.23,32634.28,1074.5,841.0,113.3,626.15
650000,新疆维吾尔自治区,2005,30563.81,28258.02,674.97,1162.54,274.4,193.88
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
