省份编码,省份,年份,总承包建筑业企业单位数(个),总承包建筑业企业从业人员(万人),总承包建筑业企业建筑业总产值(万元),特级总承包建筑业企业建筑业总产值(万元),一级总承包建筑业企业建筑业总产值(万元),二级总承包建筑业企业建筑业总产值(万元),三级及以下总承包建筑业企业建筑业总产值(万元),总承包建筑业企业利税总额(亿元),按总承包建筑业企业总产值计算的劳动生产率(元/人)
440000,广东省,2012,2321,147.9135,49265771.5,6994819.1,28500802.9,7649606.2,6120543.3,371.15658,350168.78418383
440000,广东省,2011,2328,143.9983,43122588.7,6054750.2,23251910.2,7752997.1,6062931.2,341.12894,236674.22804213
440000,广东省,2010,2359,154.4287,36404043.0,6070382.0,18612644.0,6614493.0,5106524.0,298.757,236093.0
440000,广东省,2009,2340,142.9996,29806043.2,4411596.2,14800489.8,5880202.8,4713754.4,254.54746,206883.83
440000,广东省,2008,2332,138.9457,24977364.6,3270034.6,11704462.3,5245860.3,4757007.4,212.99324,177764.72
440000,广东省,2007,2218,145.4813,23021071.2,1522594.3,11140110.4,5457040.2,4901326.3,202.77422,156692.48
440000,广东省,2006,2237,141.1093,19595078.4,2094001.6,8681105.9,4446532.8,4373438.1,146.89064,142795.98
440000,广东省,2005,2245,137.5914,17017267.8,1326606.3,7811968.2,4057731.8,3820961.5,123.48344,123397.32
440000,广东省,2004,,,,,,,,,
440000,广东省,2003,,,,,,,,,
440000,广东省,2002,,,,,,,,,
440000,广东省,2001,,,,,,,,,
440000,广东省,2000,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,,
450000,广西壮族自治区,2013,794,72.2759,21801165.2,2394773.6,12267858.8,4100156.9,3038375.9,,315308.86646816
450000,广西壮族自治区,2012,771,64.4456,17942820.2,2040926.0,9593342.8,3573446.7,2735104.7,87.84176,279765.12466614
450000,广西壮族自治区,2011,738,57.064,14746880.8,1603320.0,7827893.2,3047943.0,2267724.6,71.53486,255321.43197231
450000,广西壮族自治区,2010,709,56.4547,11495265.0,1171807.0,5823241.0,2474035.0,2026181.0,64.6296,209764.0
450000,广西壮族自治区,2009,713,50.9461,8758729.6,806359.9,4192743.3,2219381.8,1540244.6,47.93746,184315.92
450000,广西壮族自治区,2008,754,43.1877,7018559.8,585347.9,3212283.4,1806465.3,1414463.2,39.94685,160972.45
450000,广西壮族自治区,2007,680,44.5745,5690255.9,246181.0,2648985.8,1535383.9,1259705.2,29.50753,138957.88
450000,广西壮族自治区,2006,650,41.8892,4762814.7,181706.0,2188890.7,1392971.9,999246.1,24.73443,126938.32
450000,广西壮族自治区,2005,661,40.0306,3921538.4,134474.0,1661955.1,1217032.3,908077.0,18.8851,99854.06
450000,广西壮族自治区,2004,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,
460000,海南省,2019,,,,,,,,,
460000,海南省,2018,,,,,,,,,
460000,海南省,2017,,,,,,,,,
460000,海南省,2016,,,,,,,,,
460000,海南省,2015,,,,,,,,,
460000,海南省,2014,,,,,,,,,
460000,海南省,2013,112,5.4988,2693207.3,49111.5,1497486.6,788446.0,358163.2,,450565.01154348
460000,海南省,2012,87,5.6785,2609340.5,40118.3,1623531.7,673702.3,271988.2,18.38168,419393.49373965
460000,海南省,2011,88,5.2264,2379617.9,32827.5,1340047.5,775109.8,231633.1,14.0587,360651.9907246
460000,海南省,2010,83,10.5674,1936622.0,33820.0,1287523.0,495945.0,119334.0,9.655,177429.0
460000,海南省,2009,103,9.7285,1366053.0,19558.0,779800.1,472102.8,94592.1,10.09649,147881.24
460000,海南省,2008,112,7.5834,1006604.9,30891.0,538461.9,326289.4,110962.6,8.80919,130702.45
460000,海南省,2007,76,6.6645,780187.8,792.0,457138.0,202883.2,119374.6,3.58906,117498.16
460000,海南省,2006,89,6.8324,608813.8,2417.7,356632.9,163899.8,85863.4,3.39221,87936.94
460000,海南省,2005,92,6.3187,557780.4,,320593.0,179454.0,57733.4,4.37198,87096.03
460000,海南省,2004,,,,,,,,,
460000,海南省,2003,,,,,,,,,
460000,海南省,2002,,,,,,,,,
460000,海南省,2001,,,,,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,,,,,,,,,
500000,重庆市,2018,,,,,,,,,
500000,重庆市,2017,,,,,,,,,
500000,重庆市,2016,,,,,,,,,
500000,重庆市,2015,,,,,,,,,
500000,重庆市,2014,,,,,,,,,
500000,重庆市,2013,1515,148.8133,43931367.1,1095213.2,21501242.7,13933648.1,7401263.1,,296298.22267066
500000,重庆市,2012,1454,130.8487,36417875.1,1194741.5,18510466.3,11019249.7,5693417.6,271.05534,257438.36776531
500000,重庆市,2011,1428,125.0185,30361774.8,1013647.4,15651064.7,9324562.6,4372500.1,243.65481,167934.25724962
500000,重庆市,2010,1403,129.0891,22987429.0,476968.0,11820982.0,7151579.0,3537901.0,184.1346,172228.0
500000,重庆市,2009,1434,109.5802,17524045.7,328157.0,8503043.1,5809949.9,2882895.7,148.7741,158527.39
500000,重庆市,2008,1450,94.5571,13176553.1,157170.0,6203045.8,4572032.5,2244304.8,134.49916,123224.7
500000,重庆市,2007,1382,87.9626,10159239.0,28764.0,4656736.4,3548278.9,1925459.7,66.7413,119368.23
500000,重庆市,2006,1351,77.4636,7928068.7,,3353588.2,3091887.2,1482593.3,49.32106,101309.92
500000,重庆市,2005,1316,75.1646,7018788.3,,2928888.1,2713251.4,1376648.8,40.12999,93943.84
500000,重庆市,2004,,,,,,,,,
500000,重庆市,2003,,,,,,,,,
500000,重庆市,2002,,,,,,,,,
500000,重庆市,2001,,,,,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,,,,,,,,,
510000,四川省,2018,,,,,,,,,
510000,四川省,2017,,,,,,,,,
510000,四川省,2016,,,,,,,,,
510000,四川省,2015,,,,,,,,,
510000,四川省,2014,,,,,,,,,
510000,四川省,2013,2259,222.2803,65634647.1,8989867.8,23994233.1,22309645.9,10340900.3,,268860.68611765
510000,四川省,2012,2157,199.3742,55936281.9,7456060.0,21297041.2,19043548.5,8139632.2,375.23784,253684.11507158
510000,四川省,2011,2163,214.6184,47454239.9,6600362.2,18437144.9,15940083.5,6476649.3,314.26509,143972.31579334
510000,四川省,2010,2190,283.7866,36765729.0,3965321.0,14812280.0,12310844.0,5677284.0,240.7076,147937.0
510000,四川省,2009,2163,194.953,29003709.7,2169724.8,11733178.7,10025922.2,5074884.0,173.14949,139767.55
510000,四川省,2008,2300,170.6524,22579962.3,1846375.6,8493921.2,8077108.0,4162557.5,138.07259,117163.57
510000,四川省,2007,2095,177.5248,18979476.7,1077517.8,7399766.8,6452426.0,4049766.1,108.37671,106379.45
510000,四川省,2006,2176,161.7677,15590189.2,1007774.5,5898505.7,5304537.7,3379371.3,79.93639,95528.24
510000,四川省,2005,2270,156.3199,13039409.9,627813.9,4693563.5,4618047.1,3099985.4,68.12926,83135.22
510000,四川省,2004,,,,,,,,,
510000,四川省,2003,,,,,,,,,
510000,四川省,2002,,,,,,,,,
510000,四川省,2001,,,,,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,,,,,,,,,
520000,贵州省,2018,,,,,,,,,
520000,贵州省,2017,,,,,,,,,
520000,贵州省,2016,,,,,,,,,
520000,贵州省,2015,,,,,,,,,
520000,贵州省,2014,,,,,,,,,
520000,贵州省,2013,447,39.4756,13092430.7,560190.0,9414950.2,1830730.9,1286559.6,,368558.96552404
520000,贵州省,2012,421,34.2741,9982710.8,618768.7,7341029.3,1245999.3,776913.5,48.53554,317600.09162724
520000,贵州省,2011,407,32.0272,7909821.5,499431.7,5747898.2,1019001.5,643490.1,41.77869,245697.75388047
520000,贵州省,2010,423,32.7083,6008656.0,380667.0,4176526.0,885917.0,565546.0,32.2237,196617.0
520000,贵州省,2009,442,31.8881,5060158.3,347586.0,3371816.3,845991.6,494764.4,23.64798,164810.97
520000,贵州省,2008,463,28.7608,3775085.3,207847.6,2406125.9,741075.1,420036.7,20.03833,138833.8
520000,贵州省,2007,448,27.6613,3344051.6,182037.9,2049515.7,696187.7,416310.3,15.41532,128024.03
520000,贵州省,2006,452,28.7342,2998188.0,198585.1,1779870.9,627009.7,392722.3,12.77339,115095.8
520000,贵州省,2005,457,29.0873,2610611.8,146539.7,1493239.7,561216.1,409616.3,12.38129,98629.4
520000,贵州省,2004,,,,,,,,,
520000,贵州省,2003,,,,,,,,,
520000,贵州省,2002,,,,,,,,,
520000,贵州省,2001,,,,,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,,,,,,,,,
530000,云南省,2018,,,,,,,,,
530000,云南省,2017,,,,,,,,,
530000,云南省,2016,,,,,,,,,
530000,云南省,2015,,,,,,,,,
530000,云南省,2014,,,,,,,,,
530000,云南省,2013,1484,72.4915,26142102.1,2427872.4,8585431.4,9471595.7,5657202.6,,277918.24821398
530000,云南省,2012,1369,67.6371,21707572.3,2054616.7,7853801.6,7237796.0,4561358.0,145.26228,260433.46806364
530000,云南省,2011,1278,55.853,17000243.4,1716653.2,6616258.6,5431035.0,3236296.6,107.77858,273066.01196012
530000,云南省,2010,1230,68.9989,13788112.0,1311195.0,5447277.0,4371642.0,2657997.0,94.4089,191780.0
530000,云南省,2009,1225,62.3498,10774226.9,1022922.3,4077868.7,3495028.1,2178407.8,65.31759,168393.34
530000,云南省,2008,1213,58.9358,8127758.2,937712.9,2612459.4,2651095.7,1926490.2,52.62164,137364.22
530000,云南省,2007,1104,56.1609,6831309.8,706065.1,2450910.1,2165497.8,1508836.8,45.90138,118489.28
530000,云南省,2006,1097,57.5339,6075584.3,673273.6,2199644.9,1819982.4,1382683.4,36.33443,106535.37
530000,云南省,2005,1010,51.7717,4881770.2,574662.1,1699260.4,1460693.8,1147153.9,32.31081,97632.67
530000,云南省,2004,,,,,,,,,
530000,云南省,2003,,,,,,,,,
530000,云南省,2002,,,,,,,,,
530000,云南省,2001,,,,,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,
540000,西藏自治区,2016,,,,,,,,,
540000,西藏自治区,2015,,,,,,,,,
540000,西藏自治区,2014,,,,,,,,,
540000,西藏自治区,2013,148,3.2773,799403.9,,39287.8,667773.7,92342.4,,308602.49382335
540000,西藏自治区,2012,157,3.466,843051.7,400.0,37277.6,711617.9,93756.2,6.97637,267262.14177023
540000,西藏自治区,2011,180,4.7653,1218314.0,1200.0,33320.4,970897.0,212896.6,9.4819,227909.68272972
540000,西藏自治区,2010,153,4.0123,1147273.0,74482.0,49667.0,938180.0,84944.0,13.5705,213391.0
540000,西藏自治区,2009,152,3.6485,910273.5,13349.9,162342.8,580478.8,154102.0,15.7582,199271.78
540000,西藏自治区,2008,160,4.102,586577.9,14951.6,27973.2,452727.1,90926.0,6.77842,99271.92
540000,西藏自治区,2007,113,3.6366,512083.9,2349.1,647.7,485900.5,23186.6,6.89687,129294.53
540000,西藏自治区,2006,113,2.556,399481.3,,,242292.6,157188.7,4.10494,116060.81
540000,西藏自治区,2005,140,3.0307,368305.7,,,309614.3,58691.4,4.14002,117771.14
540000,西藏自治区,2004,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,,,,,,,,,
610000,陕西省,2018,,,,,,,,,
610000,陕西省,2017,,,,,,,,,
610000,陕西省,2016,,,,,,,,,
610000,陕西省,2015,,,,,,,,,
610000,陕西省,2014,,,,,,,,,
610000,陕西省,2013,1184,89.217,37261423.4,2341785.3,23086163.3,9290550.8,2542924.0,,368979.41775569
610000,陕西省,2012,1052,75.4382,33190430.2,2239612.1,20677140.2,8084544.5,2189133.4,195.41808,350613.38271506
610000,陕西省,2011,872,67.3094,27629677.2,2414521.4,16718021.1,6399870.3,2097264.4,210.29496,326189.78257302
610000,陕西省,2010,814,99.4376,29290733.0,7236556.0,14480888.0,5537500.0,2035790.0,161.8018,274081.0
610000,陕西省,2009,807,84.1847,22052761.9,4909301.5,11840621.0,4001374.4,1301465.0,154.4693,240017.26
610000,陕西省,2008,778,66.8372,15653321.8,3564463.8,8186783.0,2829984.1,1072090.9,106.69113,172410.69
610000,陕西省,2007,676,49.7284,10466650.9,2896961.4,4970271.7,1578228.1,1021189.7,55.79172,184950.61
610000,陕西省,2006,671,44.6035,7698191.9,1754906.4,3995737.0,1238502.7,709045.8,35.42328,163367.6
610000,陕西省,2005,641,39.7104,6199099.1,1072638.4,3621387.8,969424.5,535648.4,30.4259,135430.76
610000,陕西省,2004,,,,,,,,,
610000,陕西省,2003,,,,,,,,,
610000,陕西省,2002,,,,,,,,,
610000,陕西省,2001,,,,,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,
620000,甘肃省,2016,,,,,,,,,
620000,甘肃省,2015,,,,,,,,,
620000,甘肃省,2014,,,,,,,,,
620000,甘肃省,2013,808,53.2182,16017236.3,1562709.3,6554111.1,4482009.9,3418406.0,,295667.16199154
620000,甘肃省,2012,734,52.5634,12903520.6,1295784.9,5231662.8,3711459.0,2664613.9,88.83362,258986.70696926
620000,甘肃省,2011,554,42.3029,8606990.1,564984.2,4048396.0,2397179.4,1596430.5,56.76619,183983.95295546
620000,甘肃省,2010,536,41.3302,6760678.0,639555.0,2877516.0,2011415.0,1232193.0,46.6326,147931.0
620000,甘肃省,2009,576,41.6014,5243472.5,476560.1,2018406.7,1654318.6,1094187.1,31.94475,116522.65
620000,甘肃省,2008,592,39.2378,4298462.2,408361.7,1654461.6,1318552.5,917086.4,31.19291,100720.58
620000,甘肃省,2007,545,39.6818,3546876.9,30539.3,1427021.9,1225930.3,863385.4,25.47492,87685.68
620000,甘肃省,2006,553,38.675,2976439.1,30356.6,1204186.2,1067080.8,674815.5,20.0308,68892.2
620000,甘肃省,2005,529,37.279,2766454.7,,1297790.1,971589.3,497075.3,16.19266,68644.99
620000,甘肃省,2004,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,,,,,,,,,
630000,青海省,2018,,,,,,,,,
630000,青海省,2017,,,,,,,,,
630000,青海省,2016,,,,,,,,,
630000,青海省,2015,,,,,,,,,
630000,青海省,2014,,,,,,,,,
630000,青海省,2013,260,10.6262,3729201.0,1256093.0,617918.3,1440706.9,414482.8,,299435.60755093
630000,青海省,2012,245,10.4811,3041635.5,1037179.7,478386.3,1145165.9,380903.6,19.65472,256844.99632673
630000,青海省,2011,249,7.5941,2925262.9,928855.0,622081.5,1090390.1,283936.3,16.96973,269393.47251513
630000,青海省,2010,241,7.8867,2559770.0,894125.0,497445.0,929445.0,238755.0,13.8749,224952.0
630000,青海省,2009,245,8.21,1848156.2,588295.3,344600.9,727637.1,187622.9,10.55795,172224.3
630000,青海省,2008,253,6.8019,1304180.0,391249.8,251664.8,530708.4,130557.0,9.12506,149103.67
630000,青海省,2007,240,8.3832,1168848.0,408078.0,244126.4,344605.5,172038.1,6.96021,125945.31
630000,青海省,2006,242,7.8946,1016757.1,277691.0,245504.1,358836.9,134725.1,3.82229,112463.18
630000,青海省,2005,248,7.6701,833617.7,204231.6,202862.5,290520.7,136002.9,3.46907,89784.02
630000,青海省,2004,,,,,,,,,
630000,青海省,2003,,,,,,,,,
630000,青海省,2002,,,,,,,,,
630000,青海省,2001,,,,,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,,
640000,宁夏回族自治区,2013,335,11.1687,5218124.1,,1518561.6,2217376.3,1482186.2,,236101.39268456
640000,宁夏回族自治区,2012,326,7.5535,4248717.6,,1277515.3,1653456.3,1317746.0,25.54682,253101.7359084
640000,宁夏回族自治区,2011,320,8.5276,3885947.9,,1351022.9,1264288.8,1270636.2,22.16544,176950.09266553
640000,宁夏回族自治区,2010,300,8.2259,3097917.0,,1230673.0,1005417.0,861827.0,17.8741,146703.0
640000,宁夏回族自治区,2009,291,5.7171,2323586.2,,897445.3,714898.2,711242.7,12.78732,126735.77
640000,宁夏回族自治区,2008,290,5.3161,1665092.0,,698453.8,445010.5,521627.7,8.19857,108911.4
640000,宁夏回族自治区,2007,279,5.3482,1352381.6,,648518.2,317169.9,386693.5,6.41493,97837.02
640000,宁夏回族自治区,2006,276,6.1293,1147579.2,,509486.8,287642.0,350450.4,5.25951,84702.19
640000,宁夏回族自治区,2005,267,6.2192,989204.5,,385592.2,310552.8,293059.5,4.73501,74831.46
640000,宁夏回族自治区,2004,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,,,
650000,新疆维吾尔自治区,2013,684,32.7747,19284410.3,255527.0,7484797.2,7854331.4,3689754.7,,277818.50412815
650000,新疆维吾尔自治区,2012,621,27.512,14975524.8,226403.7,6462209.0,6015909.8,2271002.3,82.96509,253809.97883155
650000,新疆维吾尔自治区,2011,550,24.3923,12380778.1,200534.0,5349782.6,5115477.3,1714984.2,67.85981,225106.2842161
650000,新疆维吾尔自治区,2010,510,20.5548,8924734.0,148694.0,4185541.0,3287718.0,1302780.0,48.3136,181663.0
650000,新疆维吾尔自治区,2009,493,18.3686,7258849.8,149072.6,3238903.3,2601828.3,1269045.6,38.0604,176201.07
650000,新疆维吾尔自治区,2008,491,17.5192,5743663.0,100358.5,2741671.2,1767913.0,1133720.3,29.29647,153273.07
650000,新疆维吾尔自治区,2007,438,16.6708,4088151.9,96030.6,1808678.2,1117017.9,1066425.2,19.20748,126283.93
650000,新疆维吾尔自治区,2006,432,16.5565,3481885.4,89380.9,1578776.2,992241.0,821487.3,15.35089,121940.8
650000,新疆维吾尔自治区,2005,424,17.65,3290768.0,90922.2,1516165.6,998336.8,685343.4,14.35157,114022.46
650000,新疆维吾尔自治区,2004,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
