省份编码,省份,年份,总承包建筑业企业利润总额(万元),特级总承包建筑业企业利润总额(万元),一级总承包建筑业企业利润总额(万元),二级总承包建筑业企业利润总额(万元),三级及以下总承包建筑业企业利润总额(万元)
630000,青海省,2007,26612.5,22678.8,2965.1,-355.1,1323.7
630000,青海省,2006,8838.7,10060.5,-2462.4,2093.3,-852.7
630000,青海省,2005,6552.7,5505.5,-2235.1,3555.4,-273.1
630000,青海省,2004,,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,,,,,
640000,宁夏回族自治区,2016,,,,,
640000,宁夏回族自治区,2015,,,,,
640000,宁夏回族自治区,2014,,,,,
640000,宁夏回族自治区,2013,,,,,
640000,宁夏回族自治区,2012,111589.1,,16510.7,52413.8,42664.6
640000,宁夏回族自治区,2011,88797.0,,17399.4,34178.0,37219.6
640000,宁夏回族自治区,2010,68837.0,,15248.0,32999.0,20591.0
640000,宁夏回族自治区,2009,47125.0,,5100.0,25172.4,16852.6
640000,宁夏回族自治区,2008,24441.1,,2604.0,10095.4,11741.7
640000,宁夏回族自治区,2007,17832.1,,2074.6,10990.4,4767.1
640000,宁夏回族自治区,2006,13238.1,,3139.5,5504.7,4593.9
640000,宁夏回族自治区,2005,15524.2,,1398.4,6959.6,7166.2
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,,,,,
650000,新疆维吾尔自治区,2016,,,,,
650000,新疆维吾尔自治区,2015,,,,,
650000,新疆维吾尔自治区,2014,,,,,
650000,新疆维吾尔自治区,2013,,,,,
650000,新疆维吾尔自治区,2012,307141.6,2794.1,117999.9,146331.6,40016.0
650000,新疆维吾尔自治区,2011,258345.9,2708.8,126274.5,104785.7,24576.9
650000,新疆维吾尔自治区,2010,181908.0,2162.0,96579.0,63761.0,19406.0
650000,新疆维吾尔自治区,2009,137466.4,2108.8,61917.4,44680.6,28759.6
650000,新疆维吾尔自治区,2008,103416.3,1319.7,51924.5,24515.2,25656.9
650000,新疆维吾尔自治区,2007,54903.5,533.4,21267.4,7604.7,25498.0
650000,新疆维吾尔自治区,2006,43509.8,1828.5,16961.7,14852.5,9867.1
650000,新疆维吾尔自治区,2005,37397.6,2229.6,9514.3,18410.7,7243.0
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
