省份编码,省份,年份,专业承包建筑业企业单位数(个),专业承包建筑业企业从业人员(万人),专业承包建筑业企业建筑业总产值(万元),一级专业承包建筑业企业建筑业专业产值(万元),二级专业承包建筑业企业建筑业专业产值(万元),三级及以下专业承包建筑业企业建筑业专业产值(万元),专业承包建筑业企业利税专业额(亿元),按专业承包建筑业企业总产值计算的劳动生产率(元/人)
460000,海南省,2011,33,0.2583,175103.9,132201.3,30768.0,12134.6,1.23673,649495.17804154
460000,海南省,2010,21,0.4304,58220.0,35018.0,11045.0,12157.0,0.4221,124401.0
460000,海南省,2009,36,0.6069,73388.5,44494.6,22086.6,6807.3,0.79909,116953.78
460000,海南省,2008,37,0.5798,105232.0,65702.0,25349.7,14180.3,0.87083,170416.19
460000,海南省,2007,24,0.5142,41646.2,21735.3,15477.6,4433.3,0.0758,85061.68
460000,海南省,2006,31,0.4111,40622.2,21122.0,12611.5,6888.7,0.09979,90452.46
460000,海南省,2005,30,0.3639,39144.8,21434.6,10821.5,6888.7,0.04537,102607.6
460000,海南省,2004,,,,,,,,
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,,,,,,,,
500000,重庆市,2018,,,,,,,,
500000,重庆市,2017,,,,,,,,
500000,重庆市,2016,,,,,,,,
500000,重庆市,2015,,,,,,,,
500000,重庆市,2014,,,,,,,,
500000,重庆市,2013,879,11.2772,3387461.4,1346381.3,1102373.6,938706.5,,332795.75195504
500000,重庆市,2012,880,10.0345,3338821.3,1689383.7,872188.9,777248.7,22.11719,324210.91830691
500000,重庆市,2011,877,9.2949,2926477.1,1379312.2,813165.2,733999.7,24.74668,322910.92156949
500000,重庆市,2010,923,10.1334,2356145.0,1001080.0,748942.0,606123.0,24.6188,211368.0
500000,重庆市,2009,931,9.2018,1628449.1,513432.4,544694.9,570321.8,19.70887,164212.8
500000,重庆市,2008,932,10.6884,1786642.3,449331.9,666155.5,671154.9,17.87809,119140.46
500000,重庆市,2007,1021,8.8248,1127879.1,312851.1,375625.6,439402.4,9.29396,133105.07
500000,重庆市,2006,1022,9.1246,1022848.8,235188.8,407920.1,379739.9,8.44793,108132.7
500000,重庆市,2005,882,7.7756,816869.5,214048.2,330611.8,272209.5,5.36196,104013.43
500000,重庆市,2004,,,,,,,,
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,,,,,,,,
510000,四川省,2018,,,,,,,,
510000,四川省,2017,,,,,,,,
510000,四川省,2016,,,,,,,,
510000,四川省,2015,,,,,,,,
510000,四川省,2014,,,,,,,,
510000,四川省,2013,1130,20.5885,6760287.1,3281881.0,1949186.8,1529219.3,,274253.22314988
510000,四川省,2012,1036,19.5102,6467016.2,2818911.9,2211851.6,1436252.7,42.83335,288681.59397194
510000,四川省,2011,1112,20.1872,5112221.0,2549125.6,1503118.6,1059976.8,36.68612,127499.52613727
510000,四川省,2010,1224,21.3948,4865015.0,2764440.0,1194681.0,905894.0,34.6349,153134.0
510000,四川省,2009,1217,21.3154,4370759.2,2396424.2,1167264.3,807070.7,28.11115,166744.59
510000,四川省,2008,1587,20.1764,3349518.0,1496691.5,1133172.6,719653.9,23.348,129326.52
510000,四川省,2007,1085,16.8526,2120363.7,918196.5,626314.2,575853.0,12.44876,119542.64
510000,四川省,2006,1208,16.6362,1942132.8,792773.1,639578.2,509781.5,11.71,111763.28
510000,四川省,2005,1230,16.3791,1650612.2,624094.6,591498.0,435019.6,9.30605,93190.69
510000,四川省,2004,,,,,,,,
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,,,,,,,,
520000,贵州省,2018,,,,,,,,
520000,贵州省,2017,,,,,,,,
520000,贵州省,2016,,,,,,,,
520000,贵州省,2015,,,,,,,,
520000,贵州省,2014,,,,,,,,
520000,贵州省,2013,158,1.748,557542.0,269435.1,133022.5,155084.4,,378482.11255176
520000,贵州省,2012,137,1.2418,409463.8,209811.7,109298.8,90353.3,3.90502,365364.32586776
520000,贵州省,2011,121,1.0482,337373.0,136753.7,111547.9,89071.4,3.24718,130977.94859849
520000,贵州省,2010,127,1.0595,220909.0,58866.0,99901.0,62142.0,1.7915,184737.0
520000,贵州省,2009,132,1.1629,178910.9,18971.0,78754.1,81185.8,1.57444,150788.79
520000,贵州省,2008,145,1.3559,161635.9,18954.6,80435.0,62246.3,0.95951,121851.41
520000,贵州省,2007,133,1.4021,143856.5,14366.6,64226.0,65263.9,0.90685,102909.01
520000,贵州省,2006,134,1.3852,125240.4,10270.2,55517.7,59452.5,1.06381,92462.46
520000,贵州省,2005,123,1.3491,101642.1,1870.5,48584.2,51187.4,0.59904,77844.91
520000,贵州省,2004,,,,,,,,
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,,,,,,,,
530000,云南省,2018,,,,,,,,
530000,云南省,2017,,,,,,,,
530000,云南省,2016,,,,,,,,
530000,云南省,2015,,,,,,,,
530000,云南省,2014,,,,,,,,
530000,云南省,2013,752,7.0154,2746126.5,1016016.2,822415.8,907694.5,,302663.50350483
530000,云南省,2012,711,7.2185,2129033.8,815786.4,621647.7,691599.7,13.38559,268888.69523485
530000,云南省,2011,689,6.4536,1683770.8,619604.5,552246.5,511919.8,13.19196,62157.223069228
530000,云南省,2010,702,5.7504,1321470.0,446053.0,411824.0,463593.0,11.1824,200205.0
530000,云南省,2009,702,5.8053,1187977.3,344402.4,419362.3,424212.6,10.30674,174563.92
530000,云南省,2008,728,5.6729,941294.6,298474.7,292606.5,350213.4,6.03972,149720.79
530000,云南省,2007,617,5.6289,735485.3,235490.9,252356.0,247638.4,4.99858,116671.47
530000,云南省,2006,617,5.3686,647953.6,180164.0,253515.8,214273.8,5.26093,107551.31
530000,云南省,2005,518,4.8181,511899.2,175984.8,184293.8,151620.6,3.90251,100064.35
530000,云南省,2004,,,,,,,,
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,,,,,,,,
540000,西藏自治区,2018,,,,,,,,
540000,西藏自治区,2017,,,,,,,,
540000,西藏自治区,2016,,,,,,,,
540000,西藏自治区,2015,,,,,,,,
540000,西藏自治区,2014,,,,,,,,
540000,西藏自治区,2013,16,0.1185,21736.6,155.0,16665.2,4916.4,,238339.9122807
540000,西藏自治区,2012,18,0.1199,20992.6,175.0,16638.5,4179.1,0.20185,153230.65693431
540000,西藏自治区,2011,19,0.2165,26409.3,46.5,20620.8,5742.0,0.13692,133245.71140262
540000,西藏自治区,2010,22,0.4821,73459.0,29426.0,30645.0,13389.0,1.3514,159383.0
540000,西藏自治区,2009,13,0.1545,39046.9,21414.7,13294.9,4337.3,0.27142,84995.43
540000,西藏自治区,2008,11,0.1689,142508.9,63761.6,36314.9,42432.4,0.33916,303145.93
540000,西藏自治区,2007,15,0.7731,90856.8,27884.8,48978.1,13993.9,0.24649,120515.72
540000,西藏自治区,2006,40,1.2432,94133.3,19424.3,11928.9,62780.1,0.86898,73489.97
540000,西藏自治区,2005,28,0.4221,37812.7,,19073.7,18739.0,0.34821,89752.43
540000,西藏自治区,2004,,,,,,,,
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,,,,,,,
610000,陕西省,2018,,,,,,,,
610000,陕西省,2017,,,,,,,,
610000,陕西省,2016,,,,,,,,
610000,陕西省,2015,,,,,,,,
610000,陕西省,2014,,,,,,,,
610000,陕西省,2013,213,5.9647,2676649.7,1340442.1,1039086.9,297120.7,,449411.4575463
610000,陕西省,2012,197,4.1899,2103455.4,999555.6,775854.4,328045.4,15.24613,466718.89769021
610000,陕西省,2011,177,5.1589,1453322.8,913189.5,417424.2,122709.1,12.81873,235176.91797336
610000,陕西省,2010,168,5.2293,1345374.0,579009.0,589114.0,177250.0,5.3889,199211.0
610000,陕西省,2009,178,4.2093,1038662.1,473335.5,408949.4,156377.2,5.77614,217266.05
610000,陕西省,2008,186,4.231,858484.4,394615.4,282512.2,181356.8,10.78394,174325.71
610000,陕西省,2007,196,7.7357,1264321.5,597993.6,452066.1,214261.8,7.97419,166616.79
610000,陕西省,2006,144,5.5416,605957.5,397314.6,120262.4,88380.5,2.66474,105790.52
610000,陕西省,2005,143,2.5113,386012.5,245006.5,61664.5,79341.5,1.75172,146427.62
610000,陕西省,2004,,,,,,,,
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,,,,,,,,
620000,甘肃省,2018,,,,,,,,
620000,甘肃省,2017,,,,,,,,
620000,甘肃省,2016,,,,,,,,
620000,甘肃省,2015,,,,,,,,
620000,甘肃省,2014,,,,,,,,
620000,甘肃省,2013,417,3.3787,1065418.6,290710.4,416117.5,358590.7,,365407.48362314
620000,甘肃省,2012,374,3.5362,742762.9,277410.6,187846.4,277505.9,7.1549,279559.97591178
620000,甘肃省,2011,239,3.7036,651419.4,232812.2,132002.7,286604.5,6.18967,169309.78557505
620000,甘肃省,2010,221,3.9736,759201.0,213172.0,180075.0,365955.0,8.7572,169034.0
620000,甘肃省,2009,261,3.2487,555386.5,202737.2,106976.2,245673.1,7.02988,136589.48
620000,甘肃省,2008,268,2.7874,514281.5,238096.3,83918.4,192266.8,5.068,139088.98
620000,甘肃省,2007,236,4.1563,822161.9,110456.4,267469.2,444236.3,4.71821,190156.79
620000,甘肃省,2006,254,4.7721,466847.7,121608.6,116807.5,228431.6,2.24609,102186.16
620000,甘肃省,2005,247,5.1371,367561.4,124630.2,147948.4,94982.8,2.41259,66171.24
620000,甘肃省,2004,,,,,,,,
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,,,,,,,
630000,青海省,2018,,,,,,,,
630000,青海省,2017,,,,,,,,
630000,青海省,2016,,,,,,,,
630000,青海省,2015,,,,,,,,
630000,青海省,2014,,,,,,,,
630000,青海省,2013,121,1.2669,234724.9,38702.1,84492.9,111529.9,,209781.83930646
630000,青海省,2012,122,1.2589,215940.8,53942.9,71276.1,90721.8,3.59644,206899.3005653
630000,青海省,2011,131,1.2381,268897.9,48245.5,114501.1,106151.3,2.55527,213801.30396756
630000,青海省,2010,128,1.0186,236290.0,16099.0,148363.0,71827.0,1.6017,193331.0
630000,青海省,2009,138,0.9762,195262.7,14409.4,128521.9,52331.4,2.55696,159697.96
630000,青海省,2008,158,1.0292,125789.6,30352.4,42411.5,53025.7,0.47092,111092.11
630000,青海省,2007,128,1.1358,85583.1,20178.9,18304.7,47099.5,0.01654,73110.46
630000,青海省,2006,120,1.1777,66960.4,11823.4,22192.3,32944.7,0.24937,53654.17
630000,青海省,2005,124,0.8953,75718.8,28113.3,13001.6,34603.9,0.08065,69562.52
630000,青海省,2004,,,,,,,,
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,
640000,宁夏回族自治区,2013,179,1.572,428471.4,107548.0,163949.7,156973.7,,259506.63194234
640000,宁夏回族自治区,2012,182,1.4176,420809.2,109754.4,167205.7,143849.1,3.56086,232465.58391338
640000,宁夏回族自治区,2011,180,1.4758,393225.6,98419.3,176096.3,118710.0,3.6557,195284.86293206
640000,宁夏回族自治区,2010,174,1.469,329026.0,98847.0,135213.0,94966.0,3.1647,168455.0
640000,宁夏回族自治区,2009,183,1.2781,268660.5,60493.9,94242.7,113923.9,2.7296,126357.12
640000,宁夏回族自治区,2008,193,1.2701,250356.0,64116.1,80627.8,105612.1,1.5617,131731.65
640000,宁夏回族自治区,2007,191,1.4367,197104.9,40638.3,82257.8,74208.8,1.3856,94070.01
640000,宁夏回族自治区,2006,196,1.4926,160801.6,35074.8,61615.6,64111.2,1.35391,82836.18
640000,宁夏回族自治区,2005,206,1.3177,140444.8,20638.8,54382.6,65423.4,1.03463,71295.4
640000,宁夏回族自治区,2004,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,,
650000,新疆维吾尔自治区,2013,288,3.6144,1430799.6,307440.2,612741.2,510618.2,,255856.29984621
650000,新疆维吾尔自治区,2012,266,2.7904,1247619.9,281383.6,579147.0,387089.3,9.59604,209574.82656095
650000,新疆维吾尔自治区,2011,268,2.1902,822920.9,262225.7,268414.1,292281.1,4.56748,233671.4938808
650000,新疆维吾尔自治区,2010,296,2.012,712456.0,195129.0,249612.0,267715.0,5.2362,159582.0
650000,新疆维吾尔自治区,2009,306,1.8531,607091.0,172687.0,186096.8,248307.2,4.10081,177912.55
650000,新疆维吾尔自治区,2008,332,1.7112,510083.5,128918.1,163428.9,217736.5,3.51433,170044.84
650000,新疆维吾尔自治区,2007,326,1.853,420161.8,90483.0,139216.3,190462.5,2.81904,153075.56
650000,新疆维吾尔自治区,2006,308,1.6768,349234.9,72309.7,117908.1,159017.1,2.27054,135830.93
650000,新疆维吾尔自治区,2005,311,1.8589,301745.2,58285.4,87666.5,155793.3,2.02602,116467.96
650000,新疆维吾尔自治区,2004,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
