省份编码,省份,年份,建筑业企业税金总额(亿元),内资建筑业企业税金总额(亿元),国有建筑业企业税金总额(亿元),集体建筑业企业税金总额(亿元),港澳台商投资建筑业企业税金总额(亿元),港澳台商独资建筑业企业税金总额(亿元),外商投资建筑业企业税金总额(亿元),外商独资建筑业企业税金总额(亿元)
430000,湖南省,2003,,,,,,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,465.44624,456.5638,52.43887,30.13491,2.89823,0.86977,5.98421,5.20972
440000,广东省,2018,442.58516,435.65731,58.63554,31.40878,3.74464,1.22885,3.18321,2.22808
440000,广东省,2017,375.37779,369.67258,59.6029,27.53376,3.19135,0.46961,2.51386,1.9447
440000,广东省,2016,304.25702,299.44052,50.40284,19.23961,2.31076,0.27324,2.50574,2.05197
440000,广东省,2015,297.6961,291.53049,51.79286,14.7714,2.21114,0.15128,3.95447,3.74564
440000,广东省,2014,287.00973,280.62288,51.08531,16.81567,2.23282,0.15903,4.15403,3.96506
440000,广东省,2013,,,,,,,,
440000,广东省,2012,231.87159,226.97454,60.37235,15.05793,2.45645,0.12265,2.4406,2.42208
440000,广东省,2011,216.47731,210.94259,55.92994,14.64968,2.82292,0.09947,2.7118,2.51086
440000,广东省,2010,187.4563,181.9755,47.7224,12.7959,2.6676,0.4735,2.8131,2.6531
440000,广东省,2009,155.19017,151.19225,39.04128,13.37248,1.95204,0.26172,2.04588,1.64146
440000,广东省,2008,143.54854,139.56391,35.68903,13.46788,1.73334,0.19025,2.25129,1.74835
440000,广东省,2007,117.70079,114.15195,32.2636,11.83235,1.4904,0.06833,2.05844,1.68933
440000,广东省,2006,101.25,98.07,27.71,10.8,1.82,0.08,1.36,1.11
440000,广东省,2005,93.81,92.42,29.71,9.63,0.96,0.03,0.43,0.01
440000,广东省,2004,,,,,,,,
440000,广东省,2003,,,,,,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,132.55183,132.55183,28.45827,9.82618,,,,
450000,广西壮族自治区,2018,132.46805,132.46805,26.68728,11.33237,,,,
450000,广西壮族自治区,2017,103.80894,103.78888,27.91974,9.73467,0.0072,,0.01286,0.01286
450000,广西壮族自治区,2016,99.74303,99.72345,32.46743,9.41815,0.01958,,,
450000,广西壮族自治区,2015,93.68604,93.67238,32.95003,6.59084,0.01366,,,
450000,广西壮族自治区,2014,82.4225,82.41692,29.29395,6.16026,0.00558,,,
450000,广西壮族自治区,2013,,,,,,,,
450000,广西壮族自治区,2012,57.99342,57.43623,25.20289,7.05218,0.02376,0.00969,0.53343,
450000,广西壮族自治区,2011,50.1057,49.29729,22.92035,5.96486,0.02114,0.00659,0.78727,
450000,广西壮族自治区,2010,44.0105,43.2091,19.0413,6.5988,0.0215,,0.7799,
450000,广西壮族自治区,2009,32.33329,32.03459,13.87013,4.37459,0.01595,,0.28275,
450000,广西壮族自治区,2008,28.12529,27.81753,13.38604,3.64195,0.04248,0.01472,0.26528,
450000,广西壮族自治区,2007,20.41828,20.30869,8.42979,3.38368,0.00331,,0.10628,
450000,广西壮族自治区,2006,17.31,17.23,8.01,2.83,0.01,,0.06,
450000,广西壮族自治区,2005,15.32,15.27,6.29,3.69,0.01,,0.04,
450000,广西壮族自治区,2004,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,22.38224,22.38224,2.38435,1.29337,,,,
460000,海南省,2018,21.08311,21.05412,1.43594,1.6869,0.02899,,,
460000,海南省,2017,12.98227,12.96217,2.05762,0.9061,0.0201,,,
460000,海南省,2016,13.00188,12.98279,1.40338,0.90486,0.01909,,,
460000,海南省,2015,9.57436,9.56874,1.90108,0.63577,0.00562,,,
460000,海南省,2014,8.99683,8.99385,1.59999,0.83765,0.00298,,,
460000,海南省,2013,,,,,,,,
460000,海南省,2012,8.69286,8.68719,4.19555,1.03351,0.00567,,,
460000,海南省,2011,8.85057,8.85057,5.66319,1.0856,,,,
460000,海南省,2010,5.2975,5.2975,3.5532,0.7527,,,,
460000,海南省,2009,5.37236,5.37236,3.37014,0.88068,,,,
460000,海南省,2008,4.00413,4.00391,2.35204,0.67869,,,0.00022,
460000,海南省,2007,2.20329,2.19125,1.31758,0.57858,,,0.01204,0.00074
460000,海南省,2006,1.99,1.97,1.06,0.32,,,0.02,0.0
460000,海南省,2005,1.83,1.81,0.96,0.31,0.01,,0.01,0.0
460000,海南省,2004,,,,,,,,
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,257.03808,256.88095,11.1203,4.03901,0.06155,0.02743,0.09558,0.00057
500000,重庆市,2018,276.35774,276.09762,16.3219,4.64664,0.06209,0.03163,0.19803,0.00416
500000,重庆市,2017,253.69941,252.6704,14.78942,5.12076,1.02798,0.79727,0.00103,0.00103
500000,重庆市,2016,229.11939,228.44955,18.02548,5.03239,0.65175,0.63293,0.01809,0.01809
500000,重庆市,2015,197.77401,197.6461,17.06106,3.72442,0.12233,0.11194,0.00558,0.00558
500000,重庆市,2014,174.11526,173.97647,14.31406,3.39131,0.12515,0.08923,0.01364,0.00873
500000,重庆市,2013,,,,,,,,
500000,重庆市,2012,130.44492,130.29981,20.89133,3.83589,0.1316,0.10433,0.01351,0.00208
500000,重庆市,2011,113.05842,113.01478,18.37716,2.90906,0.01199,,0.03165,0.00985
500000,重庆市,2010,88.57,88.5068,12.0479,2.5168,0.0326,0.0005,0.0306,0.0053
500000,重庆市,2009,70.58616,70.54936,10.61311,2.78292,0.01972,0.00042,0.01708,0.00525
500000,重庆市,2008,63.18325,63.15456,10.54417,1.83595,0.01305,0.00028,0.01564,0.00695
500000,重庆市,2007,37.41751,37.32171,4.68828,1.56743,0.08153,0.00059,0.01427,
500000,重庆市,2006,29.48,29.39,4.5,1.43,0.06,0.0,0.02,
500000,重庆市,2005,25.54,25.49,3.67,1.84,0.04,0.0,0.01,
500000,重庆市,2004,,,,,,,,
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,398.8025,398.78199,24.97033,18.76818,0.00033,-0.00137,0.02018,0.00091
510000,四川省,2018,468.87021,468.84298,44.2465,16.59685,0.0005,0.0005,0.02673,0.00056
510000,四川省,2017,318.31422,318.05124,26.88173,14.69483,0.2055,0.05738,0.05748,0.00312
510000,四川省,2016,264.40497,264.3372,30.92314,14.44953,0.05816,0.02893,0.00961,0.00244
510000,四川省,2015,255.87342,255.72843,39.74915,11.10028,0.13074,0.1095,0.01425,0.00143
510000,四川省,2014,244.64244,244.52722,42.83967,11.46344,0.1008,0.04635,0.01442,0.01165
510000,四川省,2013,,,,,,,,
510000,四川省,2012,207.93616,207.90521,42.00299,12.54811,0.01641,0.01359,0.01454,0.00808
510000,四川省,2011,173.76109,173.72686,40.89175,9.92632,0.02194,0.01238,0.01229,0.00756
510000,四川省,2010,149.7413,149.6986,30.9158,10.5259,0.0208,0.0136,0.0219,0.0074
510000,四川省,2009,106.1828,106.07216,27.72432,7.35707,0.09857,0.08945,0.01207,0.00522
510000,四川省,2008,89.79085,89.71445,26.14414,6.37921,0.02429,0.00872,0.05211,0.02427
510000,四川省,2007,74.20787,74.18122,19.8003,5.77607,0.01653,0.00677,0.01012,0.0025
510000,四川省,2006,58.18,58.15,18.52,5.24,0.01,0.01,0.02,0.0
510000,四川省,2005,49.74,49.71,17.42,5.06,0.02,0.0,0.02,0.0
510000,四川省,2004,,,,,,,,
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,86.15665,86.15654,17.08273,5.8548,,,0.00011,0.00011
520000,贵州省,2018,103.21896,103.21896,22.83169,6.0115,,,,
520000,贵州省,2017,86.26764,86.26764,32.13343,3.81295,,,,
520000,贵州省,2016,63.8972,63.89642,28.89931,2.95293,0.00078,,,
520000,贵州省,2015,59.20868,59.20835,27.93603,2.21589,0.00033,,,
520000,贵州省,2014,54.53043,54.53043,27.5852,2.71676,,,,
520000,贵州省,2013,,,,,,,,
520000,贵州省,2012,35.96809,35.96809,27.03874,1.57893,,,,
520000,贵州省,2011,30.63389,30.63389,22.55677,1.25858,,,,
520000,贵州省,2010,23.4517,23.4496,16.1409,1.0427,,,0.0021,
520000,贵州省,2009,18.58929,18.589,12.0385,0.87527,,,0.00029,
520000,贵州省,2008,14.54535,14.54535,10.19132,0.83739,,,,
520000,贵州省,2007,12.13286,12.1172,8.23334,0.70662,0.01566,,,
520000,贵州省,2006,10.54,10.52,7.28,0.63,0.02,,,
520000,贵州省,2005,9.15,9.15,5.9,0.68,0.0,,,
520000,贵州省,2004,,,,,,,,
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,188.45455,188.4455,8.14537,7.95813,0.0069,,0.00215,
530000,云南省,2018,194.36319,194.34446,16.48375,8.8174,0.0102,,0.00853,
530000,云南省,2017,159.18868,159.17287,27.11087,9.0283,0.00912,,0.00669,
530000,云南省,2016,120.51979,120.4862,11.73329,7.36892,0.01368,,0.01991,
530000,云南省,2015,95.73877,95.7285,12.89708,5.56714,0.00382,0.00262,0.00645,
530000,云南省,2014,94.79748,94.68631,12.85458,6.53722,0.08046,0.07396,0.03071,
530000,云南省,2013,,,,,,,,
530000,云南省,2012,73.71383,73.59186,15.85247,5.28762,0.10041,0.08194,0.02156,
530000,云南省,2011,59.08941,58.94476,12.9257,3.74245,0.12898,0.09942,0.01567,
530000,云南省,2010,55.0662,55.0479,10.9344,3.1077,0.0038,,0.0145,
530000,云南省,2009,36.9579,36.9412,8.80835,2.82252,0.0167,,,
530000,云南省,2008,30.75074,30.70603,7.57207,2.57205,0.04034,,0.00437,
530000,云南省,2007,24.26665,24.22385,6.78655,2.13274,0.0428,,,
530000,云南省,2006,22.9,22.86,5.95,2.54,0.03,,,
530000,云南省,2005,17.44,17.42,4.47,2.2,0.02,,,
530000,云南省,2004,,,,,,,,
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,9.34004,9.34004,1.0931,0.07647,,,,
540000,西藏自治区,2018,9.69659,9.69659,1.73958,0.05229,,,,
540000,西藏自治区,2017,5.66198,5.66198,0.11283,0.2108,,,,
540000,西藏自治区,2016,3.53456,3.53456,0.4309,0.21398,,,,
540000,西藏自治区,2015,3.89328,3.89328,0.58743,0.53785,,,,
540000,西藏自治区,2014,2.7764,2.7764,0.21917,0.16177,,,,
540000,西藏自治区,2013,,,,,,,,
540000,西藏自治区,2012,3.20687,3.20687,0.98547,0.2505,,,,
540000,西藏自治区,2011,3.86532,3.86532,1.01037,0.35566,,,,
540000,西藏自治区,2010,5.7688,5.7688,1.6346,0.1521,,,,
540000,西藏自治区,2009,3.95966,3.95966,0.87448,0.45293,,,,
540000,西藏自治区,2008,2.53031,2.53031,0.56636,0.44186,,,,
540000,西藏自治区,2007,1.85384,1.85384,0.38358,0.32024,,,,
540000,西藏自治区,2006,1.86,1.86,0.25,0.44,,,,
540000,西藏自治区,2005,1.67,1.67,0.39,0.42,,,,
540000,西藏自治区,2004,,,,,,,,
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,189.86037,188.70649,27.38995,14.61468,0.22776,0.10301,0.92612,0.86843
610000,陕西省,2018,220.70622,220.21608,26.20294,17.45862,,,0.49014,0.48981
610000,陕西省,2017,171.1458,171.13354,33.31991,11.80771,0.00462,,0.00764,
610000,陕西省,2016,158.50624,158.32619,37.28993,10.48877,0.00067,,0.17938,0.00729
610000,陕西省,2015,157.15334,157.13877,34.6746,8.51632,0.00093,,0.01364,
610000,陕西省,2014,154.81944,153.2665,28.57705,8.32595,0.00191,,1.55103,0.00701
610000,陕西省,2013,,,,,,,,
610000,陕西省,2012,110.37475,110.34392,37.68939,7.7155,0.00411,,0.02672,0.02594
610000,陕西省,2011,118.73332,118.72915,41.48899,7.80788,0.00417,,,
610000,陕西省,2010,108.89,108.8874,44.981,5.6021,0.0026,,,
610000,陕西省,2009,86.35001,86.34782,31.29747,4.35017,0.00219,,,
610000,陕西省,2008,68.2183,68.2011,33.49057,5.92501,0.0024,,0.0148,0.0148
610000,陕西省,2007,41.30125,41.30103,20.71596,2.88659,,,0.00022,
610000,陕西省,2006,25.97,25.97,12.71,1.99,,,,
610000,陕西省,2005,22.1,22.1,10.8,1.96,,,,
610000,陕西省,2004,,,,,,,,
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,71.17636,71.17331,10.16395,3.69382,,,0.00305,
620000,甘肃省,2018,67.9249,67.92332,11.59288,4.49982,,,0.00158,
620000,甘肃省,2017,68.17973,68.09128,15.38727,6.0094,0.08707,,0.00138,
620000,甘肃省,2016,63.91088,63.90907,9.96072,6.89322,,,0.00181,
620000,甘肃省,2015,60.20769,60.10869,9.56547,5.21655,0.09824,,0.00076,
620000,甘肃省,2014,61.17267,61.07775,10.87078,4.76878,0.09437,,0.00055,
620000,甘肃省,2013,,,,,,,,
620000,甘肃省,2012,47.49292,47.4906,10.7351,5.16459,0.00232,,,
620000,甘肃省,2011,33.62391,33.59374,7.05806,4.05399,0.00084,,0.02933,
620000,甘肃省,2010,29.3938,29.3927,4.4912,2.8863,0.0011,,,
620000,甘肃省,2009,23.66572,23.66428,3.79725,2.55059,0.00143,,,
620000,甘肃省,2008,20.48914,20.48429,3.82569,3.3567,0.00477,,8e-05,
620000,甘肃省,2007,14.97882,14.97861,4.11126,3.37338,6e-05,,0.00015,
620000,甘肃省,2006,12.49,12.49,4.06,2.4,,,0.0,
620000,甘肃省,2005,9.95,9.95,3.29,1.63,,,0.0,
620000,甘肃省,2004,,,,,,,,
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,13.07509,13.07509,2.32808,0.79559,,,,
630000,青海省,2018,18.27051,18.27051,7.05164,0.75581,,,,
630000,青海省,2017,14.09672,14.09672,6.62892,0.58076,,,,
630000,青海省,2016,14.70204,14.70198,7.1081,0.56359,,,6e-05,
630000,青海省,2015,12.50728,12.50726,5.565,0.51484,,,2e-05,
630000,青海省,2014,12.86976,12.8689,5.40566,0.58483,,,0.00086,
630000,青海省,2013,,,,,,,,
630000,青海省,2012,11.97875,11.9783,6.74774,0.65435,3e-05,3e-05,0.00042,
630000,青海省,2011,11.17703,11.17552,6.48161,0.49392,0.00022,0.00022,0.00129,
630000,青海省,2010,9.2246,9.2238,5.8739,0.4987,,,0.0008,
630000,青海省,2009,7.67296,7.67185,4.38334,0.76974,0.00011,0.00011,0.001,
630000,青海省,2008,5.96299,5.96117,4.01982,0.31796,5e-05,5e-05,0.00177,0.00177
630000,青海省,2007,4.52992,4.52929,3.0197,0.25233,,,0.0006,0.0006
630000,青海省,2006,3.18,3.18,1.81,0.19,0.0,0.0,0.0,0.0
630000,青海省,2005,2.97,2.97,1.59,0.12,0.0,0.0,0.0,0.0
630000,青海省,2004,,,,,,,,
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,18.43336,18.19062,4.75791,0.30861,,,0.24274,
640000,宁夏回族自治区,2018,19.75393,19.61074,4.61468,0.42071,,,0.14319,
640000,宁夏回族自治区,2017,19.61093,19.36928,4.02076,0.38748,,,0.24165,
640000,宁夏回族自治区,2016,21.57443,21.42681,4.33805,0.43487,,,0.14762,
640000,宁夏回族自治区,2015,19.20901,18.92089,4.3942,0.37557,,,0.28812,
640000,宁夏回族自治区,2014,20.63528,20.41046,4.6564,0.4363,,,0.22482,
640000,宁夏回族自治区,2013,,,,,,,,
640000,宁夏回族自治区,2012,15.99422,15.77413,4.4999,0.62569,0.15564,,0.06445,
640000,宁夏回族自治区,2011,14.56866,14.27269,4.00367,0.28063,,,0.29597,0.00498
640000,宁夏回族自治区,2010,12.1153,12.0567,3.6509,0.2842,,,0.0586,
640000,宁夏回族自治区,2009,9.19526,9.19497,2.75369,0.28392,0.00029,0.00029,,
640000,宁夏回族自治区,2008,6.56682,6.56594,2.24118,0.15931,0.00088,0.00088,,
640000,宁夏回族自治区,2007,5.27807,5.27712,1.89223,0.12419,0.00095,0.00065,,
640000,宁夏回族自治区,2006,4.49,4.49,1.56,0.17,0.0,0.0,,
640000,宁夏回族自治区,2005,3.66,3.66,1.32,0.14,0.0,0.0,,
640000,宁夏回族自治区,2004,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,70.05933,70.0593,5.52827,0.41471,3e-05,,,
650000,新疆维吾尔自治区,2018,78.09587,78.09583,6.56146,0.35177,4e-05,,,
650000,新疆维吾尔自治区,2017,83.01423,83.0141,11.50331,0.39407,0.00011,,2e-05,
650000,新疆维吾尔自治区,2016,80.11183,80.11159,12.17374,0.5021,0.00011,,0.00013,
650000,新疆维吾尔自治区,2015,71.82531,71.82496,9.55998,0.45754,0.00011,,0.00024,
650000,新疆维吾尔自治区,2014,70.72642,70.7258,10.70456,0.42723,0.0001,,0.00052,
650000,新疆维吾尔自治区,2013,,,,,,,,
650000,新疆维吾尔自治区,2012,56.81646,56.8161,13.08725,0.67783,0.00026,,0.0001,
650000,新疆维吾尔自治区,2011,44.82726,44.82673,11.14051,0.39021,0.00024,,0.00029,
650000,新疆维吾尔自治区,2010,32.58,32.579,7.8762,0.4227,0.0006,,0.0004,
650000,新疆维吾尔自治区,2009,26.38846,26.38787,7.20487,0.45357,0.00033,,0.00026,
650000,新疆维吾尔自治区,2008,20.70352,20.70261,5.87596,0.29485,0.00091,,,
650000,新疆维吾尔自治区,2007,15.19886,15.18732,4.81858,0.32241,0.01154,,,
650000,新疆维吾尔自治区,2006,12.16,12.16,3.74,0.3,0.0,,,
650000,新疆维吾尔自治区,2005,11.69,11.69,3.63,0.34,0.01,,,
650000,新疆维吾尔自治区,2004,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
