省份编码,省份,年份,劳务分包建筑业企业单位数(个),劳务分包建筑业企业从业人数(人),劳务分包建筑业企业营业收入(万元),劳务分包建筑业企业主营业务收入(万元),劳务分包建筑业企业税金(万元),劳务分包建筑业企业利润总额(万元),劳务分包建筑业企业从业人员劳动报酬(万元)
610000,陕西省,2009,7,249,1198.9,1198.9,47.1,63.3,529.5
610000,陕西省,2008,10,947,3290.5,3255.2,191.3,176.7,1777.9
610000,陕西省,2007,11,933,2932.9,2932.9,112.4,143.1,1542.5
610000,陕西省,2006,11,1323,2484.3,2484.3,98.8,-452.2,1840.4
610000,陕西省,2005,10,347,1256.9,1256.7,64.5,21.7,239.6
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,,,,,,,
620000,甘肃省,2018,,,,,,,
620000,甘肃省,2017,,,,,,,
620000,甘肃省,2016,,,,,,,
620000,甘肃省,2015,,,,,,,
620000,甘肃省,2014,,,,,,,
620000,甘肃省,2013,,,,,,,
620000,甘肃省,2012,32,1622,11572.6,10060.4,635,220.9,
620000,甘肃省,2011,11,480,3906.1,3884.9,101.2,268.0,
620000,甘肃省,2010,13,599,5297.0,5277.0,188,287.0,874
620000,甘肃省,2009,18,1014,6906.5,5933.6,288.4,202.6,1443.1
620000,甘肃省,2008,24,2720,11494.3,9857.7,306.7,464.9,2114.6
620000,甘肃省,2007,15,854,1753.4,1743.1,60.4,-1.1,647.5
620000,甘肃省,2006,19,1063,2141.1,2107.7,73.7,89.6,739.5
620000,甘肃省,2005,24,1514,4190.2,4077.1,99.3,116.0,1155.2
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,,,,,,,
630000,青海省,2018,,,,,,,
630000,青海省,2017,,,,,,,
630000,青海省,2016,,,,,,,
630000,青海省,2015,,,,,,,
630000,青海省,2014,,,,,,,
630000,青海省,2013,,,,,,,
630000,青海省,2012,15,815,3380.7,3335.7,91.7,260.7,
630000,青海省,2011,21,908,6778.9,6778.9,170.5,357.9,
630000,青海省,2010,31,1121,8578.0,8578.0,527,226.0,1436
630000,青海省,2009,31,1167,3676.2,3169.7,171.3,136.6,1225
630000,青海省,2008,34,1143,4661.6,4596.6,187.9,-144.9,2087.2
630000,青海省,2007,10,857,1089.0,748.2,23.5,73.8,291.5
630000,青海省,2006,7,202,448.7,448.7,13.3,2.7,126.8
630000,青海省,2005,7,323,690.2,690.2,22.3,2.2,141.8
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,
640000,宁夏回族自治区,2012,23,1042,13110.2,12489.7,148.6,21.9,
640000,宁夏回族自治区,2011,22,1361,11039.5,10447.6,252.6,796.1,
640000,宁夏回族自治区,2010,23,753,6843.0,6641.0,96,-1.0,2539
640000,宁夏回族自治区,2009,22,790,5056.0,5056.0,106.4,-25.7,3025.6
640000,宁夏回族自治区,2008,22,530,3702.8,3534.4,105.2,-104.0,1394.3
640000,宁夏回族自治区,2007,13,246,2343.8,2271.6,83.5,-3.0,291.9
640000,宁夏回族自治区,2006,15,258,1884.8,1728.5,108.7,-203.3,308
640000,宁夏回族自治区,2005,21,334,2717.0,2439.0,106.7,-28.3,340.3
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,,
650000,新疆维吾尔自治区,2012,65,5776,125971.0,125859.2,4050.3,241.5,
650000,新疆维吾尔自治区,2011,60,4711,73983.3,73735.0,2416,179.7,
650000,新疆维吾尔自治区,2010,82,2437,57463.0,57433.0,1835,341.0,28268
650000,新疆维吾尔自治区,2009,88,2393,47407.6,47196.1,1581.7,62.7,24171.8
650000,新疆维吾尔自治区,2008,101,4983,39174.9,39004.1,1251.4,-774.4,13680.4
650000,新疆维吾尔自治区,2007,119,6543,32520.1,32677.9,1143.7,193.7,12788
650000,新疆维吾尔自治区,2006,107,3961,25258.6,24902.1,873.3,190.7,8616
650000,新疆维吾尔自治区,2005,85,6760,22063.5,21383.2,745.2,153.1,10328.5
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
